element_id	element_type	length	n_cds_called	has_relaxase	relaxase_families	mpf_classes	n_mpf_classes	n_fa_fata_profiles	exclusion_family_hit	phylum	genus
NZ_AP019371_8462818..8505901	NA	43084	41	0	NA	none	0	0		Actinobacteriota	Actinoplanes
NZ_AP019394_2143733..2263799	NA	120067	111	1	T4SS_MOBH	none	0	0		Firmicutes	Enterococcus_B
NZ_AP019543_31507..79800	IME	48294	49	1	T4SS_MOBV	none	0	0		Firmicutes	Staphylococcus
NZ_AP019547_2823949..2830842	NA	6894	11	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Proteobacteria	Nitrotoga
NZ_AP019620_5694824..5714048	NA	19225	23	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_AP019620_6676426..6700201	AICE	23776	26	0	NA	none	0	0		Actinobacteriota	Streptomyces
NZ_AP019655_1187512..1198968	NA	11457	10	1	T4SS_MOBV	none	0	0		Proteobacteria	Vibrio
NZ_AP019684_3022619..3050580	NA	27962	33	1	T4SS_MOBQ	none	0	0		Proteobacteria	Xanthomonas
NZ_AP019695_1377478..1511563	NA	134086	136	1	T4SS_MOBP1,profile_MOBT	MPF_FA	1	8		Firmicutes	Amedibacterium
NZ_AP019695_2859765..2915563	ICE	55799	49	1	T4SS_MOBB,profile_MOBT	MPF_FA	1	8		Firmicutes	Amedibacterium
NZ_AP019697_933585..955309	NA	21725	31	0	NA	none	0	0		Firmicutes_C	Dialister
NZ_AP019711_1399311..1405458	NA	6148	7	1	T4SS_MOBQ,profile_MOBM	none	0	0		Firmicutes	Amedibacterium
NZ_AP019711_184211..277338	NA	93128	96	1	profile_MOBT	MPF_FA	1	9		Firmicutes	Amedibacterium
NZ_AP019712_1385564..1427031	NA	41468	45	1	profile_MOBT	MPF_FA	1	6	DUF4467	Firmicutes	Staphylococcus
NZ_AP019724_1824341..1886583	ICE	62243	66	1	T4SS_MOBP1	none	0	0		Bacteroidota	Bacteroides
NZ_AP019724_2650357..2657399	NA	7043	8	1	T4SS_MOBP1	none	0	0		Bacteroidota	Bacteroides
NZ_AP019724_4088941..4118829	IME	29889	33	1	T4SS_MOBP1	none	0	0		Bacteroidota	Bacteroides
NZ_AP019724_4402832..4459322	NA	56491	48	1	T4SS_MOBV	none	0	0		Bacteroidota	Bacteroides
NZ_AP019724_846890..871879	IME	24990	22	1	T4SS_MOBP1	none	0	0		Bacteroidota	Bacteroides
NZ_AP019729_3346587..3359438	NA	12852	10	1	T4SS_MOBP1	none	0	0		Bacteroidota	Parabacteroides
NZ_AP019729_4050915..4056774	NA	5860	6	1	T4SS_MOBV	none	0	0		Bacteroidota	Parabacteroides
NZ_AP019729_5122651..5144227	NA	21577	28	1	T4SS_MOBB,T4SS_MOBP1	none	0	0		Bacteroidota	Parabacteroides
NZ_AP019729_996003..1058292	IME	62290	69	1	T4SS_MOBV	none	0	1		Bacteroidota	Parabacteroides
NZ_AP019730_671697..904698	ICE	233002	222	1	T4SS_MOBP1	MPF_T	1	0		Campylobacterota	Helicobacter
NZ_AP019734_1007553..1051250	ICE	43698	50	1	T4SS_MOBP1	none	0	0		Bacteroidota	Alistipes
NZ_AP019734_1191813..1258220	NA	66408	80	1	T4SS_MOBP1	none	0	1		Bacteroidota	Alistipes
NZ_AP019734_1817424..1837790	NA	20367	20	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Bacteroidota	Alistipes
NZ_AP019734_1914005..2078892	NA	164888	153	1	T4SS_MOBP1,profile_MOBM	none	0	0		Bacteroidota	Alistipes
NZ_AP019734_217449..237481	NA	20033	17	1	T4SS_MOBV	none	0	0		Bacteroidota	Alistipes
NZ_AP019734_3151654..3193258	NA	41605	37	1	T4SS_MOBV	none	0	0		Bacteroidota	Alistipes
NZ_AP019735_1186658..1212563	IME	25906	19	1	T4SS_MOBP1	none	0	0		Bacteroidota	Alistipes
NZ_AP019735_12563..288276	ICE	275714	234	1	T4SS_MOBP1	none	0	0		Bacteroidota	Alistipes
NZ_AP019735_1323005..1339839	IME	16835	13	1	T4SS_MOBV	none	0	0		Bacteroidota	Alistipes
NZ_AP019735_1455028..1470774	NA	15747	16	1	T4SS_MOBV	none	0	0		Bacteroidota	Alistipes
NZ_AP019735_2628861..2653629	NA	24769	21	1	T4SS_MOBV	none	0	0		Bacteroidota	Alistipes
NZ_AP019735_2825059..2837335	NA	12277	10	1	T4SS_MOBV	none	0	0		Bacteroidota	Alistipes
NZ_AP019735_717564..740267	NA	22704	14	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Bacteroidota	Alistipes
NZ_AP019738_2070225..2112658	NA	42434	49	1	T4SS_MOBP1	none	0	0		Bacteroidota	Alistipes
NZ_AP019738_2473019..2614421	NA	141403	147	1	T4SS_MOBP1	MPF_FA	1	2		Bacteroidota	Alistipes
NZ_AP019738_287593..353399	NA	65807	68	1	T4SS_MOBP1	none	0	0		Bacteroidota	Alistipes
NZ_AP019738_85635..109992	NA	24358	17	1	T4SS_MOBV	none	0	0		Bacteroidota	Alistipes
NZ_AP019738_881826..899708	IME	17883	18	1	T4SS_MOBP1	none	0	0		Bacteroidota	Alistipes
NZ_AP019739_1195437..1213802	NA	18366	20	1	T4SS_MOBV	none	0	0		Bacteroidota	Alistipes
NZ_AP019739_1377368..1389564	NA	12197	13	1	T4SS_MOBV	none	0	0		Bacteroidota	Alistipes
NZ_AP019739_2090763..2173000	IME	82238	71	1	T4SS_MOBP1,T4SS_MOBV	none	0	0		Bacteroidota	Alistipes
NZ_AP019739_2327826..2432835	NA	105010	102	1	T4SS_MOBP1	none	0	0		Bacteroidota	Alistipes
NZ_AP019740_1389905..1455322	NA	65418	64	1	T4SS_MOBC	none	0	1		Proteobacteria	Acinetobacter
NZ_AP019799_69727..344297	ICE	274571	249	1	T4SS_MOBP1,profile_MOBT	none	0	0		Proteobacteria	Vibrio
NZ_AP019810_291409..333947	NA	42539	48	1	profile_MOBT	none	0	4		Firmicutes	Enterococcus_B
NZ_AP019814_1323035..1421812	NA	98778	105	1	profile_MOBT	MPF_FA	1	9		Firmicutes	Enterococcus_A
NZ_AP019814_1985595..2090274	NA	104680	122	1	T4SS_MOBP2,profile_MOBM,profile_MOBT	MPF_FA	1	2		Firmicutes	Enterococcus_A
NZ_AP019814_2100788..2302818	ICE	202031	200	1	T4SS_MOBC,profile_MOBT	MPF_FA	1	8		Firmicutes	Enterococcus_A
NZ_AP019829_367603..561020	ICE	193418	186	0	NA	none	0	2		Fusobacteriota	Leptotrichia
NZ_AP019831_1174135..1400538	ICE	226404	215	1	T4SS_MOBQ,profile_MOBM	none	0	3		Fusobacteriota	Leptotrichia
NZ_AP019831_228728..333417	ICE	104690	114	1	T4SS_MOBQ	MPF_T	1	1		Fusobacteriota	Leptotrichia
NZ_AP019834_1992849..2054140	NA	61292	121	0	NA	none	0	0		Fusobacteriota	Leptotrichia
NZ_AP019835_1536355..1573165	IME	36811	37	0	NA	none	0	0		Fusobacteriota	Leptotrichia
NZ_AP019835_1578914..1628094	NA	49181	43	1	T4SS_MOBQ	MPF_T	1	1		Fusobacteriota	Leptotrichia
NZ_AP020316_1317649..1387483	NA	69835	77	1	profile_MOBT	MPF_FA	1	5	DUF4467	Firmicutes	Staphylococcus
NZ_AP020316_1559977..1613323	ICE	53347	58	1	profile_MOBT	MPF_FA	1	6		Firmicutes	Staphylococcus
NZ_AP020318_40604..97174	ICE	56571	53	1	profile_MOBT	MPF_FA	1	4		Firmicutes	Staphylococcus
NZ_AP020322_1431052..1495110	ICE	64059	64	1	profile_MOBT	MPF_FA	1	7		Firmicutes	Staphylococcus
NZ_AP020324_2078510..2108391	IME	29882	32	1	T4SS_MOBV	none	0	0		Firmicutes	Staphylococcus
NZ_AP021844_2051632..2061076	NA	9445	12	1	T4SS_MOBP1,T4SS_MOBQ	none	0	0		Proteobacteria	Azospira
NZ_AP021844_2782878..2863097	ICE	80220	77	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Azospira
NZ_AP021854_1773639..1811170	NA	37532	36	0	NA	MPF_T	1	0		Proteobacteria	Bradyrhizobium
NZ_AP021861_1358121..1373476	NA	15356	22	0	NA	none	0	0		Planctomycetota	Lacipirellula
NZ_AP021875_6852443..6894874	NA	42432	40	1	T4SS_MOBH,T4SS_MOBP1	none	0	0		Desulfobacterota	Desulfosarcina
NZ_AP021879_2811314..2850757	IME	39444	32	1	T4SS_MOBH	none	0	0		Desulfobacterota	Desulfosarcina
NZ_AP021879_3373931..3505898	ICE	131968	113	1	profile_MOBT	none	0	0		Desulfobacterota	Desulfosarcina
NZ_AP021880_1865136..1929396	ICE	64261	48	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Klebsiella
NZ_AP021881_1054563..1075618	NA	21056	33	1	profile_MOBF	none	0	0		Proteobacteria	Sulfuriferula_A
NZ_AP021884_2442307..2488695	NA	46389	50	1	T4SS_MOBP1	MPF_T	1	0	Eex_IncN	Proteobacteria	Sulfuriferula
NZ_AP021889_1810350..1864108	NA	53759	74	1	T4SS_MOBH	MPF_F	1	1		Proteobacteria	Thiomicrorhabdus
NZ_AP021889_517426..554240	IME	36815	31	1	profile_MOBF	none	0	0		Proteobacteria	Thiomicrorhabdus
NZ_AP021893_1819363..1870891	NA	51529	53	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Escherichia
NZ_AP021900_2442403..2604002	NA	161600	162	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Pseudomonas_E
NZ_AP021901_1825765..2024608	ICE	198844	193	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Pseudomonas_E
NZ_AP021901_4088903..4242962	ICE	154060	139	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Pseudomonas_E
NZ_AP021902_3719205..3880101	ICE	160897	151	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Pseudomonas_E
NZ_AP021908_1421317..1497151	NA	75835	88	1	profile_MOBF	none	0	0		Proteobacteria	Stenotrophomonas
NZ_AP021917_1818562..1923853	ICE	105292	102	1	T4SS_MOBP1,profile_MOBT	MPF_T	1	0		Proteobacteria	Aeromonas
NZ_AP021917_2196723..2216569	NA	19847	17	1	T4SS_MOBH	none	0	0		Proteobacteria	Aeromonas
NZ_AP021927_1358622..1382784	IME	24163	23	1	T4SS_MOBP1	none	0	0		Proteobacteria	Aeromonas
NZ_AP021927_2164300..2200625	IME	36326	28	1	T4SS_MOBH	none	0	0		Proteobacteria	Aeromonas
NZ_AP021929_4487831..4507093	IME	19263	23	1	T4SS_MOBQ,profile_MOBT	none	0	0		Proteobacteria	Klebsiella
NZ_AP021940_4268673..4305685	IME	37013	31	1	T4SS_MOBH	none	0	1		Proteobacteria	Aeromonas
NZ_AP021950_1908003..1930213	IME	22211	22	1	T4SS_MOBQ	none	0	0		Proteobacteria	Klebsiella
NZ_AP021972_1116839..1139565	IME	22727	25	1	T4SS_MOBP1	none	0	0		Proteobacteria	Kluyvera
NZ_AP022013_816257..856418	ICE	40162	41	1	T4SS_MOBP1,profile_MOBT	none	0	0	Eex_IncN	Proteobacteria	Aeromonas
NZ_AP022020_1111023..1132462	IME	21440	22	1	T4SS_MOBP1	none	0	0		Proteobacteria	Kluyvera
NZ_AP022038_2854534..2864857	NA	10324	11	1	T4SS_MOBH	none	0	0		Proteobacteria	Aeromonas
NZ_AP022038_3380576..3396130	NA	15555	11	1	T4SS_MOBP1	none	0	0		Proteobacteria	Aeromonas
NZ_AP022055_3425913..3430898	NA	4986	4	1	T4SS_MOBC,T4SS_MOBH	none	0	0		Proteobacteria	Pseudomonas_E
NZ_AP022077_1894791..2348956	ICE	454166	466	1	profile_MOBT	none	0	0		Proteobacteria	Acinetobacter
NZ_AP022105_4243842..4258712	NA	14871	12	1	T4SS_MOBH	none	0	0		Proteobacteria	Escherichia
NZ_AP022107_4093551..4140238	NA	46688	43	1	T4SS_MOBH	none	0	0		Proteobacteria	Escherichia
NZ_AP022108_1553691..1769778	ICE	216088	177	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Klebsiella
NZ_AP022112_2429155..2466185	IME	37031	39	1	T4SS_MOBQ,profile_MOBT	none	0	0		Proteobacteria	Klebsiella
NZ_AP022159_4564971..4588510	IME	23540	31	1	T4SS_MOBQ,profile_MOBT	none	0	0		Proteobacteria	Escherichia
NZ_AP022183_2355754..2752347	ICE	396594	396	0	NA	none	0	0		Proteobacteria	Klebsiella
NZ_AP022188_2039344..2075501	IME	36158	38	1	T4SS_MOBH	none	0	0		Proteobacteria	Aeromonas
NZ_AP022195_1262126..1306317	IME	44192	37	1	T4SS_MOBP1	none	0	0		Proteobacteria	Kluyvera
NZ_AP022201_1262125..1305111	IME	42987	35	1	T4SS_MOBP1	none	0	0		Proteobacteria	Kluyvera
NZ_AP022206_2873623..2884086	NA	10464	14	1	T4SS_MOBH	none	0	0		Proteobacteria	Aeromonas
NZ_AP022214_2382942..2423744	IME	40803	40	1	T4SS_MOBH	none	0	0		Proteobacteria	Aeromonas
NZ_AP022227_1460090..1463222	NA	3133	2	1	T4SS_MOBH	none	0	0		Proteobacteria	Pseudomonas_E
NZ_AP022254_2492679..2501804	NA	9126	11	1	T4SS_MOBH	none	0	0		Proteobacteria	Aeromonas
NZ_AP022254_2753115..2821368	ICE	68254	66	1	T4SS_MOBP1	none	0	0	Eex_IncN	Proteobacteria	Aeromonas
NZ_AP022256_1714858..1933998	ICE	219141	191	1	T4SS_MOBC	none	0	1		Proteobacteria	Kluyvera
NZ_AP022256_1958848..1986571	IME	27724	27	1	T4SS_MOBQ	none	0	0		Proteobacteria	Kluyvera
NZ_AP022264_2432930..2464181	NA	31252	31	0	NA	none	0	0		Proteobacteria	Aeromonas
NZ_AP022281_1972485..1991494	NA	19010	18	1	T4SS_MOBP1	none	0	0		Proteobacteria	Aeromonas
NZ_AP022281_3484797..3524871	IME	40075	37	1	T4SS_MOBP1	none	0	0		Proteobacteria	Aeromonas
NZ_AP022313_1673123..1744180	ICE	71058	74	1	T4SS_MOBP1,profile_MOBF,profile_MOBM	MPF_T	1	1		Bacteroidota	Elizabethkingia
NZ_AP022321_1666543..1877554	ICE	211012	197	1	profile_MOBT	MPF_FA	1	7		Firmicutes_C	Veillonella
NZ_AP022332_3351487..3400058	IME	48572	41	1	T4SS_MOBQ	none	0	0		Proteobacteria	Methylosinus
NZ_AP022337_4599413..4619899	IME	20487	29	1	profile_MOBT	none	0	0		Proteobacteria	Mameliella
NZ_AP022341_1320470..1348111	NA	27642	26	0	NA	none	0	0		Firmicutes	Enterococcus_B
NZ_AP022341_1584180..1627067	NA	42888	36	0	NA	none	0	0		Firmicutes	Enterococcus_B
NZ_AP022341_2609516..2730219	ICE	120704	117	1	T4SS_MOBP1,T4SS_MOBQ,profile_MOBT	MPF_FA	1	7		Firmicutes	Enterococcus_B
NZ_AP022341_598055..613358	NA	15304	15	1	T4SS_MOBP1	none	0	0		Firmicutes	Enterococcus_B
NZ_AP022341_728119..746283	NA	18165	20	1	profile_MOBM,profile_MOBT	none	0	0		Firmicutes	Enterococcus_B
NZ_AP022345_1327901..1403740	ICE	75840	84	1	T4SS_MOBP1,T4SS_MOBV	MPF_T	1	0		Proteobacteria	Fluviibacter
NZ_AP022347_1674900..1749928	ICE	75029	83	1	T4SS_MOBP1,T4SS_MOBV	MPF_T	1	0		Proteobacteria	Fluviibacter
NZ_AP022347_2041089..2083572	ICE	42484	46	1	T4SS_MOBP1,T4SS_MOBV	MPF_T	1	0		Proteobacteria	Fluviibacter
NZ_AP022351_749494..807912	IME	58419	62	1	T4SS_MOBH	none	0	0		Proteobacteria	Escherichia
NZ_AP022362_93082..216224	ICE	123143	140	1	profile_MOBF	MPF_F	1	1	TraS	Proteobacteria	Escherichia
NZ_AP022371_3358839..3435281	IME	76443	88	0	NA	none	0	1		Proteobacteria	Providencia
NZ_AP022372_2255748..2316363	ICE	60616	64	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Providencia
NZ_AP022372_3589747..3594220	NA	4474	6	1	profile_MOBT	none	0	0		Proteobacteria	Providencia
NZ_AP022373_989819..1082549	NA	92731	87	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Providencia
NZ_AP022378_1224265..1362495	NA	138231	127	1	T4SS_MOBP1	MPF_T	1	0	Eex_IncN	Proteobacteria	Citrobacter
NZ_AP022389_3016650..3031896	IME	15247	10	1	T4SS_MOBQ	none	0	0		Proteobacteria	Citrobacter
NZ_AP022389_4578929..4663426	NA	84498	88	0	NA	none	0	0		Proteobacteria	Citrobacter
NZ_AP022399_4482835..4487026	NA	4192	3	1	T4SS_MOBP1	none	0	0		Proteobacteria	Citrobacter
NZ_AP022409_4103245..4146251	NA	43007	50	1	T4SS_MOBH,profile_MOBT	MPF_F	1	0		Proteobacteria	Escherichia
NZ_AP022412_1788365..1819450	IME	31086	32	1	T4SS_MOBQ	none	0	0		Proteobacteria	Klebsiella
NZ_AP022419_1868443..1912737	ICE	44295	43	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Kluyvera
NZ_AP022419_3224473..3291222	IME	66750	87	1	T4SS_MOBQ	none	0	1		Proteobacteria	Kluyvera
NZ_AP022452_3111697..3126040	IME	14344	9	1	T4SS_MOBQ	none	0	0		Proteobacteria	Enterobacter
NZ_AP022452_3841324..3882519	IME	41196	42	1	T4SS_MOBC,T4SS_MOBP1	none	0	1		Proteobacteria	Enterobacter
NZ_AP022465_4073577..4170509	ICE	96933	105	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Enterobacter
NZ_AP022473_4479101..4664712	ICE	185612	178	1	T4SS_MOBP1,profile_MOBT	MPF_T	1	1	Eex_IncN	Proteobacteria	Pseudomonas_E
NZ_AP022494_4478926..4482048	NA	3123	3	1	T4SS_MOBP1	none	0	0		Proteobacteria	Citrobacter
NZ_AP022498_547858..594356	IME	46499	51	1	T4SS_MOBP1	none	0	0		Proteobacteria	Enterobacter
NZ_AP022508_2951275..2976494	IME	25220	25	1	T4SS_MOBQ,profile_MOBT	none	0	0		Proteobacteria	Enterobacter
NZ_AP022510_412918..506905	NA	93988	99	1	T4SS_MOBH	MPF_F	1	1		Proteobacteria	Enterobacter
NZ_AP022513_2062740..2091155	IME	28416	30	1	T4SS_MOBQ	none	0	0		Proteobacteria	Citrobacter
NZ_AP022519_3091494..3134590	ICE	43097	41	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Enterobacter
NZ_AP022547_2027456..2098507	ICE	71052	68	1	T4SS_MOBC	MPF_T	1	0	Eex_IncN	Proteobacteria	Klebsiella
NZ_AP022557_2058511..2135019	NA	76509	107	1	T4SS_MOBC,T4SS_MOBH	none	0	0		Firmicutes	Geobacillus
NZ_AP022563_1499497..1535180	NA	35684	40	1	profile_MOBF	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022573_4715461..4720118	NA	4658	4	0	NA	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022576_2583886..2623458	NA	39573	39	0	NA	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022584_1883196..1891741	NA	8546	8	0	NA	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022586_2851573..2863657	IME	12085	11	1	profile_MOBF	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022588_2908922..2960661	IME	51740	37	1	profile_MOBF	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022590_1793110..1823617	NA	30508	43	0	NA	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022591_361675..395927	NA	34253	27	1	profile_MOBF	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022593_5941538..5953665	NA	12128	5	1	profile_MOBF	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022596_3965823..4024926	NA	59104	51	1	profile_MOBF,profile_MOBT	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022603_816381..821302	NA	4922	6	1	T4SS_MOBC	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022604_3818142..3826525	NA	8384	3	1	profile_MOBF	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022608_309084..388986	IME	79903	82	1	profile_MOBF	none	0	1		Actinobacteriota	Mycobacterium
NZ_AP022613_3961262..3985493	IME	24232	20	1	profile_MOBF	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022614_4985199..5099353	ICE	114155	111	1	profile_MOBF	none	0	1		Actinobacteriota	Mycobacterium
NZ_AP022620_5624965..5644890	NA	19926	20	1	profile_MOBF	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022621_3161000..3181267	NA	20268	22	0	NA	none	0	0		Actinobacteriota	Mycobacterium
NZ_AP022624_3006752..3040172	NA	33421	31	0	NA	none	0	0		Proteobacteria	Pseudoalteromonas
NZ_AP022624_3403507..3465900	NA	62394	54	0	NA	none	0	0		Proteobacteria	Pseudoalteromonas
NZ_AP022624_999738..1043386	IME	43649	35	1	T4SS_MOBV	none	0	0		Proteobacteria	Pseudoalteromonas
NZ_AP022642_4792240..4806702	NA	14463	19	0	NA	none	0	0		Proteobacteria	Pseudomonas_F
NZ_AP022672_147734..356807	ICE	209074	213	1	T4SS_MOBP1,profile_MOBT	MPF_T	1	0		Proteobacteria	Sphingomonas
NZ_AP022672_2313333..2325316	NA	11984	10	1	T4SS_MOBQ	none	0	0		Proteobacteria	Sphingomonas
NZ_AP022815_4960398..5041685	ICE	81288	97	1	T4SS_MOBH	MPF_F	1	0		Proteobacteria	Escherichia
NZ_AP022821_2985052..2996382	NA	11331	14	0	NA	none	0	0		Proteobacteria	Halomonas
NZ_AP022822_1219672..1228350	NA	8679	13	1	profile_MOBT	none	0	0		Firmicutes	Enterococcus_C
NZ_AP022822_2442162..2521982	ICE	79821	75	1	profile_MOBT	MPF_FA	1	8		Firmicutes	Enterococcus_C
NZ_AP022822_2591586..2616152	NA	24567	21	1	profile_MOBT	none	0	0		Firmicutes	Enterococcus_C
NZ_AP022822_347563..357355	NA	9793	7	1	T4SS_MOBH	none	0	0		Firmicutes	Enterococcus_C
NZ_AP022834_2735139..2800514	IME	65376	54	0	NA	none	0	0		Actinobacteriota	Rothia
NZ_AP022842_1673080..1730647	NA	57568	64	1	T4SS_MOBC,profile_MOBT	none	0	0		Firmicutes	Rossellomorea
NZ_AP022847_249585..255394	NA	5810	5	0	NA	none	0	0		Campylobacterota	Nitrosophilus
NZ_AP022869_3046901..3136200	IME	89300	75	1	T4SS_MOBH	none	0	0		Proteobacteria	Halomonas
NZ_AP022870_8240536..8257694	NA	17159	22	0	NA	none	0	0		Actinobacteriota	Phytohabitans
NZ_AP022871_2025138..2039628	NA	14491	18	0	NA	none	0	0		Actinobacteriota	Phytohabitans
NZ_AP022871_4219256..4302355	IME	83100	66	0	NA	none	0	0		Actinobacteriota	Phytohabitans
NZ_AP022871_6597073..6648110	NA	51038	50	0	NA	none	0	0		Actinobacteriota	Phytohabitans
NZ_AP023027_267480..333327	ICE	65848	67	1	T4SS_MOBP1,T4SS_MOBV,profile_MOBT	MPF_FA	1	8		Firmicutes_A	Anaerostipes
NZ_AP023028_35291..38839	NA	3549	5	1	profile_MOBT	none	0	0		Firmicutes	Lactobacillus
NZ_AP023028_843799..891457	NA	47659	42	0	NA	none	0	0		Firmicutes	Lactobacillus
NZ_AP023034_2276730..2358574	ICE	81845	96	1	profile_MOBT	MPF_FA	1	7	DUF4467	Firmicutes	Staphylococcus
NZ_AP023049_1304960..1314205	NA	9246	9	1	T4SS_MOBP1,T4SS_MOBP2	none	0	0		Bacteroidota	Alistipes_A
NZ_AP023049_2796508..2822794	IME	26287	19	1	T4SS_MOBP1	none	0	0		Bacteroidota	Alistipes_A
NZ_AP023049_2869596..2875575	NA	5980	6	1	T4SS_MOBV	none	0	0		Bacteroidota	Alistipes_A
NZ_AP023049_556961..571307	NA	14347	13	1	T4SS_MOBV	none	0	0		Bacteroidota	Alistipes_A
NZ_AP023069_1524488..1555958	NA	31471	49	0	NA	none	0	0		Proteobacteria	Neisseria
NZ_AP023073_1612319..1647254	NA	34936	54	0	NA	none	0	0		Proteobacteria	Neisseria
NZ_AP023075_1523890..1555516	NA	31627	49	0	NA	none	0	0		Proteobacteria	Neisseria
NZ_AP023179_289730..295968	NA	6239	6	1	T4SS_MOBC	none	0	0		Proteobacteria	Paraburkholderia
NZ_AP023179_591872..621410	IME	29539	34	0	NA	none	0	0		Proteobacteria	Paraburkholderia
NZ_AP023184_3878218..3899027	IME	20810	18	1	T4SS_MOBQ	none	0	0		Proteobacteria	Buttiauxella
NZ_AP023205_2403436..2428807	NA	25372	26	1	T4SS_MOBQ	none	0	0		Proteobacteria	Escherichia
NZ_AP023213_1133239..1144787	NA	11549	12	1	profile_MOBF	none	0	0		Desulfobacterota	Geomonas
NZ_AP023237_1896101..1925570	IME	29470	30	1	T4SS_MOBQ	none	0	0		Proteobacteria	Escherichia
NZ_AP023242_4735317..4770677	NA	35361	44	1	T4SS_MOBQ	none	0	0		Proteobacteria	Mesorhizobium
NZ_AP023242_7373893..7568770	NA	194878	196	1	T4SS_MOBP1,profile_MOBT	none	0	0		Proteobacteria	Mesorhizobium
NZ_AP023246_4170016..4196441	NA	26426	35	1	T4SS_MOBQ	none	0	0		Proteobacteria	Mesorhizobium
NZ_AP023246_4529092..4539998	NA	10907	14	1	T4SS_MOBQ,profile_MOBM	none	0	0		Proteobacteria	Mesorhizobium
NZ_AP023246_620290..639233	IME	18944	15	1	T4SS_MOBQ	none	0	0		Proteobacteria	Mesorhizobium
NZ_AP023247_5791300..5980243	NA	188944	214	1	T4SS_MOBP1,profile_MOBT	MPF_T	1	0		Proteobacteria	Mesorhizobium
NZ_AP023249_2417027..2423420	NA	6394	6	1	T4SS_MOBQ	none	0	0		Proteobacteria	Mesorhizobium
NZ_AP023249_6882883..6953235	NA	70353	82	1	T4SS_MOBQ,profile_MOBT	none	0	0		Proteobacteria	Mesorhizobium
NZ_AP023254_3975961..3995855	NA	19895	19	1	T4SS_MOBQ	none	0	0		Proteobacteria	Mesorhizobium
NZ_AP023254_4363610..4395991	NA	32382	35	1	T4SS_MOBQ	none	0	0		Proteobacteria	Mesorhizobium
NZ_AP023257_1773881..1908839	ICE	134959	113	1	T4SS_MOBP1	none	0	0		Proteobacteria	Mesorhizobium
NZ_AP023263_8274348..8304109	NA	29762	32	1	T4SS_MOBP1,profile_MOBT	none	0	0		Proteobacteria	DUSC01
NZ_AP023321_1145078..1217065	ICE	71988	73	1	T4SS_MOBP1	MPF_FA	1	10		Firmicutes_A	Solibaculum
NZ_AP023321_119608..163020	NA	43413	39	1	T4SS_MOBQ	none	0	0		Firmicutes_A	Solibaculum
NZ_AP023321_1316887..1400431	NA	83545	102	1	T4SS_MOBP1,profile_MOBT	none	0	0		Firmicutes_A	Solibaculum
NZ_AP023321_1555511..1580988	NA	25478	31	1	T4SS_MOBV	none	0	0		Firmicutes_A	Solibaculum
NZ_AP023321_2061699..2066322	NA	4624	4	1	T4SS_MOBV	none	0	0		Firmicutes_A	Solibaculum
NZ_AP023321_2294081..2318789	NA	24709	19	1	T4SS_MOBV	none	0	0		Firmicutes_A	Solibaculum
NZ_AP023321_311282..380323	NA	69042	62	1	profile_MOBT	none	0	0		Firmicutes_A	Solibaculum
NZ_AP023322_1377196..1493968	ICE	116773	124	1	T4SS_MOBV	none	0	1		Bacteroidota	Coprobacter
NZ_AP023322_176765..476326	ICE	299562	219	1	T4SS_MOBP1	none	0	0		Bacteroidota	Coprobacter
NZ_AP023322_1880370..1930396	NA	50027	39	1	T4SS_MOBP1	none	0	0		Bacteroidota	Coprobacter
