seq_idx	aa_len	n_records	pfam_domains
1303	315	1	T2SSE(134.6);UCP018868(31.2)
1304	315	5	T2SSE(133.0);UCP018868(31.4)
1305	315	4	T2SSE(135.0);UCP018868(31.3)
1306	188	2	
1307	188	1	
1308	224	1	T2SSE(73.3);UCP018868(31.8)
1309	315	10	T2SSE(135.8);UCP018868(32.8)
1310	315	1	T2SSE(135.5);UCP018868(32.9)
1311	315	1	T2SSE(135.8);UCP018868(32.8)
1312	315	1	T2SSE(135.9);UCP018868(33.0)
1313	315	3	T2SSE(137.4);UCP018868(33.0)
1314	315	1	T2SSE(135.4);UCP018868(34.9)
1315	315	3	T2SSE(130.7);UCP018868(33.4)
1316	123	1	
1317	106	1	
1318	315	4	T2SSE(136.6);UCP018868(33.2)
1319	188	4	
1320	189	1	
1321	315	29	T2SSE(138.0);UCP018868(33.0)
1322	315	1	T2SSE(136.8);UCP018868(33.5);FtsK_SpoIIIE(24.5)
1323	315	1	T2SSE(136.9);UCP018868(32.8)
1324	198	1	SNase(21.1)
1325	579	1	TrbL(109.4)
1326	117	1	MerR(52.0);MerR_1(41.2);HTH_17(31.6)
1327	332	5	TrbL(117.1)
1328	332	2	TrbL(120.0)
1329	332	1	TrbL(120.0)
1330	336	1	TrbL(108.6)
1331	260	1	
1332	263	1	
1333	107	1	
1334	189	1	
1335	293	1	
1336	202	1	
1337	290	1	TraG_N(51.4)
1338	691	1	TrwB_AAD_bind(375.6);TraG-D_C(64.4);T4SS-DNA_transf(53.6);TraD_N(33.5)
1339	339	1	TrbL(137.2)
1340	181	1	
1341	492	1	
1342	445	2	DUF772(71.5);DDE_Tnp_1(45.5);DDE_Tnp_1_6(27.3)
1343	86	1	DUF2749(72.9)
1344	289	1	
1345	581	1	TrbL(132.1)
1346	93	1	
1347	91	1	
1348	326	1	TrbL(92.6)
1349	297	1	
1350	215	2	
1351	216	2	
1352	216	1	
1353	216	2	
1354	216	6	
1355	133	1	
1356	145	1	
1357	343	1	DDE_3(80.2);HTH_32(40.0);HTH_23(36.5);HTH_29(29.9);HTH_33(28.8)
1358	519	9	TrbL(103.8)
1359	343	1	DDE_3(86.6);HTH_23(40.4);HTH_32(39.4);HTH_29(35.9);HTH_28(29.5)
1360	139	1	
1361	57	1	
1362	57	1	
1363	83	1	
1364	83	1	
1365	72	17	
1366	83	1	
1367	83	2	
1368	83	1	
1369	83	2	PhdYeFM_antitox(31.1)
1370	83	2	
1371	83	1	
1372	249	1	DUF4096(76.9);DDE_Tnp_1(71.8);DDE_Tnp_1_2(39.4);DDE_Tnp_1_3(37.8);DDE_Tnp_4(35.5)
1373	132	1	
1374	274	2	
1375	274	1	
1376	334	1	TrbL(55.1)
1377	513	1	Mu-transpos_C_2(59.4);rve(40.1)
1378	55	2	
1379	276	1	
1380	278	1	DDE_Tnp_1(123.5);DUF4096(95.7);DDE_Tnp_1_2(34.1)
1381	88	1	
1382	427	1	
1383	242	1	
1384	757	1	
1385	295	2	
1386	65	1	
1387	171	1	
1388	112	1	
1389	177	1	
1390	202	1	
1391	493	1	
1392	184	4	
1393	184	2	
1394	263	1	
1395	168	1	MobI(79.8)
1396	289	1	
1397	96	1	
1398	70	1	
1399	70	8	
1400	70	13	
1401	70	32	
1402	70	1	
1403	65	1	
1404	70	1	
1405	71	1	
1406	70	2	
1407	71	2	
1408	186	1	TraG_N(86.5)
1409	172	1	
1410	172	1	
1411	331	1	TrbL(122.8)
1412	331	2	TrbL(122.8)
1413	475	1	
1414	342	1	
1415	474	1	
1416	114	1	
1417	476	1	
1418	642	1	TrwB_AAD_bind(430.1);TraG-D_C(82.4);T4SS-DNA_transf(61.0)
1419	70	1	
1420	94	1	
1421	94	1	
1422	70	2	
1423	38	1	
1424	542	2	TrbL(103.7)
1425	541	1	TrbL(103.7)
1426	542	17	TrbL(103.1)
1427	542	1	TrbL(103.1)
1428	541	1	TrbL(103.1)
1429	256	1	S1-P1_nuclease(155.1)
1430	66	1	
1431	82	1	
1432	62	1	
1433	106	5	
1434	84	1	
1435	66	1	
1436	210	1	
1437	72	1	
1438	183	2	
1439	183	1	
1440	111	1	
1441	124	6	TrbK(49.4)
1442	124	1	TrbK(49.2)
1443	402	1	DDE_Tnp_1(89.4)
1444	164	1	
1445	164	7	
1446	57	2	
1447	57	2	
1448	144	1	
1449	225	1	VirB8(132.8)
1450	95	1	
1451	74	1	
1452	163	1	
1453	65	1	
1454	65	1	
1455	66	3	
1456	163	1	
1457	54	1	
1458	560	1	TrbL(101.8)
1459	68	1	DUF2749(30.7)
1460	196	1	
1461	177	1	
1462	225	1	VirB8(138.7)
1463	218	1	VirB8(102.5)
1464	187	1	
1465	185	1	
1466	176	1	
1467	361	1	TraG_N(138.5)
1468	130	1	TraG_N(103.0)
1469	59	2	
1470	284	1	
1471	185	2	
1472	185	3	
1473	185	4	
1474	185	2	
1475	185	8	
1476	155	1	
1477	185	2	
1478	452	2	TrbL(90.7)
1479	57	2	
1480	443	1	TrbL(91.1)
1481	146	1	
1482	89	1	
1483	82	1	
1484	57	1	
1485	57	4	
1486	57	1	
1487	57	2	
1488	57	1	
1489	57	1	
1490	234	1	OmpA(59.6)
1491	641	1	TraG_N(82.4)
1492	191	1	
1493	141	3	
1494	480	1	TrbL(84.5)
1495	550	1	TrbL(87.6)
1496	550	1	TrbL(87.6)
1497	544	1	TrbL(90.2)
1498	224	1	VirB8(157.6)
1499	61	1	
1500	128	1	
1501	157	1	
1502	607	1	TrwB_AAD_bind(363.5);TraG-D_C(77.2);T4SS-DNA_transf(50.9)
1503	66	1	
1504	57	1	
1505	80	1	TraG_N(38.5)
1506	104	1	TrbK(35.0)
1507	120	1	
1508	57	1	
1509	103	1	
1510	144	1	
1511	66	1	VapB_antitoxin(25.6)
1512	83	1	PhdYeFM_antitox(82.0)
1513	83	2	PhdYeFM_antitox(81.7)
1514	83	1	PhdYeFM_antitox(82.7)
1515	192	1	
1516	192	1	
1517	191	5	
1518	191	8	
1519	170	1	
1520	90	1	
1521	165	1	
1522	553	1	
1523	467	1	HTH_28(37.3);HTH_23(29.6)
1524	65	3	
1525	54	1	
1526	65	1	
1527	415	1	
1528	416	1	
1529	322	1	
1530	124	1	TrbK(55.2)
1531	187	3	
1532	188	1	
1533	123	1	
1534	216	2	
1535	135	1	
1536	190	1	
1537	131	2	
1538	137	1	
1539	128	1	
1540	359	1	TrbL(154.6)
1541	359	16	TrbL(157.5)
1542	281	1	TrbL(158.3)
1543	359	1	TrbL(157.4)
1544	190	1	TrbL(113.2)
1545	359	41	TrbL(157.5)
1546	359	1	TrbL(157.5)
1547	124	1	YbaB_DNA_bd(34.7)
1548	221	1	VirB8(137.2)
1549	221	1	VirB8(140.0)
1550	221	1	VirB8(139.3)
1551	221	1	VirB8(141.8)
1552	221	3	VirB8(141.2)
1553	149	1	
1554	357	1	TrbL(159.8)
1555	653	1	TrwB_AAD_bind(361.3);TraG-D_C(69.1);T4SS-DNA_transf(60.0)
1556	653	1	TrwB_AAD_bind(364.2);TraG-D_C(69.0);T4SS-DNA_transf(59.2)
1557	653	1	TrwB_AAD_bind(362.2);TraG-D_C(69.4);T4SS-DNA_transf(59.7)
1558	189	1	Whirly(23.7)
1559	92	2	HTH_Tnp_1(71.7);Terminase_5(25.7);HTH_23(24.7)
1560	111	1	
1561	111	1	
1562	111	12	
1563	216	3	
1564	216	2	
1565	491	1	
1566	81	1	
1567	81	1	
1568	81	2	
1569	81	1	
1570	221	1	VirB8(138.6)
1571	43	1	
1572	326	1	DDE_Tnp_1(121.7);DUF772(89.2)
1573	326	6	DDE_Tnp_1(121.7);DUF772(89.2)
1574	330	1	DDE_Tnp_1(123.1);DUF772(89.1)
1575	326	3	DDE_Tnp_1(123.1);DUF772(89.2)
1576	326	1	DDE_Tnp_1(125.0);DUF772(89.2)
1577	326	17	DDE_Tnp_1(123.1);DUF772(89.0)
1578	137	1	
1579	229	1	VirB8(135.7)
1580	237	2	VirB8(128.6)
1581	584	1	TraG_N(46.4)
1582	691	1	TrwB_AAD_bind(376.3);TraG-D_C(64.9);T4SS-DNA_transf(54.6);TraD_N(31.3)
1583	691	1	TrwB_AAD_bind(377.1);TraG-D_C(64.7);T4SS-DNA_transf(55.1);TraD_N(31.3)
1584	691	1	TrwB_AAD_bind(374.4);TraG-D_C(64.6);T4SS-DNA_transf(54.0);TraD_N(31.3)
1585	175	1	
1586	141	1	
1587	225	1	VirB8(140.4)
1588	74	1	
1589	226	1	VirB8(143.8)
1590	225	1	VirB8(137.6)
1591	86	1	
1592	86	4	
1593	219	1	
1594	178	1	
1595	178	1	
1596	142	1	
1597	74	2	
1598	311	1	
1599	379	1	TrbL(83.7)
1600	208	1	
1601	178	1	
1602	116	3	
1603	119	1	
1604	591	1	UvrD-helicase(130.9);UvrD_C(82.7);AAA_19(70.6);UvrD_C_2(32.5);AAA_30(27.6);Viral_helicase1(24.5);AAA(22.5)
1605	624	1	
1606	205	1	
1607	170	1	
1608	207	1	
1609	220	1	
1610	72	1	
1611	108	1	
1612	189	1	
1613	189	6	
1614	123	1	
1615	119	22	
1616	119	25	
1617	165	2	
1618	165	2	
1619	74	1	
1620	111	1	
1621	191	1	
1622	76	1	T4SS(28.3)
1623	623	1	TrwB_AAD_bind(443.9);TraG-D_C(67.4);T4SS-DNA_transf(49.0)
1624	319	1	T2SSE(116.1);UCP018868(29.4)
1625	319	1	T2SSE(116.5);UCP018868(28.9)
1626	297	1	
1627	297	1	
1628	965	1	DDE_Tnp_Tn3(435.3);DUF4158(163.2)
1629	60	2	
1630	340	1	TrbL(99.3)
1631	402	2	T5orf172(28.4)
1632	126	1	
1633	183	1	Bro-N(75.1)
1634	184	1	Bro-N(81.1)
1635	194	1	Phage_pRha(104.1)
1636	194	2	Phage_pRha(100.1)
1637	325	1	TrbL(125.8)
1638	61	1	
1639	162	1	RadC(145.2)
1640	63	1	
1641	691	1	TrwB_AAD_bind(377.1);TraG-D_C(65.7);T4SS-DNA_transf(55.0);TraD_N(33.4)
1642	338	1	HTH_38(63.4);rve(46.7);HTH_23(30.1)
1643	372	1	
1644	83	2	
1645	99	1	
1646	84	1	
1647	221	1	VirB8(127.6)
1648	221	1	VirB8(127.2)
1649	459	1	
1650	458	1	
1651	215	1	VirB8(143.3)
1652	77	1	
1653	77	1	
1654	331	2	TrbL(123.6)
1655	351	1	TrbL(124.6)
1656	137	1	
1657	344	2	Epimerase(87.8);3Beta_HSD(82.3);NAD_binding_10(48.0);NAD_binding_4(38.3);RmlD_sub_bind(38.0);NmrA(30.8);GDP_Man_Dehyd(29.0)
1658	80	6	DUF2749(48.9)
1659	80	1	DUF2749(47.2)
1660	34	1	
1661	640	1	
1662	560	1	
1663	558	1	
1664	558	1	
1665	177	1	
1666	178	2	
1667	192	1	
1668	204	1	
1669	141	3	
1670	141	3	
1671	141	1	
1672	141	2	
1673	141	1	
1674	141	1	
1675	141	1	
1676	125	1	
1677	424	1	DDE_Tnp_1(96.5)
1678	70	1	
1679	393	1	TrbL(112.1)
1680	177	1	
1681	177	1	
1682	177	1	
1683	175	1	
1684	621	1	
1685	575	1	
1686	225	1	VirB8(140.4)
1687	225	1	VirB8(136.8)
1688	156	1	
1689	229	1	
1690	229	1	
1691	229	20	
1692	229	3	
1693	229	1	
1694	229	1	
1695	229	7	
1696	229	1	
1697	229	1	
1698	108	1	HTH_Tnp_1(44.7)
1699	108	1	HTH_Tnp_1(45.4)
1700	108	2	HTH_Tnp_1(46.7)
1701	297	1	Abhydrolase_1(104.5);Abhydrolase_6(70.0);Hydrolase_4(57.4)
1702	63	1	
1703	99	2	HTH_Tnp_1(40.4)
1704	610	1	UvrD-helicase(136.7);UvrD_C(69.1);AAA_19(63.0);UvrD_C_2(38.1);ResIII(24.0);Viral_helicase1(22.1)
1705	137	2	
1706	418	1	TrbL(54.9)
1707	225	1	EAL(103.7)
1708	37	1	
1709	542	1	TrbL(52.5)
1710	104	1	
1711	105	1	
1712	141	1	
1713	198	1	
1714	107	1	TrbK(93.5)
1715	147	1	
1716	77	2	
1717	82	1	
1718	82	1	
1719	231	1	
1720	231	20	
1721	173	1	
1722	408	1	DDE_Tnp_ISL3(219.9);HTH_Tnp_ISL3(60.7)
1723	153	2	HTH_17(51.6)
1724	441	1	TrbL(172.6)
1725	286	1	
1726	81	1	
1727	89	1	
1728	317	1	TraG_N(98.1)
1729	615	1	TraG_N(96.3)
1730	615	1	TraG_N(96.3)
1731	60	1	
1732	604	3	TrwB_AAD_bind(365.9);TraG-D_C(76.0);T4SS-DNA_transf(57.5)
1733	604	1	TrwB_AAD_bind(363.3);TraG-D_C(76.1);T4SS-DNA_transf(57.3)
1734	604	1	TrwB_AAD_bind(362.5);TraG-D_C(76.0);T4SS-DNA_transf(57.5)
1735	604	1	TrwB_AAD_bind(365.0);TraG-D_C(75.7);T4SS-DNA_transf(57.4)
1736	188	1	
1737	388	1	TrbL(111.3)
1738	664	1	TcpQ(28.9)
1739	664	3	TcpQ(28.5)
1740	57	1	
1741	123	1	
1742	141	3	
1743	392	1	TrbL(110.9)
1744	225	3	
1745	414	1	TrbL(78.3)
1746	66	1	
1747	64	1	
1748	392	1	TrbL(107.0)
1749	392	1	TrbL(107.4)
1750	392	3	TrbL(111.9)
1751	392	1	TrbL(112.5)
1752	392	1	TrbL(112.5)
1753	392	1	TrbL(110.8)
1754	385	1	TrbL(108.7)
1755	46	1	
1756	395	1	TrbL(110.8)
1757	77	1	
1758	77	1	
1759	517	1	
1760	375	1	TrbL(113.7)
1761	609	1	TraG_N(99.1)
1762	303	1	
1763	283	2	
1764	231	4	
1765	231	2	
1766	141	1	
1767	121	1	
1768	64	1	
1769	941	1	TraG_N(38.0)
1770	76	1	
1771	218	5	VirB8(171.4)
1772	218	2	VirB8(168.4)
1773	218	3	VirB8(172.9)
1774	218	5	VirB8(168.5)
1775	218	1	VirB8(167.6)
1776	218	1	VirB8(170.3)
1777	218	1	VirB8(166.6)
1778	218	1	VirB8(170.7)
1779	166	1	VirB8(109.8)
1780	218	1	VirB8(170.8)
1781	218	1	VirB8(168.8)
1782	218	2	VirB8(170.9)
1783	218	1	VirB8(167.3)
1784	218	1	VirB8(169.3)
1785	218	2	VirB8(171.5)
1786	218	1	VirB8(171.4)
1787	218	2	VirB8(170.7)
1788	218	1	VirB8(168.5)
1789	228	1	DDE_Tnp_IS240(130.4)
1790	131	1	
1791	119	1	
1792	64	1	
1793	64	3	
1794	64	2	
1795	170	1	
1796	125	1	
1797	127	1	
1798	127	2	
1799	127	2	
1800	126	2	
1801	125	1	
1802	216	1	
1803	69	2	
1804	190	1	
1805	190	1	
1806	192	1	
1807	396	1	TrbL(105.3)
1808	396	1	TrbL(111.1)
1809	112	1	
1810	123	1	
1811	70	1	DUF2749(67.7)
1812	165	15	
1813	70	5	DUF2749(62.8)
1814	391	1	TrbL(114.6)
1815	181	1	
1816	598	1	TraG_N(63.6)
1817	606	1	TraG_N(63.6)
1818	599	1	TraG_N(63.4)
1819	197	2	
1820	203	10	SLT(40.5)
1821	203	1	SLT(41.4)
1822	207	1	SLT(38.2)
1823	60	1	
1824	902	1	
1825	81	1	
1826	81	1	
1827	81	1	
1828	884	1	TraG_N(140.2)
1829	71	1	
1830	126	2	
1831	83	1	DUF2749(64.6)
1832	344	1	TrbL(47.6)
1833	477	1	TrbL(48.0)
1834	333	4	TrbL(112.9)
1835	395	1	TrbL(102.1)
1836	243	2	
1837	243	1	
1838	58	1	DUF2749(34.6)
1839	58	1	DUF2749(38.2)
1840	58	1	DUF2749(33.7)
1841	58	1	DUF2749(36.4)
1842	58	1	DUF2749(33.7)
1843	58	1	DUF2749(37.1)
1844	58	1	DUF2749(39.1)
1845	58	1	DUF2749(43.2)
1846	63	1	DUF2749(38.3)
1847	58	1	DUF2749(33.2)
1848	58	3	DUF2749(35.9)
1849	56	1	
1850	58	1	DUF2749(40.9)
1851	58	1	DUF2749(41.6)
1852	60	1	
1853	57	4	DUF2749(43.1)
1854	256	1	
1855	256	1	
1856	59	1	
1857	982	1	AAA_13(126.1)
1858	67	1	DUF2749(49.8)
1859	67	1	DUF2749(49.8)
1860	67	2	DUF2749(54.2)
1861	67	1	DUF2749(50.4)
1862	67	2	DUF2749(46.1)
1863	67	8	DUF2749(53.5)
1864	67	3	DUF2749(54.9)
1865	278	1	rve_3(61.4);rve(57.1);HTH_21(38.5);Tnp_IS2_N(33.6)
1866	256	1	
1867	395	2	TrbL(105.4)
1868	395	1	TrbL(105.4)
1869	395	2	TrbL(105.4)
1870	392	1	TrbL(105.4)
1871	395	1	TrbL(104.1)
1872	395	2	TrbL(105.4)
1873	78	1	
1874	75	2	
1875	77	1	
1876	77	17	
1877	192	1	
1878	192	1	
1879	396	1	TrbL(109.3)
1880	531	1	TrbL(129.9)
1881	393	1	TrbL(109.1)
1882	396	1	TrbL(117.7)
1883	396	1	TrbL(113.6)
1884	396	1	TrbL(116.1)
1885	401	1	TrbL(105.2)
1886	32	1	
1887	76	1	DUF2749(79.6)
1888	335	1	
1889	294	2	
1890	146	3	
1891	447	2	
1892	169	1	
1893	574	1	TraG_N(56.4)
1894	894	3	
1895	310	1	TrbL(165.4)
1896	317	1	
1897	249	1	
1898	76	3	
1899	311	1	TrbL(162.7)
1900	311	1	TrbL(162.6)
1901	311	1	TrbL(163.4)
1902	311	1	TrbL(163.7)
1903	104	1	TrbL(28.7)
1904	185	1	
1905	185	1	
1906	185	1	
1907	350	1	TrbL(60.9)
1908	151	2	
1909	203	1	
1910	936	1	
1911	113	1	
1912	120	1	
1913	97	1	DDE_Tnp_IS1(178.7)
1914	217	2	VirB8(159.4)
1915	217	1	VirB8(158.5)
1916	217	6	VirB8(161.3)
1917	217	2	VirB8(159.7)
1918	307	1	DDE_Tnp_1_5(132.0);DDE_Tnp_1(114.1)
1919	307	1	DDE_Tnp_1_5(137.2);DDE_Tnp_1(114.8)
1920	307	2	DDE_Tnp_1_5(137.5);DDE_Tnp_1(114.1)
1921	307	1	DDE_Tnp_1_5(137.6);DDE_Tnp_1(114.8)
1922	307	4	DDE_Tnp_1_5(137.6);DDE_Tnp_1(114.8)
1923	120	1	
1924	325	2	TrbL(118.7)
1925	82	1	
1926	82	1	
1927	217	3	VirB8(171.9)
1928	217	1	VirB8(170.2)
1929	217	1	VirB8(167.9)
1930	217	1	VirB8(173.6)
1931	217	1	VirB8(172.6)
1932	217	2	VirB8(167.4)
1933	217	1	VirB8(172.5)
1934	217	2	VirB8(169.2)
1935	217	1	VirB8(170.4)
1936	217	1	VirB8(171.7)
1937	217	1	VirB8(171.9)
1938	217	1	VirB8(170.3)
1939	217	1	VirB8(170.9)
1940	217	1	VirB8(172.4)
1941	217	1	VirB8(172.1)
1942	217	1	VirB8(172.4)
1943	217	1	VirB8(171.4)
1944	217	1	VirB8(169.0)
1945	217	1	VirB8(163.3)
1946	217	1	VirB8(168.5)
1947	217	2	VirB8(166.7)
1948	217	1	VirB8(161.7)
1949	217	1	VirB8(172.4)
1950	172	1	
1951	91	1	HTH_Tnp_IS1(106.6);Zn_ribbon_InsA(70.8)
1952	91	3	HTH_Tnp_IS1(104.8);Zn_ribbon_InsA(71.3)
1953	91	2	HTH_Tnp_IS1(106.6);Zn_ribbon_InsA(72.4)
1954	91	1	HTH_Tnp_IS1(106.9);Zn_ribbon_InsA(71.3)
1955	217	1	VirB8(170.4)
1956	75	1	
1957	217	12	VirB8(168.1)
1958	217	1	VirB8(171.5)
1959	217	1	VirB8(170.8)
1960	217	1	VirB8(171.5)
1961	217	1	VirB8(170.3)
1962	217	1	VirB8(170.9)
1963	217	2	VirB8(173.0)
1964	217	1	VirB8(166.7)
1965	217	1	VirB8(167.2)
1966	217	1	VirB8(169.3)
1967	217	1	VirB8(172.0)
1968	217	2	VirB8(168.8)
1969	74	1	
1970	168	1	
1971	336	1	TrbL(140.6)
1972	351	1	TrbL(129.4)
1973	182	1	
1974	189	1	
1975	195	7	
1976	195	3	
1977	172	5	SLT(26.8)
1978	71	1	SLT(25.4)
1979	172	168	SLT(26.8)
1980	177	1	SLT(26.7)
1981	144	1	SLT(27.2)
1982	172	40	SLT(27.6)
1983	94	1	
1984	301	2	Tnp_IS2_N(71.8);rve_3(67.4);rve(64.1);HTH_21(43.2)
1985	157	1	
1986	144	1	
1987	71	1	
1988	73	1	VirB8(61.9)
1989	331	2	TrbL(113.9)
1990	331	2	TrbL(113.9)
1991	339	1	TrbL(108.7)
1992	138	1	
1993	528	1	
1994	158	1	
1995	307	1	TrbL(135.6)
1996	310	1	
1997	334	1	TrbL(95.9)
1998	142	1	
1999	71	1	
2000	174	2	SLT(28.0)
2001	386	1	TrbL(64.8)
2002	91	1	
2003	241	1	
2004	75	1	
2005	75	2	
2006	75	1	
2007	64	1	
2008	107	3	
2009	182	4	SLT(41.3)
2010	67	1	DUF2749(28.5)
2011	75	1	
2012	413	1	TrbL(109.4)
2013	177	1	
2014	189	4	
2015	189	1	
2016	71	1	
2017	101	1	
2018	213	1	
2019	255	1	TraF(113.6)
2020	64	2	
2021	117	1	
2022	117	1	
2023	117	2	
2024	117	1	
2025	117	10	
2026	112	1	
2027	112	2	
2028	112	7	
2029	112	1	
2030	59	1	DUF2749(31.0)
2031	261	1	adh_short(107.9);adh_short_C2(67.5);KR(37.0)
2032	61	1	DUF2749(71.5)
2033	189	22	SLT(25.7)
2034	72	1	CcdA(94.9)
2035	167	2	
2036	57	1	DUF2749(34.8)
2037	57	1	DUF2749(37.9)
2038	57	1	DUF2749(38.3)
2039	57	2	DUF2749(37.0)
2040	57	1	DUF2749(36.9)
2041	220	1	
2042	62	1	
2043	380	1	
2044	347	1	
2045	666	1	TraG_N(101.2)
2046	120	1	
2047	996	1	TraG_N(49.0)
2048	168	1	
2049	117	1	
2050	152	1	
2051	151	1	
2052	288	1	
2053	1113	1	AAA_11(63.2);AAA_12(35.1);Viral_helicase1(33.3);AAA_30(30.9);AAA_19(25.6)
2054	1113	1	AAA_11(66.3);AAA_12(35.5);Viral_helicase1(35.2);AAA_30(30.4);AAA_19(26.4)
2055	1113	1	AAA_11(64.2);AAA_12(35.0);Viral_helicase1(34.5);AAA_30(33.0);AAA_19(27.1)
2056	109	1	
2057	117	7	
2058	117	7	
2059	117	6	
2060	229	1	
2061	74	2	DUF2749(89.7)
2062	120	1	
2063	66	2	DUF2749(30.4)
2064	66	1	
2065	66	2	DUF2749(52.0)
2066	65	1	DUF2749(36.9)
2067	66	1	DUF2749(31.3)
2068	66	1	DUF2749(49.4)
2069	66	1	DUF2749(52.9)
2070	67	2	DUF2749(54.3)
2071	66	1	DUF2749(42.3)
2072	68	1	DUF2749(46.5)
2073	68	4	DUF2749(45.1)
2074	66	1	DUF2749(45.7)
2075	608	1	AAA_12(40.4);AAA_11(35.0);Viral_helicase1(22.5)
2076	510	1	Y2_Tnp(119.4);Zn_Tnp_IS91(66.3)
2077	515	1	
2078	50	1	
2079	325	1	DDE_Tnp_1(129.2);DUF772(79.4)
2080	705	1	TraG_N(160.5)
2081	705	1	TraG_N(160.5)
2082	75	2	
2083	75	1	
2084	61	1	DUF2749(54.3)
2085	61	1	DUF2749(58.9)
2086	61	1	DUF2749(60.9)
2087	386	1	TrbL(106.0)
2088	385	1	TrbL(106.9)
2089	420	1	TrbL(106.5)
2090	385	5	TrbL(105.4)
2091	260	26	TrbM(116.8)
2092	261	1	TrbM(117.1)
2093	260	1	TrbM(117.2)
2094	62	4	DUF2749(62.8)
2095	399	1	TrbL(105.0)
2096	60	4	DUF2749(63.0)
2097	61	1	DUF2749(60.3)
2098	61	2	DUF2749(62.4)
2099	61	1	DUF2749(38.0)
2100	69	1	DUF2749(38.8)
2101	377	1	TrbL(145.3)
2102	148	1	
2103	238	1	
2104	129	1	
2105	57	1	DUF2749(40.9)
2106	57	1	DUF2749(40.2)
2107	56	1	DUF2749(32.6)
2108	57	1	DUF2749(40.9)
2109	57	1	DUF2749(39.9)
2110	57	1	DUF2749(36.2)
2111	57	1	DUF2749(43.2)
2112	57	2	DUF2749(31.8)
2113	276	1	
2114	169	9	
2115	169	17	
2116	169	24	
2117	169	2	
2118	169	3	
2119	73	1	DUF2749(89.8)
2120	73	1	DUF2749(87.5)
2121	75	1	
2122	163	1	TraG_N(101.9)
2123	124	1	TraG_N(95.6)
2124	221	2	VirB8(139.0)
2125	221	1	VirB8(144.9)
2126	353	1	
2127	221	1	VirB8(138.3)
2128	63	1	
2129	63	1	
2130	63	2	
2131	61	1	
2132	455	1	RVT_1(120.7);GIIM(68.0)
2133	65	1	DUF2749(29.2)
2134	49	1	
2135	65	1	DUF2749(37.0)
2136	72	2	DUF2749(115.7)
2137	72	2	DUF2749(109.9)
2138	72	1	DUF2749(110.3)
2139	72	1	DUF2749(106.4)
2140	73	1	DUF2749(104.4)
2141	72	1	DUF2749(104.1)
2142	72	1	DUF2749(107.6)
2143	72	1	DUF2749(111.6)
2144	72	1	DUF2749(108.5)
2145	72	4	DUF2749(113.6)
2146	72	4	DUF2749(108.9)
2147	76	1	DUF2749(113.3)
2148	77	2	DUF2749(92.7)
2149	78	1	DUF2749(90.2)
2150	75	1	DUF2749(97.5)
2151	75	1	DUF2749(97.3)
2152	75	1	DUF2749(96.8)
2153	77	1	DUF2749(94.6)
2154	75	1	DUF2749(89.1)
2155	75	1	DUF2749(82.0)
2156	75	2	DUF2749(89.6)
2157	75	3	DUF2749(92.9)
2158	77	3	DUF2749(99.9)
2159	75	1	DUF2749(86.8)
2160	75	1	DUF2749(81.1)
2161	76	1	DUF2749(114.0)
2162	77	1	DUF2749(103.0)
2163	76	1	DUF2749(116.1)
2164	70	1	DUF2749(102.2)
2165	70	3	DUF2749(90.4)
2166	76	1	DUF2749(109.9)
2167	76	1	DUF2749(114.6)
2168	75	1	DUF2749(100.9)
2169	75	1	DUF2749(85.1)
2170	75	1	DUF2749(97.3)
2171	75	1	DUF2749(97.6)
2172	75	1	DUF2749(95.6)
2173	75	3	DUF2749(93.8)
2174	75	1	DUF2749(99.8)
2175	75	1	DUF2749(94.0)
2176	75	1	DUF2749(98.2)
2177	75	1	DUF2749(95.7)
2178	75	1	DUF2749(89.7)
2179	75	1	DUF2749(97.0)
2180	75	2	DUF2749(99.3)
2181	75	1	DUF2749(102.5)
2182	77	1	DUF2749(95.3)
2183	76	1	DUF2749(109.8)
2184	71	1	DUF2749(81.6)
2185	75	1	DUF2749(94.9)
2186	73	1	DUF2749(78.8)
2187	75	1	DUF2749(92.5)
2188	67	1	DUF2749(49.5)
2189	65	2	DUF2749(42.1)
2190	72	1	DUF2749(85.7)
2191	65	1	DUF2749(42.7)
2192	65	4	DUF2749(39.9)
2193	66	1	DUF2749(50.5)
2194	66	1	DUF2749(41.7)
2195	64	3	DUF2749(35.1)
2196	66	1	DUF2749(45.4)
2197	60	1	DUF2749(28.3)
2198	66	1	DUF2749(52.6)
2199	66	1	DUF2749(49.9)
2200	69	1	DUF2749(73.8)
2201	60	1	DUF2749(59.1)
2202	69	1	
2203	69	1	DUF2749(83.3)
2204	66	1	DUF2749(88.2)
2205	66	1	DUF2749(50.1)
2206	66	1	DUF2749(49.6)
2207	66	1	DUF2749(50.6)
2208	66	1	DUF2749(50.8)
2209	66	1	DUF2749(41.1)
2210	67	1	DUF2749(54.3)
2211	67	1	DUF2749(47.3)
2212	67	1	DUF2749(56.3)
2213	67	1	DUF2749(49.8)
2214	66	1	DUF2749(46.4)
2215	66	1	DUF2749(87.8)
2216	66	1	DUF2749(85.9)
2217	69	1	DUF2749(84.4)
2218	62	1	
2219	67	5	DUF2749(51.8)
2220	72	1	DUF2749(89.0)
2221	65	3	DUF2749(45.5)
2222	66	1	DUF2749(54.6)
2223	66	1	DUF2749(52.3)
2224	65	1	
2225	69	1	DUF2749(88.6)
