set	id	aa	lipobox	tm_count	anchor_mode	passes
1_RANDOM	1_RANDOM|485	50	0	0	none	0
1_RANDOM	1_RANDOM|486	159	0	0	none	0
1_RANDOM	1_RANDOM|487	234	0	0	none	0
1_RANDOM	1_RANDOM|488	239	0	0	none	0
1_RANDOM	1_RANDOM|489	103	0	0	none	0
1_RANDOM	1_RANDOM|490	177	0	0	none	0
1_RANDOM	1_RANDOM|491	210	0	0	none	0
1_RANDOM	1_RANDOM|492	216	0	1	single_pass	1
1_RANDOM	1_RANDOM|493	80	0	0	none	0
1_RANDOM	1_RANDOM|494	82	0	0	none	0
1_RANDOM	1_RANDOM|495	115	0	0	none	0
1_RANDOM	1_RANDOM|496	128	0	1	single_pass	1
1_RANDOM	1_RANDOM|497	116	0	0	none	0
1_RANDOM	1_RANDOM|498	144	0	0	none	0
1_RANDOM	1_RANDOM|499	122	0	2	multi_pass	1
1_RANDOM	1_RANDOM|500	72	0	0	none	0
1_RANDOM	1_RANDOM|501	182	0	0	none	0
1_RANDOM	1_RANDOM|502	115	0	0	none	0
1_RANDOM	1_RANDOM|503	151	0	0	none	0
1_RANDOM	1_RANDOM|504	71	0	0	none	0
1_RANDOM	1_RANDOM|505	122	0	2	multi_pass	1
1_RANDOM	1_RANDOM|506	78	0	2	multi_pass	1
1_RANDOM	1_RANDOM|507	187	0	0	none	0
1_RANDOM	1_RANDOM|508	181	0	0	none	0
1_RANDOM	1_RANDOM|509	170	0	0	none	0
1_RANDOM	1_RANDOM|510	122	0	2	multi_pass	1
1_RANDOM	1_RANDOM|511	97	0	0	none	0
1_RANDOM	1_RANDOM|512	79	0	0	none	0
1_RANDOM	1_RANDOM|513	225	0	0	none	0
1_RANDOM	1_RANDOM|514	58	0	0	none	0
1_RANDOM	1_RANDOM|515	188	0	1	single_pass	1
1_RANDOM	1_RANDOM|516	160	0	0	none	0
1_RANDOM	1_RANDOM|517	211	0	0	none	0
1_RANDOM	1_RANDOM|518	94	0	2	multi_pass	1
1_RANDOM	1_RANDOM|519	65	0	2	multi_pass	1
1_RANDOM	1_RANDOM|520	80	0	0	none	0
1_RANDOM	1_RANDOM|521	227	0	0	none	0
1_RANDOM	1_RANDOM|522	117	0	0	none	0
1_RANDOM	1_RANDOM|523	194	0	0	none	0
1_RANDOM	1_RANDOM|524	143	0	0	none	0
1_RANDOM	1_RANDOM|525	181	0	0	none	0
1_RANDOM	1_RANDOM|526	175	0	0	none	0
1_RANDOM	1_RANDOM|527	234	0	0	none	0
1_RANDOM	1_RANDOM|528	165	0	3	multi_pass	1
1_RANDOM	1_RANDOM|529	213	0	0	none	0
1_RANDOM	1_RANDOM|530	120	0	0	none	0
1_RANDOM	1_RANDOM|531	122	0	0	none	0
1_RANDOM	1_RANDOM|532	64	0	0	none	0
1_RANDOM	1_RANDOM|533	44	0	0	none	0
1_RANDOM	1_RANDOM|534	92	0	0	none	0
1_RANDOM	1_RANDOM|535	78	0	0	none	0
1_RANDOM	1_RANDOM|536	134	0	0	none	0
1_RANDOM	1_RANDOM|537	242	0	0	none	0
1_RANDOM	1_RANDOM|538	242	0	0	none	0
1_RANDOM	1_RANDOM|539	105	0	0	none	0
1_RANDOM	1_RANDOM|540	116	0	0	none	0
1_RANDOM	1_RANDOM|541	134	0	2	multi_pass	1
1_RANDOM	1_RANDOM|542	113	0	0	none	0
1_RANDOM	1_RANDOM|543	68	0	2	multi_pass	1
1_RANDOM	1_RANDOM|544	64	0	0	none	0
1_RANDOM	1_RANDOM|545	144	0	0	none	0
1_RANDOM	1_RANDOM|546	96	0	0	none	0
1_RANDOM	1_RANDOM|547	186	0	0	none	0
1_RANDOM	1_RANDOM|548	101	0	2	multi_pass	1
1_RANDOM	1_RANDOM|549	96	0	0	none	0
1_RANDOM	1_RANDOM|550	55	0	1	single_pass	1
1_RANDOM	1_RANDOM|551	230	0	1	single_pass	1
1_RANDOM	1_RANDOM|552	71	0	0	none	0
1_RANDOM	1_RANDOM|553	143	0	0	none	0
1_RANDOM	1_RANDOM|554	248	0	9	multi_pass	1
1_RANDOM	1_RANDOM|555	144	0	0	none	0
1_RANDOM	1_RANDOM|556	128	0	1	single_pass	1
1_RANDOM	1_RANDOM|557	220	0	0	none	0
1_RANDOM	1_RANDOM|558	234	0	0	none	0
1_RANDOM	1_RANDOM|559	171	0	0	none	0
1_RANDOM	1_RANDOM|560	98	0	0	none	0
1_RANDOM	1_RANDOM|561	203	0	0	none	0
1_RANDOM	1_RANDOM|562	71	0	2	multi_pass	1
1_RANDOM	1_RANDOM|563	128	0	4	multi_pass	1
1_RANDOM	1_RANDOM|564	68	0	0	none	0
1_RANDOM	1_RANDOM|565	149	0	0	none	0
1_RANDOM	1_RANDOM|566	188	0	0	none	0
1_RANDOM	1_RANDOM|567	210	0	5	multi_pass	1
1_RANDOM	1_RANDOM|568	152	1	0	lipid	1
1_RANDOM	1_RANDOM|569	78	0	2	multi_pass	1
1_RANDOM	1_RANDOM|570	222	0	0	none	0
1_RANDOM	1_RANDOM|571	154	0	0	none	0
1_RANDOM	1_RANDOM|572	145	0	0	none	0
1_RANDOM	1_RANDOM|573	223	0	0	none	0
1_RANDOM	1_RANDOM|574	33	0	1	single_pass	1
1_RANDOM	1_RANDOM|575	117	0	0	none	0
1_RANDOM	1_RANDOM|576	182	0	0	none	0
1_RANDOM	1_RANDOM|577	46	0	0	none	0
1_RANDOM	1_RANDOM|578	72	0	0	none	0
1_RANDOM	1_RANDOM|579	72	0	0	none	0
1_RANDOM	1_RANDOM|580	170	0	0	none	0
1_RANDOM	1_RANDOM|581	130	0	0	none	0
1_RANDOM	1_RANDOM|582	203	0	1	single_pass	1
1_RANDOM	1_RANDOM|583	59	0	0	none	0
1_RANDOM	1_RANDOM|584	106	0	0	none	0
1_RANDOM	1_RANDOM|585	97	0	0	none	0
1_RANDOM	1_RANDOM|586	79	0	0	none	0
1_RANDOM	1_RANDOM|587	187	0	0	none	0
1_RANDOM	1_RANDOM|588	55	0	0	none	0
1_RANDOM	1_RANDOM|589	134	0	0	none	0
1_RANDOM	1_RANDOM|590	246	0	0	none	0
1_RANDOM	1_RANDOM|591	106	1	0	lipid	1
1_RANDOM	1_RANDOM|592	196	0	0	none	0
1_RANDOM	1_RANDOM|593	122	0	2	multi_pass	1
1_RANDOM	1_RANDOM|594	227	0	0	none	0
1_RANDOM	1_RANDOM|595	88	0	0	none	0
1_RANDOM	1_RANDOM|596	144	0	0	none	0
1_RANDOM	1_RANDOM|597	192	0	4	multi_pass	1
1_RANDOM	1_RANDOM|598	72	0	1	single_pass	1
1_RANDOM	1_RANDOM|599	125	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|0	242	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|1	229	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|2	234	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|3	153	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|4	201	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|5	148	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|6	134	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|7	109	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|8	120	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|9	205	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|10	150	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|11	198	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|12	202	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|13	131	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|14	145	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|15	250	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|16	88	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|17	109	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|18	144	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|19	245	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|20	189	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|21	118	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|22	130	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|23	162	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|24	197	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|25	174	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|26	71	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|27	228	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|28	192	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|29	145	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|30	206	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|31	201	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|32	244	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|33	233	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|34	202	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|35	144	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|36	245	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|37	243	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|38	106	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|39	219	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|40	244	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|41	240	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|42	124	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|43	199	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|44	232	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|45	210	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|46	119	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|47	235	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|48	71	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|49	123	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|50	169	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|51	185	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|52	144	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|53	226	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|54	126	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|55	217	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|56	240	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|57	200	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|58	144	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|59	190	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|60	195	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|61	191	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|62	227	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|63	168	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|64	203	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|65	98	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|66	220	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|67	101	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|68	207	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|69	196	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|70	234	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|71	170	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|72	201	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|73	144	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|74	192	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|75	187	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|76	98	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|77	160	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|78	156	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|79	132	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|80	118	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|81	147	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|82	153	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|83	130	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|84	132	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|85	146	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|86	124	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|87	192	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|88	250	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|89	147	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|90	250	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|91	220	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|92	124	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|93	169	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|94	200	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|95	164	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|96	151	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|97	156	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|98	207	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|99	187	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|100	240	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|101	187	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|102	138	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|103	122	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|104	201	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|105	153	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|106	225	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|107	202	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|108	101	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|109	150	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|110	201	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|111	94	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|112	218	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|113	233	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|114	186	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|115	205	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|116	231	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|117	100	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|118	217	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|119	170	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|120	230	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|121	120	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|122	211	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|123	158	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|124	140	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|125	167	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|126	183	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|127	81	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|128	167	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|129	112	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|130	144	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|131	123	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|132	110	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|133	235	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|134	182	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|135	154	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|136	188	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|137	109	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|138	106	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|139	170	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|140	250	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|141	125	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|142	121	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|143	162	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|144	101	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|145	229	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|146	174	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|147	221	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|148	218	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|149	128	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|150	128	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|151	202	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|152	210	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|153	117	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|154	170	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|155	242	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|156	134	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|157	219	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|158	46	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|159	238	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|160	99	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|161	224	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|162	157	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|163	131	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|164	240	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|165	235	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|166	169	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|167	182	0	1	single_pass	1
2_CYTOPLASMIC	2_CYTOPLASMIC|168	198	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|169	134	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|170	85	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|171	245	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|172	174	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|173	221	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|174	154	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|175	196	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|176	152	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|177	201	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|178	207	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|179	202	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|180	234	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|181	196	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|182	158	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|183	131	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|184	133	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|185	180	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|186	162	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|187	217	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|188	104	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|189	130	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|190	241	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|191	206	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|192	166	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|193	162	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|194	116	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|195	136	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|196	240	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|197	185	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|198	221	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|199	219	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|200	240	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|201	184	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|202	211	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|203	221	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|204	144	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|205	124	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|206	178	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|207	219	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|208	245	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|209	204	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|210	189	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|211	197	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|212	100	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|213	144	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|214	130	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|215	157	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|216	202	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|217	125	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|218	151	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|219	124	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|220	250	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|221	187	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|222	180	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|223	202	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|224	241	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|225	133	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|226	202	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|227	187	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|228	176	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|229	218	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|230	186	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|231	230	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|232	202	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|233	204	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|234	186	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|235	198	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|236	200	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|237	180	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|238	103	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|239	126	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|240	245	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|241	202	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|242	154	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|243	213	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|244	228	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|245	241	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|246	89	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|247	148	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|248	162	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|249	131	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|250	237	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|251	144	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|252	247	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|253	150	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|254	164	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|255	189	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|256	97	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|257	198	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|258	247	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|259	233	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|260	250	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|261	168	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|262	209	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|263	202	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|264	66	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|265	109	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|266	151	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|267	117	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|268	221	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|269	183	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|270	236	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|271	153	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|272	201	0	0	none	0
2_CYTOPLASMIC	2_CYTOPLASMIC|273	131	0	0	none	0
3_MEMBRANE	3_MEMBRANE|0	166	0	3	multi_pass	1
3_MEMBRANE	3_MEMBRANE|1	166	0	2	multi_pass	1
3_MEMBRANE	3_MEMBRANE|2	226	0	4	multi_pass	1
3_MEMBRANE	3_MEMBRANE|3	184	0	2	multi_pass	1
3_MEMBRANE	3_MEMBRANE|4	233	0	4	multi_pass	1
3_MEMBRANE	3_MEMBRANE|5	176	0	3	multi_pass	1
