dataset	mpf_class	min_seq_id	rep	n_elem	prevalence_pct	aa	known	lipobox_strict	lipobox_relaxed	tm_count	anchor_mode	passes
ice	MPF_F	0.5	2434	7	2.94	228		0	0	0	none	0
ice	MPF_F	0.5	2435	7	2.94	98		0	0	1	single_pass	1
ice	MPF_F	0.5	2437	7	2.94	185		0	0	0	none	0
ice	MPF_F	0.5	10357	7	2.94	39		0	0	0	none	0
ice	MPF_F	0.5	374201	7	2.94	65		0	0	0	none	0
ice	MPF_F	0.5	213347	7	2.94	90		0	0	0	none	0
ice	MPF_F	0.5	36153	7	2.94	152		0	0	2	multi_pass	1
ice	MPF_F	0.5	42711	7	2.94	76		0	0	0	none	0
ice	MPF_F	0.5	47130	7	2.94	225		0	0	0	none	0
ice	MPF_F	0.5	47496	7	2.94	68		0	0	0	none	0
ice	MPF_F	0.5	59224	7	2.94	89		0	0	0	none	0
ice	MPF_F	0.5	12849	6	2.52	131		0	0	4	multi_pass	1
ice	MPF_F	0.5	20068	6	2.52	207		0	0	4	multi_pass	1
ice	MPF_F	0.5	7063	6	2.52	151		0	0	0	none	0
ice	MPF_F	0.5	10187	6	2.52	112		0	0	0	none	0
ice	MPF_F	0.5	20495	6	2.52	78		0	0	2	multi_pass	1
ice	MPF_F	0.5	20516	6	2.52	143		0	0	0	none	0
ice	MPF_F	0.5	20517	6	2.52	204		0	0	0	none	0
ice	MPF_F	0.5	20531	6	2.52	107		0	0	0	none	0
ice	MPF_F	0.5	20536	6	2.52	49		0	0	0	none	0
ice	MPF_F	0.5	303046	6	2.52	126		0	0	0	none	0
ice	MPF_F	0.5	304447	6	2.52	139		0	0	0	none	0
ice	MPF_F	0.5	304448	6	2.52	140		0	0	0	none	0
ice	MPF_F	0.5	49906	6	2.52	87		0	0	0	none	0
ice	MPF_F	0.5	50067	6	2.52	120		0	0	2	multi_pass	1
ice	MPF_F	0.5	80156	6	2.52	150		0	0	0	none	0
ice	MPF_F	0.5	311908	6	2.52	124		0	0	0	none	0
ice	MPF_F	0.5	118461	6	2.52	103		0	0	0	none	0
ice	MPF_F	0.5	241079	6	2.52	114		0	0	0	none	0
ice	MPF_F	0.5	271936	6	2.52	135		0	0	4	multi_pass	1
ice	MPF_F	0.5	58012	6	2.52	189		0	0	0	none	0
ice	MPF_F	0.5	77319	6	2.52	119		0	0	0	none	0
ice	MPF_F	0.5	374650	6	2.52	60		0	0	0	none	0
ice	MPF_F	0.5	240655	6	2.52	186		0	1	0	none	0
ice	MPF_F	0.5	281219	6	2.52	209		0	0	0	none	0
ice	MPF_F	0.5	373130	6	2.52	47		0	0	0	none	0
ice	MPF_F	0.5	103653	6	2.52	220		0	0	0	none	0
ice	MPF_F	0.5	103654	6	2.52	125		0	0	0	none	0
ice	MPF_F	0.5	103655	6	2.52	148		0	0	2	multi_pass	1
ice	MPF_F	0.5	103660	6	2.52	205		1	1	0	lipid	1
ice	MPF_F	0.5	103663	6	2.52	162		0	0	0	none	0
ice	MPF_F	0.5	103669	6	2.52	218		0	0	0	none	0
ice	MPF_F	0.5	103671	6	2.52	166		0	0	0	none	0
ice	MPF_F	0.5	103672	6	2.52	103		0	0	0	none	0
ice	MPF_F	0.5	140891	6	2.52	98		0	0	0	none	0
ice	MPF_F	0.5	146956	6	2.52	168		0	0	4	multi_pass	1
ice	MPF_F	0.5	147001	6	2.52	53		0	0	1	single_pass	1
ice	MPF_F	0.5	696	6	2.52	126		0	0	0	none	0
ice	MPF_F	0.5	263451	6	2.52	149		0	0	1	single_pass	1
ice	MPF_F	0.5	103673	6	2.52	168		0	0	0	none	0
ice	MPF_F	0.5	103674	6	2.52	224		0	1	0	none	0
ice	MPF_F	0.5	103675	6	2.52	93		0	0	0	none	0
ice	MPF_F	0.5	103677	6	2.52	47		0	1	0	none	0
ice	MPF_F	0.5	103678	6	2.52	211		0	0	0	none	0
ice	MPF_F	0.5	103682	6	2.52	103		0	0	0	none	0
ice	MPF_F	0.5	219858	6	2.52	214		0	0	0	none	0
ice	MPF_F	0.5	198210	6	2.52	152		0	0	0	none	0
ice	MPF_F	0.5	302833	6	2.52	57		0	0	0	none	0
ice	MPF_F	0.5	243294	6	2.52	115		0	0	0	none	0
ice	MPF_F	0.5	301328	6	2.52	233		0	0	0	none	0
ice	MPF_F	0.5	374119	6	2.52	131		0	0	0	none	0
ice	MPF_F	0.5	124360	6	2.52	188		0	0	0	none	0
ice	MPF_F	0.5	124361	6	2.52	158		0	0	0	none	0
ice	MPF_F	0.5	124362	6	2.52	206		0	1	0	none	0
ice	MPF_F	0.5	608	6	2.52	140		0	0	0	none	0
ice	MPF_F	0.5	66725	6	2.52	219		0	0	6	multi_pass	1
ice	MPF_F	0.5	66812	6	2.52	126		0	0	0	none	0
ice	MPF_F	0.5	76784	6	2.52	79		0	0	0	none	0
ice	MPF_F	0.5	76786	6	2.52	52		0	0	1	single_pass	1
ice	MPF_F	0.5	95913	6	2.52	107		1	1	0	lipid	1
ice	MPF_F	0.5	347427	6	2.52	169		0	0	0	none	0
ice	MPF_F	0.5	199857	6	2.52	215		0	0	0	none	0
ice	MPF_F	0.5	54758	6	2.52	128		0	0	1	single_pass	1
ice	MPF_F	0.5	147098	6	2.52	67		0	0	0	none	0
ice	MPF_F	0.5	281014	6	2.52	89		0	0	0	none	0
ice	MPF_F	0.5	95616	6	2.52	167		0	0	0	none	0
ice	MPF_F	0.5	145282	6	2.52	216		0	0	0	none	0
ice	MPF_F	0.5	370157	6	2.52	174		0	0	1	single_pass	1
ice	MPF_F	0.5	118065	6	2.52	153		1	1	0	lipid	1
ice	MPF_F	0.5	373972	6	2.52	102		0	0	0	none	0
ice	MPF_F	0.5	2219	6	2.52	83		0	0	0	none	0
ice	MPF_F	0.5	2443	6	2.52	95		0	0	0	none	0
ice	MPF_F	0.5	2493	6	2.52	158		0	0	0	none	0
ice	MPF_F	0.5	127893	6	2.52	99		0	0	0	none	0
ice	MPF_F	0.5	250006	6	2.52	105		0	0	3	multi_pass	1
ice	MPF_F	0.5	223722	6	2.52	61		0	0	0	none	0
ice	MPF_F	0.5	84671	6	2.52	98		0	0	0	none	0
ice	MPF_F	0.5	84672	6	2.52	150		0	0	0	none	0
ice	MPF_F	0.5	371352	6	2.52	241		0	0	9	multi_pass	1
ice	MPF_F	0.5	32197	6	2.52	234		0	0	0	none	0
ice	MPF_F	0.5	36076	6	2.52	102		0	0	0	none	0
ice	MPF_F	0.5	47163	6	2.52	104		0	0	0	none	0
ice	MPF_F	0.5	47445	6	2.52	135		0	0	0	none	0
ice	MPF_F	0.5	12935	6	2.52	175		0	0	0	none	0
ice	MPF_F	0.5	229728	6	2.52	204		0	0	0	none	0
ice	MPF_F	0.5	366259	6	2.52	158		0	0	0	none	0
ice	MPF_F	0.5	2395	5	2.1	214		0	0	0	none	0
ice	MPF_F	0.5	3501	5	2.1	82		0	0	0	none	0
ice	MPF_F	0.5	3503	5	2.1	172		0	0	0	none	0
ice	MPF_F	0.5	373387	5	2.1	210		0	0	0	none	0
ice	MPF_F	0.5	12811	5	2.1	144		0	0	0	none	0
ice	MPF_F	0.5	20053	5	2.1	136		0	0	0	none	0
ice	MPF_F	0.5	372943	5	2.1	66		0	0	0	none	0
ice	MPF_F	0.5	7079	5	2.1	92		0	0	0	none	0
ice	MPF_F	0.5	8907	5	2.1	192		0	0	5	multi_pass	1
ice	MPF_F	0.5	19541	5	2.1	200		0	0	0	none	0
ice	MPF_F	0.5	20483	5	2.1	101		0	1	0	none	0
ice	MPF_F	0.5	20493	5	2.1	136		0	0	2	multi_pass	1
ice	MPF_F	0.5	20494	5	2.1	171		0	0	2	multi_pass	1
ice	MPF_F	0.5	20515	5	2.1	136		0	0	0	none	0
ice	MPF_F	0.5	20519	5	2.1	164		0	0	0	none	0
ice	MPF_F	0.5	20521	5	2.1	108		0	0	0	none	0
ice	MPF_F	0.5	20522	5	2.1	78		0	0	0	none	0
ice	MPF_F	0.5	20534	5	2.1	78		0	0	0	none	0
ice	MPF_F	0.5	20549	5	2.1	182		0	0	0	none	0
ice	MPF_F	0.5	20550	5	2.1	64		0	0	0	none	0
ice	MPF_F	0.5	20556	5	2.1	196		0	0	0	none	0
ice	MPF_F	0.5	20558	5	2.1	146		0	0	0	none	0
ice	MPF_F	0.5	20559	5	2.1	172		0	0	0	none	0
ice	MPF_F	0.5	20561	5	2.1	64		0	0	0	none	0
ice	MPF_F	0.5	20575	5	2.1	94		0	0	0	none	0
ice	MPF_F	0.5	20576	5	2.1	91		0	0	0	none	0
ice	MPF_F	0.5	245092	5	2.1	100		0	0	0	none	0
ice	MPF_F	0.5	245126	5	2.1	204		0	0	0	none	0
ice	MPF_F	0.5	49903	5	2.1	164		0	0	4	multi_pass	1
ice	MPF_F	0.5	50074	5	2.1	83		0	0	0	none	0
ice	MPF_F	0.5	311972	5	2.1	48		0	0	0	none	0
ice	MPF_F	0.5	207186	5	2.1	163		0	0	0	none	0
ice	MPF_F	0.5	207208	5	2.1	140		0	0	0	none	0
ice	MPF_F	0.5	271939	5	2.1	151		0	0	0	none	0
ice	MPF_F	0.5	360666	5	2.1	89		0	0	0	none	0
ice	MPF_F	0.5	58147	5	2.1	170		0	0	0	none	0
ice	MPF_F	0.5	66672	5	2.1	87		0	0	0	none	0
ice	MPF_F	0.5	77309	5	2.1	72		0	0	0	none	0
ice	MPF_F	0.5	76892	5	2.1	111		1	1	4	ambiguous	1
ice	MPF_F	0.5	358569	5	2.1	69		0	0	0	none	0
ice	MPF_F	0.5	254798	5	2.1	92		0	0	0	none	0
ice	MPF_F	0.5	140877	5	2.1	143		0	0	0	none	0
ice	MPF_F	0.5	243793	5	2.1	158		0	0	0	none	0
ice	MPF_F	0.5	283615	5	2.1	178		0	0	0	none	0
ice	MPF_F	0.5	283616	5	2.1	163		0	0	0	none	0
ice	MPF_F	0.5	683	5	2.1	198		0	0	0	none	0
ice	MPF_F	0.5	263453	5	2.1	138		0	0	0	none	0
ice	MPF_F	0.5	263456	5	2.1	116		0	0	0	none	0
ice	MPF_F	0.5	103676	5	2.1	125		0	0	0	none	0
ice	MPF_F	0.5	103688	5	2.1	245		0	0	0	none	0
ice	MPF_F	0.5	260638	5	2.1	204		0	0	0	none	0
ice	MPF_F	0.5	108907	5	2.1	47		0	0	1	single_pass	1
ice	MPF_F	0.5	108908	5	2.1	121		0	0	2	multi_pass	1
ice	MPF_F	0.5	259287	5	2.1	111		0	0	0	none	0
ice	MPF_F	0.5	302838	5	2.1	140		0	0	0	none	0
ice	MPF_F	0.5	243299	5	2.1	207		0	0	0	none	0
ice	MPF_F	0.5	283038	5	2.1	197		0	0	0	none	0
ice	MPF_F	0.7	3469	45	18.91	129		0	0	2	multi_pass	1
ice	MPF_F	0.7	3494	44	18.49	230		0	0	0	none	0
ice	MPF_F	0.7	3496	44	18.49	115		0	0	1	single_pass	1
ice	MPF_F	0.7	3497	44	18.49	170		0	0	1	single_pass	1
ice	MPF_F	0.7	8856	44	18.49	186		0	0	0	none	0
ice	MPF_F	0.7	3505	41	17.23	200		0	0	0	none	0
ice	MPF_F	0.7	3507	41	17.23	139		0	0	0	none	0
ice	MPF_F	0.7	3514	41	17.23	146		0	0	0	none	0
ice	MPF_F	0.7	3516	41	17.23	165		0	0	0	none	0
ice	MPF_F	0.7	3517	41	17.23	113		0	0	0	none	0
ice	MPF_F	0.7	8832	41	17.23	108		0	0	1	single_pass	1
ice	MPF_F	0.7	237087	40	16.81	250		0	0	0	none	0
ice	MPF_F	0.7	12925	40	16.81	147		0	0	0	none	0
ice	MPF_F	0.7	8829	40	16.81	47		0	0	1	single_pass	1
ice	MPF_F	0.7	3437	39	16.39	64		0	0	0	none	0
ice	MPF_F	0.7	8870	39	16.39	91		0	0	0	none	0
ice	MPF_F	0.7	3533	38	15.97	177		0	0	0	none	0
ice	MPF_F	0.7	3534	38	15.97	99		0	0	0	none	0
ice	MPF_F	0.7	3536	38	15.97	220		0	0	0	none	0
ice	MPF_F	0.7	3538	37	15.55	83		0	0	0	none	0
ice	MPF_F	0.7	3539	37	15.55	215		0	0	0	none	0
ice	MPF_F	0.7	12905	37	15.55	104		0	1	0	none	0
ice	MPF_F	0.7	3443	36	15.13	149		0	0	0	none	0
ice	MPF_F	0.7	289680	33	13.87	240		0	0	0	none	0
ice	MPF_F	0.7	3462	30	12.61	195		0	0	0	none	0
ice	MPF_F	0.7	20227	29	12.18	129		0	0	0	none	0
ice	MPF_F	0.7	42788	27	11.34	234		0	0	0	none	0
ice	MPF_F	0.7	3532	25	10.5	143	EexR/S	0	0	4	multi_pass	1
ice	MPF_F	0.7	23022	25	10.5	79		0	0	0	none	0
ice	MPF_F	0.7	23026	25	10.5	166		0	0	0	none	0
ice	MPF_F	0.7	23028	25	10.5	125		0	0	0	none	0
ice	MPF_F	0.7	23031	25	10.5	124		0	0	0	none	0
ice	MPF_F	0.7	23033	25	10.5	163		0	0	0	none	0
ice	MPF_F	0.7	373614	25	10.5	152		0	0	0	none	0
ice	MPF_F	0.7	30004	24	10.08	207		0	0	0	none	0
ice	MPF_F	0.7	30005	24	10.08	68		0	0	0	none	0
ice	MPF_F	0.7	23047	24	10.08	113		0	0	1	single_pass	1
ice	MPF_F	0.7	12918	24	10.08	101		0	0	0	none	0
ice	MPF_F	0.7	30003	23	9.66	83		0	0	0	none	0
ice	MPF_F	0.7	30048	23	9.66	234		0	0	0	none	0
ice	MPF_F	0.7	30051	23	9.66	165		0	0	0	none	0
ice	MPF_F	0.7	30065	23	9.66	127		0	0	0	none	0
ice	MPF_F	0.7	23038	23	9.66	178		0	0	0	none	0
ice	MPF_F	0.7	23053	23	9.66	100		0	0	2	multi_pass	1
ice	MPF_F	0.7	23054	23	9.66	78		0	0	0	none	0
ice	MPF_F	0.7	23055	23	9.66	125		0	0	0	none	0
ice	MPF_F	0.7	23058	23	9.66	224		0	0	0	none	0
ice	MPF_F	0.7	23059	23	9.66	190		0	0	0	none	0
ice	MPF_F	0.7	23061	23	9.66	195		0	0	6	multi_pass	1
ice	MPF_F	0.7	23065	23	9.66	165		0	0	4	multi_pass	1
ice	MPF_F	0.7	12923	23	9.66	197		0	0	0	none	0
ice	MPF_F	0.7	10377	23	9.66	192		0	0	0	none	0
ice	MPF_F	0.7	206437	23	9.66	237		0	0	0	none	0
ice	MPF_F	0.7	23068	23	9.66	97		0	0	0	none	0
ice	MPF_F	0.7	23069	23	9.66	173		0	0	2	multi_pass	1
ice	MPF_F	0.7	23070	23	9.66	152		0	0	0	none	0
ice	MPF_F	0.7	23071	23	9.66	75		0	0	0	none	0
ice	MPF_F	0.7	23072	23	9.66	173		0	0	0	none	0
ice	MPF_F	0.7	23073	23	9.66	184		0	0	0	none	0
ice	MPF_F	0.7	23074	23	9.66	101		0	0	0	none	0
ice	MPF_F	0.7	8803	22	9.24	115		0	0	0	none	0
ice	MPF_F	0.7	8875	22	9.24	148		0	0	0	none	0
ice	MPF_F	0.7	8876	22	9.24	136		0	0	0	none	0
ice	MPF_F	0.7	240599	21	8.82	91		0	0	3	multi_pass	1
ice	MPF_F	0.7	23064	21	8.82	46		0	0	0	none	0
ice	MPF_F	0.7	8879	21	8.82	180		0	0	0	none	0
ice	MPF_F	0.7	8889	21	8.82	230		0	0	2	multi_pass	1
ice	MPF_F	0.7	8893	21	8.82	203		0	0	0	none	0
ice	MPF_F	0.7	124502	21	8.82	88		0	0	0	none	0
ice	MPF_F	0.7	66696	21	8.82	114		0	0	2	multi_pass	1
ice	MPF_F	0.7	48648	20	8.4	179		0	0	0	none	0
ice	MPF_F	0.7	3463	20	8.4	79		0	0	0	none	0
ice	MPF_F	0.7	131725	20	8.4	211		0	0	0	none	0
ice	MPF_F	0.7	124526	19	7.98	151		0	0	0	none	0
ice	MPF_F	0.7	124528	19	7.98	192		0	0	0	none	0
ice	MPF_F	0.7	124509	19	7.98	210		0	0	0	none	0
ice	MPF_F	0.7	124514	19	7.98	207		0	0	0	none	0
ice	MPF_F	0.7	261218	19	7.98	163		0	0	0	none	0
ice	MPF_F	0.7	346197	19	7.98	194		0	0	0	none	0
ice	MPF_F	0.7	206337	18	7.56	191		0	0	0	none	0
ice	MPF_F	0.7	206470	18	7.56	106		0	0	0	none	0
ice	MPF_F	0.7	124511	18	7.56	86		0	0	0	none	0
ice	MPF_F	0.7	261234	18	7.56	100		0	0	3	multi_pass	1
ice	MPF_F	0.7	2177	18	7.56	73		0	0	0	none	0
ice	MPF_F	0.7	240631	17	7.14	214		0	0	0	none	0
ice	MPF_F	0.7	372938	17	7.14	111		1	1	2	ambiguous	1
ice	MPF_F	0.7	374232	17	7.14	163		0	0	0	none	0
ice	MPF_F	0.7	262179	17	7.14	110		0	0	4	multi_pass	1
ice	MPF_F	0.7	240638	16	6.72	164		0	0	0	none	0
ice	MPF_F	0.7	206336	16	6.72	226		0	0	0	none	0
ice	MPF_F	0.7	224009	16	6.72	227		0	0	0	none	0
ice	MPF_F	0.7	8899	15	6.3	166		0	0	0	none	0
ice	MPF_F	0.7	8900	15	6.3	136		0	0	0	none	0
ice	MPF_F	0.7	8902	15	6.3	184		0	0	0	none	0
ice	MPF_F	0.7	8905	15	6.3	216		1	1	7	ambiguous	1
ice	MPF_F	0.7	124518	15	6.3	135		0	0	0	none	0
ice	MPF_F	0.7	373767	15	6.3	197		0	0	8	multi_pass	1
ice	MPF_F	0.7	68866	15	6.3	173		0	0	1	single_pass	1
ice	MPF_F	0.7	305303	15	6.3	90		0	0	0	none	0
ice	MPF_F	0.7	12902	14	5.88	194		0	0	0	none	0
ice	MPF_F	0.7	12903	14	5.88	199		0	0	0	none	0
ice	MPF_F	0.7	10267	14	5.88	159		0	0	0	none	0
ice	MPF_F	0.7	241127	14	5.88	258		0	0	0	none	0
ice	MPF_F	0.7	68903	14	5.88	141		0	0	0	none	0
ice	MPF_F	0.7	8883	13	5.46	138		0	0	0	none	0
ice	MPF_F	0.7	206434	13	5.46	135		0	0	0	none	0
ice	MPF_F	0.7	254843	13	5.46	159	EexR/S	0	0	4	multi_pass	1
ice	MPF_F	0.7	10242	12	5.04	92		0	0	0	none	0
ice	MPF_F	0.7	10335	12	5.04	50		0	0	0	none	0
ice	MPF_F	0.7	10347	12	5.04	233		0	0	0	none	0
ice	MPF_F	0.7	20208	12	5.04	137		0	0	0	none	0
ice	MPF_F	0.7	20237	12	5.04	214		0	0	0	none	0
ice	MPF_F	0.7	8873	12	5.04	178		0	0	0	none	0
ice	MPF_F	0.7	206405	12	5.04	170		0	0	4	multi_pass	1
ice	MPF_F	0.7	206423	12	5.04	150		0	0	0	none	0
ice	MPF_F	0.7	206424	12	5.04	210		0	0	0	none	0
ice	MPF_F	0.7	241052	12	5.04	67		0	0	0	none	0
ice	MPF_F	0.7	373458	12	5.04	126		0	0	0	none	0
ice	MPF_F	0.7	2172	12	5.04	140		0	0	0	none	0
ice	MPF_F	0.7	134773	12	5.04	129		0	0	0	none	0
ice	MPF_F	0.7	110885	12	5.04	77		0	0	0	none	0
ice	MPF_F	0.7	20223	11	4.62	140		0	0	0	none	0
ice	MPF_F	0.7	20230	11	4.62	64		0	0	0	none	0
ice	MPF_F	0.7	240926	11	4.62	130		0	0	0	none	0
ice	MPF_F	0.7	35345	10	4.2	141		0	0	0	none	0
ice	MPF_F	0.7	165775	10	4.2	244		0	0	0	none	0
ice	MPF_F	0.7	12869	10	4.2	220		0	0	0	none	0
ice	MPF_F	0.7	12870	10	4.2	110		0	0	0	none	0
ice	MPF_F	0.7	206430	10	4.2	104		0	0	0	none	0
ice	MPF_F	0.7	206431	10	4.2	219		0	0	0	none	0
ice	MPF_F	0.7	206433	10	4.2	92		0	0	0	none	0
ice	MPF_F	0.7	66760	10	4.2	91		0	0	0	none	0
ice	MPF_F	0.7	32203	9	3.78	93		0	0	0	none	0
ice	MPF_F	0.7	32204	9	3.78	157		0	0	1	single_pass	1
ice	MPF_F	0.7	35343	9	3.78	65		0	0	0	none	0
ice	MPF_F	0.7	237145	9	3.78	106		0	0	0	none	0
ice	MPF_F	0.7	240826	9	3.78	42		0	0	0	none	0
ice	MPF_F	0.7	95580	9	3.78	212		0	0	0	none	0
ice	MPF_F	0.7	374498	9	3.78	115		0	0	0	none	0
ice	MPF_F	0.7	20257	9	3.78	135		0	0	1	single_pass	1
ice	MPF_F	0.7	12848	9	3.78	157		0	0	0	none	0
ice	MPF_F	0.7	372909	9	3.78	192		0	0	0	none	0
ice	MPF_F	0.7	206410	9	3.78	199		0	0	0	none	0
ice	MPF_F	0.7	206473	9	3.78	96		0	0	0	none	0
ice	MPF_F	0.7	229747	9	3.78	76		0	0	0	none	0
ice	MPF_F	0.7	2381	9	3.78	126		0	0	1	single_pass	1
ice	MPF_F	0.7	373805	9	3.78	87		0	0	0	none	0
ice	MPF_F	0.7	373832	9	3.78	168		0	0	0	none	0
ice	MPF_F	0.7	224002	9	3.78	100		0	0	0	none	0
ice	MPF_F	0.7	59200	9	3.78	174		0	0	1	single_pass	1
ice	MPF_F	0.7	66766	9	3.78	71		0	0	0	none	0
ice	MPF_F	0.7	69853	9	3.78	134		0	0	2	multi_pass	1
ice	MPF_F	0.7	358414	9	3.78	131		0	0	0	none	0
ice	MPF_F	0.7	373031	9	3.78	38		0	0	0	none	0
ice	MPF_F	0.7	42691	8	3.36	91		0	0	0	none	0
ice	MPF_F	0.7	223932	8	3.36	144		0	0	0	none	0
ice	MPF_F	0.7	244914	8	3.36	59		0	0	1	single_pass	1
ice	MPF_F	0.7	249988	8	3.36	189		0	0	0	none	0
ice	MPF_F	0.7	249992	8	3.36	250		0	0	0	none	0
ice	MPF_F	0.7	249995	8	3.36	73		0	0	0	none	0
ice	MPF_F	0.7	237130	8	3.36	37		0	0	0	none	0
ice	MPF_F	0.7	303052	8	3.36	217		0	0	0	none	0
ice	MPF_F	0.7	2428	8	3.36	175		0	0	3	multi_pass	1
ice	MPF_F	0.7	2433	8	3.36	155		1	1	0	lipid	1
ice	MPF_F	0.7	2436	8	3.36	144		1	1	1	ambiguous	1
ice	MPF_F	0.7	10414	8	3.36	146		0	0	0	none	0
ice	MPF_F	0.7	20267	8	3.36	153		0	0	0	none	0
ice	MPF_F	0.7	206414	8	3.36	43		0	0	0	none	0
ice	MPF_F	0.7	4440	8	3.36	120		0	0	2	multi_pass	1
ice	MPF_F	0.7	68990	8	3.36	125		0	0	0	none	0
ice	MPF_F	0.7	77437	8	3.36	90		0	0	2	multi_pass	1
ice	MPF_F	0.7	77443	8	3.36	162		1	1	0	lipid	1
ice	MPF_F	0.7	77470	8	3.36	190		0	0	1	single_pass	1
ice	MPF_F	0.7	66771	8	3.36	100		0	0	0	none	0
ice	MPF_F	0.7	2199	8	3.36	69		0	0	1	single_pass	1
ice	MPF_F	0.7	373045	8	3.36	106		0	0	0	none	0
ice	MPF_F	0.7	245753	7	2.94	212		0	0	6	multi_pass	1
ice	MPF_F	0.7	245780	7	2.94	209		0	0	4	multi_pass	1
ice	MPF_F	0.7	240910	7	2.94	126		0	0	1	single_pass	1
ice	MPF_F	0.7	20503	7	2.94	194		0	0	0	none	0
ice	MPF_F	0.7	20581	7	2.94	68		0	0	0	none	0
ice	MPF_F	0.7	103666	7	2.94	205		0	0	0	none	0
ice	MPF_F	0.7	301616	7	2.94	137		0	0	3	multi_pass	1
ice	MPF_F	0.7	2426	7	2.94	234		0	0	0	none	0
ice	MPF_F	0.7	2430	7	2.94	249		0	0	5	multi_pass	1
ice	MPF_F	0.7	2437	7	2.94	185		0	0	0	none	0
ice	MPF_F	0.7	10168	7	2.94	57		0	0	0	none	0
ice	MPF_F	0.7	10223	7	2.94	238		0	0	0	none	0
ice	MPF_F	0.7	140666	7	2.94	248		0	0	0	none	0
ice	MPF_F	0.7	124397	7	2.94	45		0	0	0	none	0
ice	MPF_F	0.7	124400	7	2.94	63		0	0	0	none	0
ice	MPF_F	0.7	206418	7	2.94	105		0	0	0	none	0
ice	MPF_F	0.7	206419	7	2.94	130		0	0	0	none	0
ice	MPF_F	0.7	2356	7	2.94	109		0	0	0	none	0
ice	MPF_F	0.7	263434	7	2.94	161		0	0	0	none	0
ice	MPF_F	0.7	213347	7	2.94	90		0	0	0	none	0
ice	MPF_F	0.7	66735	7	2.94	143		0	0	0	none	0
ice	MPF_F	0.7	146957	7	2.94	244		0	0	2	multi_pass	1
ice	MPF_F	0.7	374094	7	2.94	54		0	0	0	none	0
ice	MPF_F	0.7	374183	7	2.94	51		0	0	0	none	0
ice	MPF_F	0.7	32197	6	2.52	234		0	0	0	none	0
ice	MPF_F	0.7	34911	6	2.52	198		0	0	1	single_pass	1
ice	MPF_F	0.7	36076	6	2.52	102		0	0	0	none	0
ice	MPF_F	0.7	250006	6	2.52	105		0	0	3	multi_pass	1
ice	MPF_F	0.7	47163	6	2.52	104		0	0	0	none	0
ice	MPF_F	0.7	20527	6	2.52	196		0	0	0	none	0
ice	MPF_F	0.7	20530	6	2.52	99		0	0	0	none	0
ice	MPF_F	0.7	20531	6	2.52	107		0	0	0	none	0
ice	MPF_F	0.7	20533	6	2.52	157		0	0	0	none	0
ice	MPF_F	0.7	20535	6	2.52	131		0	0	0	none	0
ice	MPF_F	0.7	20536	6	2.52	49		0	0	0	none	0
ice	MPF_F	0.7	103653	6	2.52	220		0	0	0	none	0
ice	MPF_F	0.7	103654	6	2.52	125		0	0	0	none	0
ice	MPF_F	0.7	103655	6	2.52	148		0	0	2	multi_pass	1
ice	MPF_F	0.7	103657	6	2.52	181		0	0	0	none	0
ice	MPF_F	0.7	103660	6	2.52	205		1	1	0	lipid	1
ice	MPF_F	0.7	103663	6	2.52	162		0	0	0	none	0
ice	MPF_F	0.7	103669	6	2.52	218		0	0	0	none	0
ice	MPF_F	0.7	103671	6	2.52	166		0	0	0	none	0
ice	MPF_F	0.7	103672	6	2.52	103		0	0	0	none	0
ice	MPF_F	0.7	301345	6	2.52	158		0	0	0	none	0
ice	MPF_F	0.7	301621	6	2.52	228		0	0	0	none	0
ice	MPF_F	0.7	329630	6	2.52	72		0	0	1	single_pass	1
ice	MPF_F	0.7	2435	6	2.52	98		0	0	1	single_pass	1
ice	MPF_F	0.7	2440	6	2.52	186		0	0	0	none	0
ice	MPF_F	0.7	2443	6	2.52	95		0	0	0	none	0
ice	MPF_F	0.7	692	6	2.52	119		0	0	0	none	0
ice	MPF_F	0.7	696	6	2.52	126		0	0	0	none	0
ice	MPF_F	0.7	12916	6	2.52	225		0	0	0	none	0
ice	MPF_F	0.7	12932	6	2.52	149		0	0	0	none	0
ice	MPF_F	0.7	12935	6	2.52	175		0	0	0	none	0
ice	MPF_F	0.7	10187	6	2.52	112		0	0	0	none	0
ice	MPF_F	0.7	12849	6	2.52	131		0	0	4	multi_pass	1
ice	MPF_F	0.7	103673	6	2.52	168		0	0	0	none	0
ice	MPF_F	0.7	103674	6	2.52	224		0	1	0	none	0
ice	MPF_F	0.7	103675	6	2.52	93		0	0	0	none	0
ice	MPF_F	0.7	103677	6	2.52	47		0	1	0	none	0
ice	MPF_F	0.7	103678	6	2.52	211		0	0	0	none	0
ice	MPF_F	0.7	103682	6	2.52	103		0	0	0	none	0
ice	MPF_F	0.7	311908	6	2.52	124		0	0	0	none	0
ice	MPF_F	0.7	124360	6	2.52	188		0	0	0	none	0
ice	MPF_F	0.7	124361	6	2.52	158		0	0	0	none	0
ice	MPF_F	0.7	124362	6	2.52	206		0	1	0	none	0
ice	MPF_F	0.7	373972	6	2.52	102		0	0	0	none	0
ice	MPF_F	0.7	245176	6	2.52	147		0	0	0	none	0
ice	MPF_F	0.7	34861	6	2.52	185		0	0	0	none	0
ice	MPF_F	0.7	207606	6	2.52	128		0	0	0	none	0
ice	MPF_F	0.7	241079	6	2.52	114		0	0	0	none	0
