query_idx	aa_len	best_named_family	evalue_3di	assigned
723	535	TrbK_RP4	4.363e-26	1
724	535	TrbK_RP4	3.630e-26	1
725	535	TrbK_RP4	1.113e-25	1
726	535	TrbK_RP4	8.514e-26	1
727	106	ExcA	1.737e-01	0
728	72	Eex_IncN	2.600e-02	0
729	72	Eex_IncN	3.560e-02	0
730	69	Eex_IncN	6.245e-02	0
731	78	TrbK_RP4	4.453e-02	0
732	78	Eex_IncN	5.196e-02	0
733	79	Eex_IncN	3.279e-02	0
734	81	Eex_IncN	1.775e-03	1
735	111	TraS	1.605e+00	0
736	61	TraS	2.832e+00	0
737	130	ExcA	2.081e+00	0
738	377	TrbK_RP4	1.332e-01	0
739	123	Eex_IncN	3.928e-02	0
740	87	Eex_IncN	6.175e-01	0
741	87	Eex_IncN	6.175e-01	0
742	87	Eex_IncN	5.398e-01	0
743	206	TraS	2.549e+00	0
744	191	Eex_IncN	1.027e+00	0
745	100	Eex_IncN	4.588e-01	0
746	185	TraS	9.904e-02	0
747	169	ExcA	6.438e-01	0
748	72	Eex_IncN	5.649e-02	0
749	71	Eex_IncN	9.979e-03	1
750	73	Eex_IncN	7.949e-03	1
751	74	Eex_IncN	3.713e-02	0
752	177	Eex_IncN	1.312e+00	0
753	178	Eex_IncN	8.633e-01	0
754	436	ExcA	2.233e-01	0
755	436	ExcA	1.535e-01	0
756	149	Eex_IncN	4.275e-01	0
757	62	TraS	2.185e+00	0
758	62	TrbK_RP4	2.524e+00	0
759	62	TraS	3.511e+00	0
760	62	TrbK_RP4	4.482e+00	0
761	62	TrbK_RP4	4.269e+00	0
762	42	TrbK_RP4	3.128e+00	0
763	54	TrbK_RP4	9.735e-01	0
764	72	TraS	2.019e-01	0
765	108	TraS	6.124e+00	0
766	41	Eex_IncN	1.999e+00	0
767	66	Eex_IncN	6.889e-01	0
768	66	Eex_IncN	6.972e-01	0
769	66	TrbK_RP4	2.343e-01	0
770	66	TrbK_RP4	2.415e-01	0
771	66	TrbK_RP4	8.219e-01	0
772	243	TraS	5.688e-47	1
773	243	TraS	1.266e-46	1
774	61	TraS	3.025e+00	0
775	137	TraS	3.116e-01	0
776	166	TraS	1.862e-01	0
777	263	TraS	2.424e+00	0
778	53	TraS	1.814e+00	0
779	53	Eex_IncN	8.624e-01	0
780	69	TrbK_RP4	1.127e+00	0
781	123	Eex_IncN	4.629e-01	0
782	145	Eex_IncN	1.391e+00	0
783	186	Eex_IncN	3.748e-01	0
784	186	Eex_IncN	2.961e-01	0
785	186	Eex_IncN	1.007e+00	0
786	69	TrbK_RP4	2.939e-01	0
787	263	TrbK_RP4	3.046e-01	0
788	264	TrbK_RP4	3.824e-01	0
789	55	Eex_IncN	2.173e+00	0
790	108	ExcA	6.344e-02	0
791	885	Eex_IncN	1.487e+00	0
792	189	TraS	1.653e-01	0
793	111	TraS	1.252e+00	0
794	195	ExcA	7.443e-01	0
795	195	TraS	8.349e-01	0
796	67	TraS	3.296e-01	0
797	525	Eex_IncN	1.408e+00	0
798	82	TraS	1.293e+00	0
799	83	ExcA	1.366e+00	0
800	83	TraS	1.016e+00	0
801	83	TraS	6.562e-01	0
802	83	TraS	1.096e+00	0
803	191	TraS	2.410e-03	1
804	77	Eex_IncN	2.430e-01	0
805	392	TrbK_RP4	1.678e-14	1
806	271	Eex_IncN	1.439e+00	0
807	271	Eex_IncN	1.612e+00	0
808	665	TrbK_RP4	9.259e-01	0
809	192	TraS	4.247e-03	1
810	192	TraS	1.886e-01	0
811	192	TraS	6.217e-02	0
812	192	TraS	5.300e-02	0
813	192	TraS	3.042e-02	0
814	667	TraS	6.121e-01	0
815	71	TraS	2.250e-01	0
816	71	TraS	2.474e-01	0
817	71	TraS	5.162e-01	0
818	62	TrbK_RP4	1.008e+00	0
819	62	TraS	1.569e+00	0
820	145	Eex_IncN	8.099e-01	0
821	140	Eex_IncN	1.175e-01	0
822	59	Eex_IncN	1.143e-01	0
823	59	Eex_IncN	9.367e-02	0
824	435	TrbK_RP4	1.744e-29	1
825	444	ExcA	1.727e-01	0
826	132	ExcA	3.960e-01	0
827	132	ExcA	3.520e-01	0
828	132	ExcA	3.736e-01	0
829	132	ExcA	4.552e-01	0
830	177	Eex_IncN	9.655e-01	0
831	242	TraS	1.333e-43	1
832	41	Eex_IncN	2.957e+00	0
833	80	ExcA	7.195e-01	0
834	80	ExcA	3.473e-01	0
835	80	ExcA	8.552e-01	0
836	191	TraS	2.545e-01	0
837	186	TraS	1.981e-01	0
838	186	TraS	1.783e-01	0
839	186	TraS	8.852e-02	0
840	186	TraS	8.832e-02	0
841	82	TraS	3.036e+00	0
842	186	TraS	2.008e-01	0
843	186	TraS	1.847e-01	0
844	37	ExcA	3.058e+00	0
845	186	TraS	2.549e-01	0
846	111	TraS	3.928e-01	0
847	186	TraS	2.135e-01	0
848	158	TraS	6.385e-02	0
849	82	TraS	2.019e+00	0
850	186	TraS	2.861e-01	0
851	186	TraS	3.015e-01	0
852	186	TraS	7.692e-02	0
853	186	TraS	3.273e-02	0
854	186	TraS	3.384e-01	0
855	186	TraS	2.751e-01	0
856	186	TraS	1.717e-01	0
857	186	TraS	3.763e-01	0
858	186	TraS	1.684e-01	0
859	186	TraS	1.395e-01	0
860	191	TraS	7.026e-02	0
861	193	TraS	2.177e-01	0
862	191	TraS	5.167e-01	0
863	186	TraS	1.378e+00	0
864	196	TraS	8.908e-02	0
865	192	TraS	6.223e-01	0
866	192	TraS	8.807e-01	0
867	192	TraS	6.070e-01	0
868	192	TrbK_RP4	7.679e-01	0
869	958	TraS	5.638e-01	0
870	177	TraS	6.280e-01	0
871	77	ExcA	1.619e+00	0
872	179	ExcA	2.582e-10	1
873	46	ExcA	3.260e+00	0
874	209	ExcA	5.777e-02	0
875	45	Eex_IncN	7.227e-01	0
876	112	ExcA	4.394e-01	0
877	112	ExcA	4.566e-01	0
878	112	ExcA	3.977e-01	0
879	211	ExcA	7.885e-01	0
880	141	Eex_IncN	1.840e-01	0
881	534	TrbK_RP4	7.656e-26	1
882	534	TrbK_RP4	2.832e-26	1
883	57	TrbK_RP4	4.018e-01	0
884	177	Eex_IncN	6.901e-01	0
885	134	Eex_IncN	1.473e-01	0
886	493	Eex_IncN	3.279e+00	0
887	166	Eex_IncN	8.502e-01	0
888	189	TraS	2.904e-01	0
889	418	TrbK_RP4	7.297e-17	1
890	300	ExcA	5.331e-01	0
891	161	TraS	1.946e-19	1
892	243	TraS	1.761e-51	1
893	185	Eex_IncN	5.819e-01	0
894	452	TraS	1.863e+00	0
895	70	TraS	5.127e-01	0
896	70	Eex_IncN	1.345e+00	0
897	70	TraS	1.238e+00	0
898	70	TraS	1.237e+00	0
899	70	ExcA	1.708e+00	0
900	107	ExcA	4.064e-02	0
901	302	TraS	2.143e-01	0
902	76	TrbK_RP4	1.824e+00	0
903	60	TrbK_RP4	4.382e-01	0
904	144	Eex_IncN	3.389e-01	0
905	176	Eex_IncN	8.923e-01	0
906	178	Eex_IncN	7.879e-01	0
907	178	Eex_IncN	1.639e-01	0
908	177	Eex_IncN	4.937e-01	0
909	190	TraS	2.752e-03	1
910	219	TraS	2.512e-03	1
911	186	TraS	1.958e-04	1
912	241	TraS	4.960e-05	1
913	191	TraS	2.520e-01	0
914	191	TraS	5.171e-01	0
915	191	TraS	8.905e-01	0
916	191	TraS	5.024e-01	0
917	76	Eex_IncN	3.995e+00	0
918	60	Eex_IncN	3.701e+00	0
919	202	ExcA	5.898e-01	0
920	184	Eex_IncN	1.318e+00	0
921	184	TraS	2.581e+00	0
922	178	Eex_IncN	5.045e-01	0
923	184	Eex_IncN	1.160e+00	0
924	71	TrbK_RP4	1.064e+00	0
925	145	TraS	3.586e-02	0
926	68	Eex_IncN	1.103e+00	0
927	68	Eex_IncN	8.818e-01	0
928	68	Eex_IncN	8.116e-01	0
929	68	TraS	2.552e+00	0
930	582	TrbK_RP4	1.995e-33	1
931	338	ExcA	2.401e-01	0
932	382	TrbK_RP4	1.614e-14	1
933	166	Eex_IncN	2.532e-02	0
934	85	Eex_IncN	5.781e+00	0
935	153	ExcA	2.794e+00	0
936	117	ExcA	1.046e+00	0
937	103	Eex_IncN	3.437e+00	0
938	111	TraS	1.537e-01	0
939	155	ExcA	9.985e-02	0
940	512	Eex_IncN	7.331e-01	0
941	63	TrbK_RP4	1.835e+00	0
942	190	Eex_IncN	1.634e+00	0
943	59	TraS	4.453e-01	0
944	235	TraS	1.225e-05	1
945	106	ExcA	8.995e-02	0
946	106	ExcA	2.828e-01	0
947	117	ExcA	1.215e-01	0
948	117	ExcA	1.508e-01	0
949	117	ExcA	1.052e-01	0
950	243	ExcA	6.023e-01	0
951	197	ExcA	1.619e+00	0
952	106	ExcA	6.346e-01	0
953	411	TrbK_RP4	2.433e-15	1
954	112	TrbK_RP4	4.503e-02	0
955	202	TrbK_RP4	6.062e-09	1
956	254	TrbK_RP4	3.194e-01	0
957	316	TraS	5.568e-01	0
958	127	TraS	5.285e-01	0
959	164	TraS	8.147e+00	0
960	164	TraS	8.147e+00	0
961	67	TrbK_RP4	1.490e+00	0
962	67	TrbK_RP4	1.610e+00	0
963	67	TrbK_RP4	1.373e+00	0
964	67	TrbK_RP4	1.071e+00	0
965	67	Eex_IncN	2.529e+00	0
966	67	Eex_IncN	2.382e+00	0
967	63	TrbK_RP4	2.506e+00	0
968	62	TraS	1.310e+00	0
969	165	ExcA	3.925e-02	0
970	192	TraS	3.197e-02	0
971	192	TraS	1.322e-02	1
972	371	TrbK_RP4	9.416e-14	1
973	371	TrbK_RP4	8.445e-14	1
974	120	Eex_IncN	4.022e-01	0
975	170	Eex_IncN	4.537e-01	0
976	199	TraS	8.992e-01	0
977	218	TraS	1.807e-01	0
978	185	TraS	1.201e-02	1
979	185	TraS	3.121e-02	0
980	185	TraS	2.351e-02	0
981	185	TraS	1.180e-02	1
982	120	Eex_IncN	1.696e+00	0
983	120	Eex_IncN	2.095e+00	0
984	78	ExcA	4.859e-02	0
985	187	TraS	7.192e-02	0
986	92	ExcA	2.627e+00	0
987	187	TraS	6.796e-02	0
988	187	TraS	1.132e-01	0
989	187	TrbK_RP4	1.259e-01	0
990	187	TraS	1.155e-02	1
991	187	TraS	1.082e-01	0
992	187	TraS	1.581e-02	1
993	187	TraS	1.167e-02	1
994	187	TraS	1.231e-02	1
995	186	TraS	1.619e-03	1
996	177	TraS	3.731e-02	0
997	175	TraS	1.911e-04	1
998	175	TraS	1.996e-03	1
999	181	TraS	4.810e-03	1
1000	181	TraS	4.681e-03	1
1001	174	TraS	2.842e-03	1
1002	174	TraS	2.324e-03	1
1003	149	TraS	1.679e-03	1
1004	174	TraS	3.852e-03	1
1005	106	ExcA	4.206e+00	0
1006	174	TraS	1.770e-03	1
1007	127	TraS	4.825e-01	0
1008	174	TraS	2.360e-03	1
1009	127	TraS	1.446e-01	0
1010	174	TraS	2.260e-03	1
1011	174	TraS	2.260e-03	1
1012	174	TraS	1.737e-03	1
1013	174	TraS	4.067e-04	1
1014	144	TraS	1.528e-03	1
1015	177	TraS	1.285e-04	1
1016	177	TraS	3.275e-05	1
1017	178	TraS	4.555e-05	1
1018	174	TraS	6.471e-05	1
1019	174	TraS	1.012e-03	1
1020	178	TraS	1.425e-03	1
1021	178	TraS	2.205e-03	1
1022	176	TraS	1.685e-02	1
1023	177	TraS	8.856e-04	1
1024	177	TraS	2.059e-04	1
1025	177	TraS	6.282e-04	1
1026	177	TraS	1.137e-03	1
1027	177	TraS	4.353e-03	1
1028	177	TraS	6.744e-04	1
1029	177	TraS	6.820e-04	1
1030	177	TraS	6.649e-04	1
1031	177	TraS	8.450e-04	1
1032	177	TraS	6.721e-04	1
1033	177	TraS	3.383e-04	1
1034	194	TraS	9.578e-02	0
1035	171	TraS	6.679e-04	1
1036	171	TraS	4.412e-01	0
1037	171	TraS	2.285e-01	0
1038	171	TraS	2.998e-03	1
1039	171	TraS	4.258e-04	1
1040	176	TraS	5.046e-03	1
1041	185	TraS	7.869e-03	1
1042	91	ExcA	6.648e-01	0
1043	150	Eex_IncN	9.334e-01	0
1044	69	TrbK_RP4	1.038e+00	0
1045	115	TraS	3.299e+00	0
1046	64	TraS	4.150e+00	0
1047	176	TraS	3.113e-03	1
1048	532	TraS	4.105e+00	0
1049	64	Eex_IncN	9.614e-01	0
1050	189	TraS	2.174e-02	0
1051	189	TraS	1.217e-02	1
1052	189	TraS	1.323e-02	1
1053	189	TraS	6.671e-03	1
1054	189	TraS	1.024e-02	1
1055	189	TraS	7.757e-03	1
1056	176	TraS	2.994e-02	0
1057	176	TraS	5.311e-02	0
1058	176	TraS	4.341e-02	0
1059	176	TraS	1.607e-02	1
1060	149	TraS	2.239e-02	0
1061	176	TraS	1.794e-02	1
1062	162	TraS	1.589e-02	1
1063	176	TraS	1.233e-02	1
1064	186	TraS	1.007e-02	1
1065	192	TraS	9.357e-03	1
1066	176	TraS	2.258e-02	0
1067	176	TraS	7.836e-03	1
1068	176	TraS	3.387e-02	0
1069	176	TraS	6.461e-02	0
1070	176	TraS	2.835e-02	0
1071	176	TraS	2.673e-02	0
1072	232	TraS	1.223e-02	1
1073	149	TraS	2.081e-02	1
1074	176	TraS	2.281e-02	0
1075	176	TraS	1.667e-02	1
1076	232	TraS	3.602e-02	0
1077	107	TraS	3.312e-02	0
1078	176	TraS	3.509e-02	0
1079	192	TraS	4.032e-02	0
1080	176	TraS	4.434e-02	0
1081	176	TraS	5.214e-02	0
1082	176	TraS	5.359e-02	0
1083	176	TraS	2.855e-02	0
1084	232	TraS	3.188e-02	0
1085	176	TraS	2.085e-02	1
1086	192	TraS	1.254e-01	0
1087	107	TraS	4.279e-01	0
1088	93	ExcA	1.207e+00	0
1089	84	ExcA	6.080e-01	0
1090	176	TraS	1.291e-02	1
1091	176	TraS	1.457e-02	1
1092	149	Eex_IncN	5.249e-01	0
1093	147	Eex_IncN	6.737e-01	0
1094	124	TraS	2.071e-03	1
1095	114	TraS	3.699e-03	1
1096	176	TraS	6.059e-04	1
1097	176	TraS	1.364e-03	1
1098	93	TraS	3.691e-01	0
1099	176	TraS	1.741e-03	1
1100	177	TraS	1.117e-02	1
1101	205	TraS	1.304e-02	1
1102	205	TraS	1.401e-02	1
1103	205	TraS	2.051e-02	1
1104	177	TraS	7.779e-03	1
1105	205	TraS	2.227e-02	0
1106	176	TraS	1.252e-02	1
1107	176	TraS	4.686e-03	1
1108	176	TraS	1.139e-02	1
1109	176	TraS	1.431e-02	1
1110	176	TraS	1.381e-02	1
1111	176	TraS	8.594e-03	1
1112	176	TraS	4.716e-03	1
1113	176	TraS	1.494e-02	1
1114	176	TraS	9.435e-03	1
1115	176	TraS	1.576e-02	1
1116	834	TraS	2.127e+00	0
1117	233	TraS	2.159e+00	0
1118	81	Eex_IncN	2.278e-01	0
1119	81	Eex_IncN	2.458e-01	0
1120	81	Eex_IncN	3.128e-01	0
1121	139	Eex_IncN	4.515e-01	0
1122	168	Eex_IncN	2.438e-01	0
1123	168	Eex_IncN	4.020e-01	0
1124	168	Eex_IncN	3.479e-01	0
1125	68	TrbK_RP4	2.593e-01	0
1126	1756	ExcA	4.797e-02	0
1127	646	TraS	2.410e-01	0
1128	176	ExcA	9.647e-02	0
1129	149	ExcA	3.110e+00	0
1130	174	TraS	2.343e-01	0
1131	176	TraS	4.696e-01	0
1132	220	ExcA	2.794e-01	0
1133	220	ExcA	3.285e-01	0
1134	516	Eex_IncN	1.771e+00	0
1135	220	ExcA	1.420e-01	0
1136	516	TraS	1.341e+00	0
1137	515	ExcA	2.606e+00	0
1138	176	TraS	5.115e-02	0
1139	176	TraS	2.175e-01	0
1140	176	TraS	1.227e-01	0
1141	176	TraS	1.634e-01	0
1142	176	TraS	2.754e-02	0
1143	177	TraS	2.574e-02	0
1144	177	TraS	1.184e-01	0
1145	177	TraS	2.953e-01	0
1146	140	TraS	7.530e-01	0
1147	186	TraS	2.807e-02	0
1148	186	TraS	6.729e-02	0
1149	186	TraS	3.025e-02	0
1150	152	ExcA	5.546e-01	0
1151	63	TraS	1.832e+00	0
1152	70	TraS	7.521e-01	0
1153	95	TrbK_RP4	1.621e+00	0
1154	149	Eex_IncN	5.899e+00	0
1155	68	TraS	2.374e+00	0
1156	342	TrbK_RP4	1.767e-09	1
1157	342	TrbK_RP4	2.393e-09	1
1158	354	TrbK_RP4	5.981e-09	1
1159	354	TrbK_RP4	9.147e-09	1
1160	352	TrbK_RP4	4.931e-09	1
1161	457	TrbK_RP4	1.841e-12	1
1162	331	TrbK_RP4	4.130e-07	1
1163	331	TrbK_RP4	4.652e-07	1
1164	325	TrbK_RP4	6.095e-07	1
1165	331	TrbK_RP4	5.611e-07	1
1166	331	TrbK_RP4	3.779e-07	1
1167	331	TrbK_RP4	7.022e-07	1
1168	331	TrbK_RP4	5.444e-07	1
1169	331	TrbK_RP4	6.152e-07	1
1170	331	TrbK_RP4	7.052e-07	1
1171	331	TrbK_RP4	1.468e-06	1
1172	331	TrbK_RP4	1.050e-06	1
1173	341	TrbK_RP4	1.377e-06	1
1174	434	TrbK_RP4	1.564e-12	1
1175	209	Eex_IncN	2.492e+00	0
1176	505	TraS	9.611e-01	0
1177	511	TraS	1.566e+00	0
1178	209	Eex_IncN	7.751e-01	0
1179	458	TrbK_RP4	2.669e-11	1
1180	457	TrbK_RP4	1.498e-12	1
1181	443	TrbK_RP4	8.077e-12	1
1182	455	TrbK_RP4	2.476e-12	1
1183	111	ExcA	2.233e-01	0
1184	195	ExcA	6.390e-04	1
1185	258	ExcA	2.664e+00	0
1186	330	TrbK_RP4	9.367e-08	1
1187	330	TrbK_RP4	1.422e-07	1
1188	330	TrbK_RP4	3.052e-07	1
1189	330	TrbK_RP4	2.495e-07	1
1190	326	TrbK_RP4	6.771e-08	1
1191	330	TrbK_RP4	7.064e-08	1
1192	330	TrbK_RP4	8.660e-08	1
1193	77	Eex_IncN	1.171e+00	0
1194	330	TrbK_RP4	1.518e-07	1
1195	330	TrbK_RP4	9.786e-08	1
1196	330	TrbK_RP4	8.334e-08	1
1197	330	TrbK_RP4	7.909e-08	1
1198	330	TrbK_RP4	7.909e-08	1
1199	330	TrbK_RP4	7.855e-08	1
1200	330	TrbK_RP4	1.844e-07	1
1201	330	TrbK_RP4	6.066e-08	1
1202	330	TrbK_RP4	1.240e-07	1
1203	330	TrbK_RP4	6.148e-07	1
1204	238	TraS	2.791e-04	1
1205	342	TrbK_RP4	7.965e-09	1
1206	342	TrbK_RP4	9.638e-09	1
1207	342	TrbK_RP4	8.177e-09	1
1208	342	TrbK_RP4	7.274e-09	1
1209	342	TrbK_RP4	9.286e-09	1
1210	342	TrbK_RP4	7.274e-09	1
1211	356	TrbK_RP4	3.675e-08	1
1212	567	ExcA	3.816e-01	0
1213	154	Eex_IncN	1.465e-01	0
1214	154	Eex_IncN	1.854e-01	0
1215	347	TrbK_RP4	3.720e-08	1
1216	347	TrbK_RP4	4.465e-08	1
1217	347	TrbK_RP4	5.097e-08	1
1218	347	TrbK_RP4	3.307e-08	1
1219	347	TrbK_RP4	5.379e-08	1
1220	347	TrbK_RP4	4.285e-08	1
1221	347	TrbK_RP4	5.707e-08	1
1222	347	TrbK_RP4	1.889e-08	1
1223	347	TrbK_RP4	7.944e-08	1
1224	674	TraS	2.018e-01	0
1225	177	ExcA	2.052e-01	0
1226	177	ExcA	7.837e-01	0
1227	177	ExcA	2.688e-01	0
1228	177	ExcA	1.882e-01	0
1229	177	ExcA	2.925e-01	0
1230	114	ExcA	2.305e-01	0
1231	114	ExcA	2.578e-01	0
1232	114	ExcA	3.205e-01	0
1233	114	ExcA	2.666e-01	0
1234	68	Eex_IncN	1.823e+00	0
1235	57	TrbK_RP4	1.129e+00	0
1236	186	TraS	1.188e-03	1
1237	186	TraS	4.831e-02	0
1238	177	TraS	9.764e-01	0
1239	195	TraS	5.935e-03	1
1240	186	TraS	4.301e-04	1
1241	117	TraS	2.709e-01	0
1242	139	ExcA	2.193e-01	0
1243	86	Eex_IncN	5.432e-01	0
1244	103	Eex_IncN	7.991e-02	0
1245	229	TraS	7.164e-04	1
1246	65	TrbK_RP4	2.973e-01	0
1247	282	TraS	9.016e-01	0
1248	271	TraS	1.224e+00	0
1249	282	TraS	1.210e+00	0
1250	282	TraS	1.211e+00	0
1251	271	TraS	1.224e+00	0
1252	282	TraS	1.426e+00	0
1253	282	TraS	1.203e+00	0
1254	282	TraS	1.204e+00	0
1255	282	TraS	1.212e+00	0
1256	282	TraS	1.274e+00	0
1257	271	TraS	1.367e+00	0
1258	175	ExcA	1.451e+00	0
1259	44	ExcA	5.834e+00	0
1260	193	Eex_IncN	1.688e+00	0
1261	68	TraS	1.293e+00	0
1262	68	TrbK_RP4	8.760e-01	0
1263	275	TraS	9.128e-01	0
1264	141	TraS	1.673e-01	0
1265	141	TraS	2.614e-01	0
1266	107	ExcA	2.376e-01	0
1267	332	TrbK_RP4	1.001e-07	1
1268	325	TrbK_RP4	6.998e-08	1
1269	332	TrbK_RP4	4.874e-07	1
1270	332	TrbK_RP4	1.133e-07	1
1271	332	TrbK_RP4	7.141e-08	1
1272	315	TrbK_RP4	1.112e-06	1
1273	332	TrbK_RP4	6.984e-08	1
1274	281	TrbK_RP4	4.075e-07	1
1275	332	TrbK_RP4	1.249e-07	1
1276	332	TrbK_RP4	1.922e-07	1
1277	332	TrbK_RP4	1.402e-07	1
1278	332	TrbK_RP4	3.996e-07	1
1279	104	ExcA	2.854e-01	0
1280	105	TraS	6.657e-01	0
1281	64	ExcA	1.074e+00	0
1282	198	TrbK_RP4	1.045e+00	0
1283	130	Eex_IncN	7.662e-01	0
1284	137	TraS	4.771e-01	0
1285	130	Eex_IncN	9.829e-01	0
1286	130	Eex_IncN	6.436e-01	0
1287	189	TraS	1.545e-02	1
1288	189	TraS	1.154e-01	0
1289	189	TraS	7.657e-02	0
1290	207	TraS	1.408e-01	0
1291	53	ExcA	4.913e+00	0
1292	81	Eex_IncN	5.605e-01	0
1293	234	ExcA	4.495e-01	0
1294	234	ExcA	4.697e-01	0
1295	234	ExcA	6.605e-01	0
1296	170	ExcA	8.584e-03	1
1297	540	TrbK_RP4	2.353e-13	1
1298	492	TrbK_RP4	5.283e-12	1
1299	491	TrbK_RP4	8.450e-12	1
1300	491	TrbK_RP4	7.733e-12	1
1301	53	TraS	2.786e+00	0
1302	596	TraS	6.910e-01	0
1303	315	ExcA	1.816e-01	0
1304	315	ExcA	1.818e-01	0
1305	315	ExcA	9.645e-02	0
1306	188	ExcA	2.637e-02	0
1307	188	ExcA	2.522e-02	0
1308	224	ExcA	8.319e-02	0
1309	315	ExcA	1.074e-01	0
1310	315	ExcA	1.083e-01	0
1311	315	ExcA	1.089e-01	0
1312	315	ExcA	1.095e-01	0
1313	315	ExcA	1.076e-01	0
1314	315	ExcA	1.488e-01	0
1315	315	ExcA	1.491e-01	0
1316	123	ExcA	3.227e-02	0
1317	106	ExcA	1.392e-01	0
1318	315	ExcA	1.093e-01	0
1319	188	ExcA	3.659e-02	0
1320	189	ExcA	2.813e-02	0
1321	315	ExcA	1.079e-01	0
1322	315	ExcA	1.094e-01	0
1323	315	ExcA	1.078e-01	0
1324	198	ExcA	6.882e-01	0
1325	579	TrbK_RP4	4.566e-30	1
1326	117	Eex_IncN	2.205e+00	0
1327	332	TrbK_RP4	5.202e-07	1
1328	332	TrbK_RP4	4.345e-07	1
1329	332	TrbK_RP4	2.987e-07	1
1330	336	TrbK_RP4	1.767e-07	1
1331	260	TrbK_RP4	2.034e-01	0
1332	263	TrbK_RP4	5.200e-02	0
1333	107	TrbK_RP4	2.561e+00	0
1334	189	TraS	4.687e-03	1
1335	293	TraS	1.211e-02	1
1336	202	TraS	4.001e-01	0
1337	290	ExcA	1.792e+00	0
1338	691	TraS	1.555e-01	0
1339	339	TrbK_RP4	8.911e-09	1
1340	181	TraS	5.875e-03	1
1341	492	TrbK_RP4	2.266e-01	0
1342	445	ExcA	7.547e-01	0
1343	86	ExcA	1.792e+00	0
1344	289	TrbK_RP4	6.473e-01	0
1345	581	TrbK_RP4	8.864e-30	1
1346	93	TrbK_RP4	1.516e+00	0
1347	91	TrbK_RP4	1.220e+00	0
1348	326	TrbK_RP4	7.690e-07	1
1349	297	TraS	4.483e-03	1
1350	215	TraS	1.042e-02	1
1351	216	TraS	5.023e-03	1
1352	216	TraS	7.566e-03	1
1353	216	TraS	1.585e-02	1
1354	216	TraS	1.641e-02	1
1355	133	ExcA	1.024e+00	0
1356	145	Eex_IncN	2.338e+00	0
1357	343	ExcA	2.343e-01	0
1358	519	TrbK_RP4	9.936e-27	1
1359	343	ExcA	4.128e-01	0
1360	139	Eex_IncN	1.008e+00	0
1361	57	TraS	4.341e-01	0
1362	57	TrbK_RP4	3.404e-01	0
1363	83	ExcA	2.823e+00	0
1364	83	Eex_IncN	3.236e+00	0
1365	72	ExcA	3.411e+00	0
1366	83	Eex_IncN	4.862e+00	0
1367	83	ExcA	4.843e+00	0
1368	83	ExcA	2.242e+00	0
1369	83	Eex_IncN	2.158e+00	0
1370	83	TrbK_RP4	3.015e+00	0
1371	83	Eex_IncN	2.792e+00	0
1372	249	ExcA	1.970e-01	0
1373	132	ExcA	4.169e+00	0
1374	274	TrbK_RP4	3.353e-01	0
1375	274	TrbK_RP4	1.203e-01	0
1376	334	TrbK_RP4	3.968e-07	1
1377	513	TraS	2.485e-01	0
1378	55	TrbK_RP4	7.808e-01	0
1379	276	Eex_IncN	4.085e+00	0
1380	278	ExcA	2.476e-01	0
1381	88	TrbK_RP4	8.994e-01	0
1382	427	ExcA	3.824e-02	0
1383	242	ExcA	3.794e+00	0
1384	757	TraS	1.280e-01	0
1385	295	TraS	1.430e-04	1
1386	65	TrbK_RP4	3.589e-01	0
1387	171	TrbK_RP4	3.332e-01	0
1388	112	TraS	1.690e+00	0
1389	177	TrbK_RP4	2.993e-01	0
1390	202	TrbK_RP4	3.624e-01	0
1391	493	TrbK_RP4	2.935e-02	0
1392	184	TrbK_RP4	8.787e-01	0
1393	184	TraS	1.294e+00	0
1394	263	TraS	5.311e-01	0
1395	168	ExcA	1.925e-01	0
1396	289	TrbK_RP4	1.021e-02	1
1397	96	TraS	6.623e-01	0
1398	70	TrbK_RP4	7.078e-01	0
1399	70	TrbK_RP4	4.388e-01	0
1400	70	TrbK_RP4	5.073e-01	0
1401	70	TrbK_RP4	1.737e+00	0
1402	70	TrbK_RP4	7.082e-01	0
1403	65	TrbK_RP4	5.096e-01	0
1404	70	TrbK_RP4	7.391e-01	0
1405	71	TrbK_RP4	6.649e-01	0
1406	70	TrbK_RP4	1.992e+00	0
1407	71	TrbK_RP4	2.641e-01	0
1408	186	ExcA	9.389e-01	0
1409	172	ExcA	4.776e-02	0
1410	172	ExcA	4.992e-02	0
1411	331	TrbK_RP4	2.269e-06	1
1412	331	TrbK_RP4	2.269e-06	1
1413	475	Eex_IncN	1.303e+00	0
1414	342	Eex_IncN	3.231e+00	0
1415	474	Eex_IncN	2.877e+00	0
1416	114	ExcA	5.507e-01	0
1417	476	ExcA	1.618e+00	0
1418	642	TraS	7.041e-01	0
1419	70	TrbK_RP4	2.388e+00	0
1420	94	ExcA	7.682e-01	0
1421	94	ExcA	2.583e-01	0
1422	70	TraS	6.366e+00	0
1423	38	Eex_IncN	5.637e+00	0
1424	542	TrbK_RP4	2.558e-26	1
1425	541	TrbK_RP4	2.498e-26	1
1426	542	TrbK_RP4	1.034e-25	1
1427	542	TrbK_RP4	2.675e-26	1
1428	541	TrbK_RP4	1.298e-25	1
1429	256	Eex_IncN	2.904e+00	0
1430	66	TrbK_RP4	2.066e-01	0
1431	82	Eex_IncN	3.227e-01	0
1432	62	Eex_IncN	6.315e-01	0
1433	106	Eex_IncN	5.815e-02	0
