rank	cond_mi_bits	n_plasmids	family	is_positive_control
607	0.005959	214	NZ_MN101850.1#268	0
608	0.005938	17	OW969948.1#37	0
609	0.005933	60	NZ_CP122645.1#220	0
610	0.005901	978	NZ_CP020109.1#30	0
611	0.005901	211	NZ_OV754011.1#214	0
612	0.005882	15	NZ_CP146549.1#142	0
613	0.005881	131	NZ_OQ029478.1#16	0
614	0.005873	233	NZ_CP134354.1#31	0
615	0.00587	6	MN956836.1#274	0
616	0.00586	1178	CP139232.1#171	0
617	0.005845	592	CP057820.1#72	0
618	0.005834	115	NZ_CP115325.1#57	0
619	0.00583	94	NZ_CP047523.1#34	0
620	0.005821	867	NZ_CP063946.1#19	0
621	0.005817	596	NZ_CP040726.1#117	0
622	0.0058	6	CP082328.1#2	0
623	0.005787	5	NZ_CP100104.1#18	0
624	0.005787	5	NZ_CP100079.1#145	0
625	0.005787	5	NZ_CP100079.1#113	0
626	0.005786	4	NZ_CP128879.1#55	0
627	0.00578	254	NZ_CP149488.1#133	0
628	0.00578	444	NZ_CP115325.1#93	0
629	0.00574	9	NZ_CP124377.1#29	0
630	0.005732	35	NZ_CP151189.1#153	0
631	0.005727	14	CP095623.1#102	0
632	0.005723	238	CP054243.1#103	0
633	0.005712	5	NZ_CP076059.1#58	0
634	0.005696	545	NZ_CP095604.1#89	0
635	0.005679	882	NZ_CP055328.1#44	0
636	0.005679	274	NC_014382.1#6	0
637	0.005661	240	NZ_CP095084.1#123	0
638	0.005659	523	NZ_LS992186.1#24	0
639	0.005653	420	CP123673.1#160	0
640	0.005634	8	NZ_CP025038.1#203	0
641	0.00562	247	NZ_CP134354.1#30	0
642	0.005592	7	CP121348.1#114	0
643	0.005589	805	NZ_KY689632.1#239	0
644	0.005587	190	NZ_CP126947.1#107	0
645	0.005586	22	CP082749.1#118	0
646	0.005575	934	NZ_CP073008.1#138	0
647	0.005559	105	CP056977.1#29	0
648	0.005558	10	CP067938.1#58	0
649	0.005553	860	NZ_CP018973.1#2	0
650	0.005545	6	MZ690483.1#173	0
651	0.005539	246	CP119488.1#52	0
652	0.005511	251	NZ_CP134354.1#29	0
653	0.005493	266	NZ_CP058672.1#127	0
654	0.005476	251	CP142542.1#88	0
655	0.005475	19	NZ_CP041111.1#16	0
656	0.005471	232	OY856304.1#10	0
657	0.005471	327	NZ_CP141673.1#104	0
658	0.005445	9	CP123873.1#179	0
659	0.005434	116	CP113093.1#63	0
660	0.005409	966	CP133157.1#89	0
661	0.005369	26	NZ_CP103740.1#171	0
662	0.005364	778	NZ_CP095530.1#66	0
663	0.005363	25	NZ_CP069802.1#192	0
664	0.005363	19	NZ_CP123047.1#58	0
665	0.005357	8	NZ_CP092760.1#85	0
666	0.005353	23	NZ_CP069802.1#193	0
667	0.005351	6	CP035180.1#300	0
668	0.005336	262	NZ_CP095602.1#43	0
669	0.00532	218	NZ_CP134354.1#8	0
670	0.005311	3	CP119185.1#241	0
671	0.005296	18	NZ_LO017736.1#32	0
672	0.005294	10	CP042639.1#237	0
673	0.005284	14	NZ_CP043935.1#106	0
674	0.005273	6	NZ_CP100079.1#143	0
675	0.005258	263	NZ_LR890344.1#187	0
676	0.005251	10	NZ_CP015836.1#7	0
677	0.005246	10	NZ_CP107183.1#132	0
678	0.005242	399	NZ_CP037949.1#23	0
679	0.005225	35	NZ_MT929285.1#41	0
680	0.005211	41	NZ_CP071394.1#191	0
681	0.005202	5	NZ_LR890289.1#122	0
682	0.005199	279	NZ_CP103695.1#56	0
683	0.005194	389	NZ_CP100115.1#65	0
684	0.005191	303	NZ_MK736669.1#316	0
685	0.005189	193	NZ_CP134354.1#40	0
686	0.005187	192	CP139232.1#65	0
687	0.005187	192	CP011633.1#35	0
688	0.00516	491	NZ_CP025850.1#132	0
689	0.005146	610	NZ_OM982653.1#63	0
690	0.005144	16	OY856297.1#132	0
691	0.005141	739	NZ_CP154420.1#127	0
692	0.005136	465	NZ_CP134354.1#187	0
693	0.00513	386	NZ_CP095449.1#132	0
694	0.005127	171	NZ_CP141990.1#33	0
695	0.005108	11	CP044381.1#140	0
696	0.005084	6	CP102222.1#44	0
697	0.005082	4	NZ_CP100103.1#175	0
698	0.005075	5	NZ_CP100079.1#16	0
699	0.005063	5	MZ690483.1#250	0
700	0.005052	181	OW848959.1#98	0
701	0.005052	181	OW848959.1#97	0
702	0.00505	218	NZ_MW495061.1#14	0
703	0.005046	10	NZ_ON960346.1#21	0
704	0.005045	10	NZ_CP092760.1#97	0
705	0.005044	384	NZ_CP154420.1#132	0
706	0.005032	209	NZ_CP095604.1#28	0
707	0.005027	8	NZ_CP058550.1#53	0
708	0.005012	174	NZ_LK391770.1#83	0
709	0.005012	336	NZ_AP027444.1#1	0
710	0.004998	524	NC_022377.1#34	0
711	0.004977	5	CP097404.1#0	0
712	0.004976	383	LC744471.1#195	0
713	0.00496	62	NZ_KY495890.1#151	0
714	0.004958	27	NZ_CP014489.1#156	0
715	0.004946	161	NZ_CP122665.1#11	0
716	0.004944	3	NZ_CP092760.1#68	0
717	0.00494	5	OR902841.1#123	0
718	0.004932	65	NZ_CP117482.1#13	0
719	0.004928	368	CP090247.1#64	0
720	0.004927	4	NZ_CP092755.1#27	0
721	0.004911	180	OW848959.1#96	0
722	0.00491	62	NZ_CP010184.1#156	0
723	0.004906	5	NZ_CP100079.1#116	0
724	0.004901	7	NZ_CP058343.1#0	0
725	0.004899	766	NZ_AP026409.1#174	0
726	0.004877	155	NZ_CP012701.1#48	0
727	0.004863	6	LC620535.1#194	0
728	0.004858	4	CP146542.1#61	0
729	0.004856	498	NZ_CP014112.1#56	0
730	0.00485	6	CP110411.1#2	0
731	0.004843	4	CP119185.1#252	0
732	0.00484	5	NZ_CP100079.1#157	0
733	0.004839	616	NZ_CP025574.1#45	0
734	0.004839	8	CP031369.2#88	0
735	0.00482	202	NZ_KY798506.1#82	0
736	0.0048	5	NZ_CP041303.1#80	0
737	0.004798	30	NZ_CP021203.1#7	0
738	0.004792	5	CP059927.1#16	0
739	0.004783	159	NZ_CP133748.1#262	0
740	0.00478	262	NZ_CP133748.1#265	0
741	0.004778	62	CP067892.1#8	0
742	0.004774	18	CP056356.1#115	0
743	0.00477	511	NZ_OR805038.1#30	0
744	0.00477	145	NZ_CP083797.1#196	0
745	0.004764	4	NZ_CP100089.1#32	0
746	0.004764	4	NZ_CP100089.1#241	0
747	0.00476	740	NZ_CP097229.1#341	0
748	0.004756	19	NZ_CP132727.1#29	0
749	0.004755	540	NZ_CP142901.1#85	0
750	0.004754	549	NZ_CP007736.1#36	0
751	0.004748	312	NZ_MK736669.1#13	0
752	0.004741	7	NZ_CP092760.1#226	0
753	0.004733	7	NZ_CP098339.1#104	0
754	0.004726	57	NZ_CP081679.1#51	0
755	0.004718	9	NZ_CP095656.1#86	0
756	0.004711	380	NZ_CP117638.1#33	0
757	0.004708	4	CP044382.1#24	0
758	0.004696	217	NZ_OQ029478.1#68	0
759	0.004693	4	NZ_CP100079.1#159	0
760	0.004679	3	NZ_CP092755.1#53	0
761	0.004669	37	NZ_CP133748.1#240	0
762	0.004668	38	NZ_KT725789.1#0	0
763	0.004652	9	CP042600.1#113	0
764	0.004648	3	CP042601.1#14	0
765	0.004643	461	NZ_CP134354.1#112	0
766	0.004643	177	NZ_CP055056.1#95	0
767	0.004643	12	CP042600.1#97	0
768	0.004642	177	NZ_CP047601.1#111	0
769	0.004638	176	OW969807.1#53	0
770	0.004629	209	NZ_CP135248.1#64	0
771	0.004625	442	CP139232.1#125	0
772	0.004621	41	NZ_LT984690.1#56	0
773	0.004611	799	NZ_MT929285.1#226	0
774	0.004608	235	CP056956.1#69	0
775	0.004585	290	CP008791.1#63	0
776	0.004577	5	NZ_AP026395.1#116	0
777	0.00457	122	NZ_CP129772.1#216	0
778	0.004567	108	NZ_OP038277.1#97	0
779	0.004566	197	NZ_CP070599.1#93	0
780	0.004558	1090	NZ_CP063946.1#198	0
781	0.004556	6	NZ_CP051492.1#290	0
782	0.004546	176	NZ_CP084808.1#103	0
783	0.004546	176	CP052165.1#48	0
784	0.004539	72	OZ026773.1#47	0
785	0.004538	8	CP044394.1#40	0
786	0.004537	257	NZ_CP115325.1#111	0
787	0.004534	5	MZ690487.1#314	0
788	0.004533	10	NZ_CP032810.1#2	0
789	0.004532	119	NZ_CP103684.1#159	0
790	0.00453	318	AP026744.1#52	0
791	0.004529	5	NZ_AP027789.1#75	0
792	0.004529	10	NZ_CP051708.1#25	0
793	0.004511	7	NZ_CP019904.1#0	0
794	0.004506	114	NZ_OR724976.1#89	0
795	0.004505	3	CP119565.2#156	0
796	0.004499	4	NZ_CP045828.1#90	0
797	0.004496	677	NZ_CP149488.1#43	0
798	0.004493	228	NZ_OL790812.1#3106	0
799	0.004491	5	NZ_CP128597.1#11	0
800	0.004489	4	NZ_CP024236.1#141	0
801	0.004487	5	NZ_OP378644.1#199	0
802	0.004484	7	NZ_AP027489.1#113	0
803	0.004472	154	NZ_CP141082.1#26	0
804	0.004471	282	NZ_CP019018.1#108	0
805	0.004469	187	NZ_MK430046.1#74	0
806	0.004466	32	NZ_CP134354.1#103	0
807	0.004465	769	NZ_CP069993.1#124	0
808	0.004448	20	NZ_CP102635.1#105	0
809	0.004437	969	NZ_KY401053.1#229	0
810	0.004429	494	NZ_CP149488.1#213	0
811	0.00442	454	NZ_CP133279.1#176	0
812	0.004415	54	NC_011812.1#71	0
813	0.004414	324	NZ_CP154420.1#83	0
814	0.004413	64	NZ_CP062874.1#10	0
815	0.004411	1294	NZ_CP085104.1#99	0
816	0.004409	5	CP113223.1#68	0
817	0.004406	18	CP067892.1#43	0
818	0.004395	168	CP059945.1#9	0
819	0.004389	336	NZ_AP027418.1#189	0
820	0.004384	808	NZ_OR724976.1#6	0
821	0.004384	270	NZ_MW633522.1#50	0
822	0.004383	390	CP095582.1#97	0
823	0.004364	4	NZ_CP092760.1#167	0
824	0.004351	196	NZ_PP024954.1#65	0
825	0.004341	381	NZ_CP110998.1#102	0
826	0.004338	13	CP057730.1#201	0
827	0.004334	8	CP128745.1#141	0
828	0.004323	23	CP043253.1#57	0
829	0.004322	340	NZ_CP053248.1#2	0
830	0.004319	89	NZ_CP089137.1#4	0
831	0.004309	343	NZ_CP115325.1#17	0
832	0.004297	9	NZ_AP025756.1#77	0
833	0.004293	926	NZ_CP126816.1#140	0
834	0.004289	11	NZ_CP020903.1#179	0
835	0.004283	423	NZ_CP099763.1#183	0
836	0.004281	730	NZ_LS992194.1#1	0
837	0.004278	13	CP057471.1#55	0
838	0.004277	423	NZ_CP134354.1#203	0
839	0.004272	4	NZ_CP100079.1#144	0
840	0.004272	4	NZ_CP100079.1#117	0
841	0.004269	540	NZ_CP056139.1#167	0
842	0.004265	224	NZ_CP069948.1#11	0
843	0.004261	7	CP096993.1#60	0
844	0.004251	163	NZ_CP009231.1#83	0
845	0.004247	71	NZ_CP143416.1#110	0
846	0.004245	1200	NZ_CP127500.1#52	0
847	0.00424	140	CP057156.1#20	0
848	0.004237	5	NZ_CP093857.1#247	0
849	0.004235	3	CP082328.1#24	0
850	0.004229	105	CP043253.1#78	0
851	0.004226	301	NZ_OZ040540.1#114	0
852	0.004224	8	CP082329.1#26	0
853	0.004223	188	NZ_MZ152093.1#40	0
854	0.004222	822	NZ_CP139388.1#148	0
855	0.004218	218	CP067847.1#49	0
856	0.004218	5	NZ_CP085199.1#189	0
857	0.004216	161	NZ_CP139804.1#86	0
858	0.004216	33	NZ_CP125082.1#34	0
859	0.004213	241	CP139232.1#123	0
860	0.004209	238	NZ_CP056386.1#79	0
861	0.004202	808	CP008701.1#55	0
862	0.004201	4	NZ_CP100079.1#121	0
863	0.004201	422	AP027847.1#55	0
864	0.004201	55	CP088454.1#2	0
865	0.004189	14	NZ_MN200941.1#191	0
866	0.004179	459	AP027847.1#54	0
867	0.004173	123	NZ_CP122717.1#80	0
868	0.004163	4	NZ_KP119165.1#197	0
869	0.004162	303	AP027847.1#112	0
870	0.004162	970	NZ_CP050380.1#249	0
871	0.004162	8	NZ_MG288683.1#99	0
872	0.00416	3	NZ_CP092760.1#135	0
873	0.00416	3	NZ_CP092760.1#120	0
874	0.00416	3	NZ_CP092754.1#184	0
875	0.004159	4	NZ_CP126932.1#94	0
876	0.004155	3	NZ_CP010158.1#102	0
877	0.004155	6	NZ_CP073789.1#77	0
878	0.004148	5	LC620535.1#197	0
879	0.004147	652	NZ_CP093070.1#6	0
880	0.004141	223	NZ_CP126816.1#103	0
881	0.00414	126	NZ_CP133279.1#155	0
882	0.004139	7	NZ_CP091599.1#91	0
883	0.004136	229	NZ_CP128614.1#117	0
884	0.004135	20	NZ_CP055110.1#46	0
885	0.004131	224	NZ_CP098372.1#185	0
886	0.004128	196	CP142533.1#74	0
887	0.004128	752	KY075659.1#15	0
888	0.004118	4	CP128684.1#125	0
889	0.004114	498	NZ_CP154420.1#129	0
890	0.004113	7	NZ_CP141199.1#40	0
891	0.004112	7	NZ_CP048360.1#12	0
892	0.004105	107	NZ_CP132737.1#351	0
893	0.004103	8	NZ_CP083875.1#23	0
894	0.0041	5	CP022610.1#40	0
895	0.0041	177	NZ_CP110968.1#156	0
896	0.0041	177	CP052165.1#51	0
897	0.0041	177	CP052165.1#49	0
898	0.0041	177	CP052165.1#47	0
899	0.0041	21	CP146579.1#159	0
900	0.004096	209	NZ_CP104607.1#58	0
901	0.004086	4	NZ_CP092760.1#245	0
902	0.004085	273	CP053919.1#69	0
903	0.004079	234	CP026280.1#136	0
904	0.004071	180	NZ_MK262712.1#218	0
905	0.004071	180	NZ_CP155656.1#358	0
906	0.004069	34	NZ_CP122493.1#199	0
907	0.004067	375	CP044306.1#52	0
908	0.004067	414	CP147853.1#35	0
909	0.004061	362	NZ_CP098354.1#142	0
910	0.004059	3	NZ_CP100103.1#66	0
911	0.004059	3	NZ_CP100089.1#252	0
912	0.004059	3	NZ_CP100088.1#31	0
913	0.004054	3	CP082329.1#110	0
914	0.004052	501	NZ_CP134354.1#1	0
915	0.004052	226	NZ_CP128614.1#116	0
916	0.004045	356	NZ_CP141592.1#58	0
917	0.004043	9	NZ_CP051656.1#15	0
918	0.004042	188	CP142533.1#72	0
919	0.004042	803	NZ_CP050761.1#11	0
920	0.004039	10	CP044394.1#25	0
921	0.004032	8	CP044378.1#168	0
922	0.004028	384	NZ_CP115325.1#25	0
923	0.004028	800	NZ_CP098380.1#259	0
924	0.004026	801	NZ_CP053569.1#353	0
925	0.004024	181	NZ_MK262712.1#217	0
926	0.004024	181	NZ_AP019688.1#177	0
927	0.004023	51	NZ_CP149215.1#25	0
928	0.004022	804	CP082699.1#89	0
929	0.004021	4	NZ_MG736312.1#94	0
930	0.004019	6	CP042616.1#276	0
931	0.004015	180	NZ_MK262712.1#220	0
932	0.004013	158	NZ_CP056698.1#14	0
933	0.004008	5	NZ_CP140500.1#14	0
934	0.004003	4	CP119185.1#191	0
935	0.004	78	CP064821.1#185	0
936	0.003991	4	CP119185.1#46	0
937	0.003986	3	NZ_CP092760.1#143	0
938	0.003978	155	NZ_CP095650.1#9	0
939	0.003972	417	NZ_MT039219.1#16	0
940	0.003972	7	NZ_CP051311.1#77	0
941	0.003972	815	CP138712.1#5	0
942	0.00397	122	NZ_CP047668.1#219	0
943	0.003966	79	CP142574.1#11	0
944	0.003962	905	NZ_OR095746.1#21	0
945	0.003961	76	NZ_CP139178.1#7	0
946	0.003946	1140	CP128703.1#94	0
947	0.003945	86	NZ_OQ029478.1#13	0
948	0.003935	2	NZ_CP051274.1#259	0
949	0.003935	2	CP042616.1#228	0
950	0.003935	2	NZ_CP051274.1#256	0
951	0.003935	2	CP042616.1#246	0
952	0.003925	41	NZ_CP151189.1#156	0
953	0.003924	5	NZ_MT809701.1#101	0
954	0.003918	246	NZ_CP089386.1#216	0
955	0.003912	274	NZ_CP097678.1#178	0
956	0.003909	14	CP052400.1#128	0
957	0.003906	120	NZ_OQ029478.1#19	0
958	0.003904	6	CP027696.1#104	0
959	0.0039	383	NZ_CP115325.1#19	0
960	0.003897	233	NZ_CP134354.1#27	0
961	0.003894	3	MZ690486.1#253	0
962	0.00389	71	CP031284.1#313	0
963	0.003889	562	NZ_CP104122.1#90	0
964	0.003886	58	NZ_CP069561.1#61	0
965	0.003882	209	CP067892.1#41	0
966	0.003882	80	NZ_CP147592.1#118	0
967	0.003879	136	NZ_CP055107.1#88	0
968	0.003874	3	NZ_CP092755.1#132	0
969	0.003871	778	NZ_CP126816.1#30	0
970	0.00387	219	NZ_CP146664.1#20	0
971	0.003866	6	LC521851.1#19	0
972	0.003861	337	NZ_CP031614.1#126	0
973	0.003861	4	CP096599.1#375	0
974	0.00386	25	NZ_CP051373.1#143	0
975	0.003848	6	NZ_CP066109.1#188	0
976	0.003846	6	NZ_KR078259.1#89	0
977	0.003846	372	AP027847.1#106	0
978	0.003846	220	NZ_MW509820.1#164	0
979	0.003843	122	NZ_CP133748.1#43	0
980	0.003843	559	NZ_CP118040.1#4	0
981	0.00384	184	NZ_CP128908.1#71	0
982	0.00384	323	NZ_CP115325.1#147	0
983	0.00384	8	CP059945.1#39	0
984	0.003836	200	NZ_CP026371.1#44	0
985	0.003834	184	NZ_OZ040540.1#32	0
986	0.003832	4	NZ_CP148538.1#47	0
987	0.003828	3	NZ_CP051277.1#55	0
988	0.003827	272	CP142527.1#24	0
989	0.003813	13	NZ_CP065153.1#97	0
990	0.003812	16	CP082749.1#66	0
991	0.003803	25	NZ_AP027418.1#140	0
992	0.003802	67	NZ_CP063517.1#48	0
993	0.003801	264	NZ_CP024157.1#101	0
994	0.003798	6	CP101952.1#53	0
995	0.003791	553	NZ_OR724976.1#143	0
996	0.003789	4	CP121348.1#95	0
997	0.003786	271	NZ_CP092760.1#12	0
998	0.003781	5	NZ_CP122932.1#55	0
999	0.003781	8	NZ_OL763373.1#158	0
1000	0.003779	23	NC_019094.1#60	0
1001	0.003772	234	NZ_CP134354.1#32	0
1002	0.003768	802	NZ_OR724976.1#190	0
1003	0.003759	366	NZ_MG656414.1#101	0
1004	0.003758	222	NZ_CP070599.1#98	0
1005	0.003754	812	NZ_OR724976.1#1	0
1006	0.003751	364	AP027847.1#108	0
1007	0.003741	779	NZ_OR724976.1#180	0
1008	0.00374	205	CP008701.1#108	0
1009	0.003739	4	MN868654.1#103	0
1010	0.003736	30	NZ_CP107494.1#128	0
1011	0.003733	130	NZ_CP133279.1#134	0
1012	0.003732	7	CP133157.1#43	0
1013	0.003732	111	NZ_OQ029478.1#11	0
1014	0.003729	230	NZ_CP128614.1#115	0
1015	0.003726	123	NZ_MK262712.1#215	0
1016	0.003726	272	NZ_CP009777.1#178	0
1017	0.003717	278	NZ_MW390534.1#64	0
1018	0.003707	7	NZ_MZ156799.1#492	0
1019	0.0037	15	CP090249.1#312	0
1020	0.0037	79	NZ_OK605583.1#4	0
1021	0.003698	4	NZ_CP100079.1#13	0
1022	0.003697	795	NZ_CP106839.1#255	0
1023	0.003692	595	NZ_OR724976.1#224	0
1024	0.00369	5	NZ_MN604267.1#234	0
1025	0.003681	3	CP044386.1#89	0
1026	0.003675	8	NZ_CP134364.1#11	0
1027	0.003675	797	NZ_MF174859.1#86	0
1028	0.003674	9	NZ_CP015239.1#0	0
1029	0.00367	542	NZ_CP058154.1#56	0
1030	0.003669	402	NZ_CP128597.1#191	0
1031	0.003668	6	NZ_CP124496.1#12	0
1032	0.003664	134	NZ_CP133279.1#129	0
1033	0.003664	222	NZ_CP045676.1#75	0
1034	0.003661	3	OR902841.1#186	0
1035	0.00366	104	CP110564.1#203	0
1036	0.003655	9	NZ_AP027418.1#141	0
1037	0.003653	8	NZ_AP027418.1#198	0
1038	0.003652	281	NZ_CP120634.1#11	0
1039	0.003652	180	NZ_KT725789.1#85	0
1040	0.003648	10	NZ_MW464182.1#125	0
1041	0.003646	65	NZ_MT318677.1#184	0
1042	0.003646	38	NZ_CP061127.1#166	0
1043	0.003642	810	NZ_OR724976.1#18	0
1044	0.003638	2	NZ_CP098236.1#4	0
1045	0.003638	2	NZ_CP098236.1#2	0
1046	0.003638	2	NZ_CP098207.1#5	0
1047	0.003638	2	CP061234.1#105	0
1048	0.003635	152	NZ_CP155556.1#60	0
1049	0.003635	21	NZ_CP038275.1#20	0
1050	0.00363	62	NZ_CP053298.1#43	0
1051	0.00363	238	AP028550.1#114	0
1052	0.003628	3	NZ_CP092760.1#201	0
1053	0.003628	533	NZ_KP276584.1#110	0
1054	0.003628	100	NZ_PP024954.1#292	0
1055	0.003625	232	NZ_CP149201.1#101	0
1056	0.003619	7	CP067653.1#15	0
1057	0.003602	640	NZ_MT232840.1#108	0
1058	0.0036	5	NZ_CP148534.1#59	0
1059	0.003599	205	NZ_CP094480.1#22	0
1060	0.003598	78	OW969616.1#73	0
1061	0.003587	4	NZ_CP051274.1#236	0
1062	0.003581	179	NZ_CP135466.1#20	0
1063	0.003581	541	NZ_AP022140.1#29	0
1064	0.003579	101	NZ_PP024954.1#291	0
1065	0.003575	3	OR902841.1#201	0
1066	0.003571	7	NZ_CP053104.1#34	0
1067	0.003568	3	NZ_CP100104.1#15	0
1068	0.003568	3	NZ_CP100103.1#187	0
1069	0.003568	3	NZ_CP100088.1#92	0
1070	0.003568	3	NZ_CP100079.1#155	0
1071	0.003568	3	NZ_CP063940.1#220	0
1072	0.003566	86	NZ_CP151189.1#154	0
1073	0.003565	27	CP122858.1#5	0
1074	0.003559	11	CP061234.1#139	0
1075	0.003554	130	NZ_CP133279.1#132	0
1076	0.003551	5	CP044386.1#99	0
1077	0.003549	3	NZ_CP051274.1#129	0
1078	0.003548	7	OW967997.1#84	0
1079	0.003545	4	OW969948.1#8	0
1080	0.003539	19	CP012113.1#127	0
1081	0.003538	10	NZ_CP086605.1#16	0
1082	0.003536	2	MN868654.1#56	0
1083	0.003536	2	CP082328.1#4	0
1084	0.003536	9	NZ_AP027418.1#156	0
1085	0.003536	2	CP119185.1#106	0
1086	0.003535	141	NZ_CP133279.1#136	0
1087	0.003532	30	NZ_MN101853.1#200	0
1088	0.003532	571	NZ_CP137921.1#216	0
1089	0.003532	48	NZ_CP134354.1#116	0
1090	0.003531	572	NZ_CP137921.1#79	0
1091	0.00353	5	CP070330.1#41	0
1092	0.003527	2	NZ_CP092760.1#58	0
1093	0.003527	2	NZ_CP092760.1#292	0
1094	0.003527	2	NZ_CP092754.1#199	0
1095	0.003527	2	NZ_CP092754.1#145	0
1096	0.003524	543	NZ_CP142975.1#31	0
1097	0.003522	43	NZ_MF344566.1#194	0
1098	0.003519	15	NZ_OL763373.1#254	0
1099	0.003519	42	NZ_CP151189.1#155	0
1100	0.003519	31	NZ_CP147592.1#60	0
1101	0.003519	6	NZ_CP138727.1#138	0
1102	0.003519	28	CP138711.1#135	0
1103	0.003519	15	CP052400.1#127	0
1104	0.003519	15	CP052400.1#125	0
1105	0.003519	15	CP052400.1#124	0
1106	0.003519	15	CP052400.1#123	0
1107	0.003519	15	CP052400.1#122	0
1108	0.003519	15	CP052400.1#121	0
1109	0.003518	6	CP042601.1#79	0
1110	0.003517	12	CP088409.1#107	0
1111	0.003517	779	NZ_MT499884.1#28	0
1112	0.00351	19	NZ_CP024876.1#20	0
1113	0.003509	25	NZ_CP124867.1#131	0
1114	0.003509	27	NZ_CP045691.1#121	0
1115	0.003504	3	CP059945.1#124	0
1116	0.003501	11	CP096993.1#5	0
1117	0.003497	308	CP099153.1#78	0
1118	0.003491	17	CP088741.1#109	0
1119	0.003488	66	NZ_CP100737.1#117	0
1120	0.003488	96	NZ_CP126947.1#97	0
1121	0.003488	81	NZ_OZ040540.1#29	0
1122	0.00348	16	NZ_MN604268.1#14	0
1123	0.00348	13	CP082328.1#44	0
1124	0.00348	363	AP027847.1#110	0
1125	0.003479	26	NZ_CP075261.1#162	0
1126	0.003478	322	NZ_CP154420.1#87	0
1127	0.003477	362	CP119565.2#140	0
1128	0.003472	9	CP042639.1#390	0
1129	0.00347	129	NZ_CP133748.1#128	0
1130	0.003468	187	CP052364.1#31	0
1131	0.003463	822	NZ_OR724976.1#60	0
1132	0.00346	127	NZ_CP129220.1#54	0
1133	0.003459	39	NZ_CP067418.1#318	0
1134	0.003458	8	NZ_CP085198.1#35	0
1135	0.003454	89	NZ_CP051653.1#88	0
1136	0.003454	4	CP054243.1#101	0
1137	0.003452	5	NZ_CP082226.1#30	0
1138	0.003449	385	NZ_CP118040.1#1	0
1139	0.003446	155	NZ_MT810353.1#146	0
1140	0.003446	155	NZ_CP154420.1#54	0
1141	0.003441	14	NZ_AP022353.1#62	0
1142	0.003439	91	NZ_CP095138.1#49	0
1143	0.003437	765	CP044306.1#68	0
1144	0.003435	10	NZ_CP051382.1#85	0
1145	0.003435	10	NC_019114.1#211	0
1146	0.003435	387	NZ_CP118040.1#2	0
1147	0.003432	814	NZ_AP026394.1#221	0
1148	0.003432	3	NZ_CP099872.1#51	0
1149	0.003419	6	CP042639.1#323	0
1150	0.003418	4	CP061837.1#67	0
1151	0.003412	4	NZ_MF174859.1#168	0
1152	0.003412	4	NZ_CP051274.1#312	0
1153	0.003412	4	NZ_OR724978.1#253	0
1154	0.00341	124	NZ_CP147592.1#16	0
1155	0.00341	239	NZ_CP145711.1#24	0
1156	0.003408	28	NZ_AP026962.1#160	0
1157	0.003408	10	NZ_MH909331.1#62	0
1158	0.0034	4	NZ_CP012884.1#2	0
1159	0.003399	28	NZ_CP148410.1#6	0
1160	0.003397	2	NZ_AP026394.1#93	0
1161	0.003397	2	CP048303.1#148	0
1162	0.003397	4	CP022610.1#16	0
1163	0.003396	6	OR902841.1#153	0
1164	0.003396	547	NZ_CP148332.1#52	0
1165	0.003392	10	NZ_CP073769.1#57	0
1166	0.003387	23	NZ_CP033799.1#44	0
1167	0.003385	502	NZ_OR724976.1#91	0
1168	0.003384	149	MZ690486.1#358	0
1169	0.003381	8	NZ_AP024174.1#171	0
1170	0.003379	5	CP044024.1#69	0
1171	0.003377	7	NZ_CP020519.1#95	0
1172	0.003375	297	CP100030.1#64	0
1173	0.003374	27	NZ_CP148335.1#100	0
1174	0.003372	17	NZ_MN647789.1#69	0
1175	0.00337	3	CP119185.1#190	0
1176	0.003365	218	NZ_LR890485.1#216	0
1177	0.003362	184	NZ_CP051696.1#45	0
1178	0.003361	181	CP044369.1#118	0
1179	0.003361	2	CP095582.1#102	0
1180	0.00336	6	NZ_CP092760.1#106	0
1181	0.003357	343	NZ_CP115325.1#16	0
1182	0.003355	402	NZ_CP122493.1#64	0
1183	0.003355	273	NZ_CP124360.1#10	0
1184	0.003353	2	NZ_CP092754.1#63	0
1185	0.003351	387	NZ_CP115325.1#23	0
1186	0.003351	7	NZ_CP138420.1#48	0
1187	0.003347	386	NZ_CP115325.1#22	0
1188	0.003339	819	NZ_CP026642.1#131	0
1189	0.003336	177	CP042601.1#73	0
1190	0.003334	85	NZ_CP133748.1#263	0
1191	0.003331	25	NZ_CP045714.1#116	0
1192	0.003327	13	CP096993.1#6	0
1193	0.003326	7	CP082562.1#51	0
1194	0.003324	273	NZ_CP149488.1#134	0
1195	0.003324	223	AP022134.1#78	0
1196	0.003323	384	NZ_CP115325.1#18	0
1197	0.003322	127	NZ_CP117482.1#135	0
1198	0.003316	220	CP142571.1#57	0
1199	0.003316	5	NZ_KY271406.1#74	0
1200	0.00331	20	CP122813.1#87	0
1201	0.003308	765	NZ_OR724976.1#122	0
1202	0.003305	10	NZ_CP128908.1#27	0
1203	0.003303	5	CP148773.1#72	0
1204	0.003303	5	CP027377.1#1	0
1205	0.003302	6	NZ_CP070163.1#0	0
1206	0.0033	61	NZ_MK262712.1#98	0
1207	0.0033	224	NZ_CP070599.1#99	0
1208	0.003287	6	NZ_CP014496.1#56	0
1209	0.003285	2	NZ_CP043933.1#174	0
