seed	gene	product	aa	start	end	strand	n_families	families
IncC_pVCR94	EEL44_05810	conjugal transfer protein TraH	477	87017	88450	1	1	TraH(PF06122):336.2
IncC_pVCR94	EEL44_05815	conjugal transfer protein TraG	1204	88463	92077	1	1	TraG_N(PF07916):375.3
IncC_pVCR94	EEL44_05820	permease	120	92115	92477	-1	0	
IncC_pVCR94	EEL44_05825	nucleotide excision repair protein	90	93193	93465	1	1	HTH_35(PF13693):57.1
IncC_pVCR94	EEL44_05830	lytic transglycosylase domain-containing protein	177	93465	93998	1	1	SLT(PF01464):34.1
IncC_pVCR94	EEL44_05835	transcriptional regulator	202	94009	94617	1	1	FlhD(PF05247):53.5
IncC_pVCR94	EEL44_05840	regulator	183	94614	95165	1	1	FlhC(PF05280):31.8
IncC_pVCR94	EEL44_05845	DNA-binding protein	139	95225	95644	-1	1	Histone_HNS_N(PF22470):46.2
IncC_pVCR94	EEL44_05850	hypothetical protein	97	95646	95939	-1	0	
IncC_pVCR94	EEL44_05855	ParM/StbA family protein	327	95956	96939	-1	2	ALP_N(PF17989):113.9;MreB-like_C(PF21522):42.5
IncC_pVCR94	EEL44_05860	hypothetical protein	188	97411	97977	1	1	MobI(PF19456):107.9
IncC_pVCR94	EEL44_05865	hypothetical protein	95	97982	98269	1	0	
IncC_pVCR94	EEL44_05870	plasmid replication protein	366	98254	99354	1	0	
IncC_pVCR94	EEL44_05875	hypothetical protein	93	99700	99981	1	0	
IncC_pVCR94	EEL44_05880	hypothetical protein	61	100002	100187	-1	0	
IncC_pVCR94	EEL44_05885	hypothetical protein	144	100391	100825	-1	0	
IncC_pVCR94	EEL44_05890	phosphohydrolase	371	100843	101958	-1	1	PAPS_reduct(PF01507):34.2
IncC_pVCR94	EEL44_05895	hypothetical protein	202	102227	102835	1	0	
IncC_pVCR94	EEL44_05900	hypothetical protein	173	102840	103361	1	0	
IncC_pVCR94	EEL44_05905	hypothetical protein	173	103364	103885	1	0	
IncC_pVCR94	EEL44_05910	hypothetical protein	147	104012	104455	1	0	
IncC_pVCR94	EEL44_05915	hypothetical protein	104	104445	104759	1	0	
IncC_pVCR94	EEL44_05920	hypothetical protein	284	104764	105618	1	0	
IncC_pVCR94	EEL44_05925	S49 family peptidase	325	105600	106577	1	2	Peptidase_S49(PF01343):121.9;CLP_protease(PF00574):22.1
IncC_pVCR94	EEL44_05930	DsbA family protein	286	106593	107453	1	3	Thioredoxin_4(PF13462):67.4;DSBA(PF01323):60.2;Thioredoxin_2(PF13098):36.7
IncC_pVCR94	EEL44_05935	hypothetical protein	142	107487	107915	1	0	
IncC_pVCR94	EEL44_05940	hypothetical protein	119	107972	108331	1	0	
IncC_pVCR94	EEL44_05945	Fe3+-siderophore ABC transporter permease	148	108331	108777	1	0	
IncC_pVCR94	EEL44_05950	nitrite reductase	172	108774	109292	1	0	
IncC_pVCR94	EEL44_05955	hypothetical protein	76	109292	109522	1	0	
IncC_pVCR94	EEL44_05960	hypothetical protein	285	109509	110366	1	0	
IncC_pVCR94	EEL44_05965	hypothetical protein	62	110392	110580	1	0	
IncC_pVCR94	EEL44_05970	nuclease	175	110597	111124	1	1	SNase(PF00565):98.5
IncC_pVCR94	EEL44_05975	HU family DNA-binding protein	90	111182	111454	1	2	Bac_DNA_binding(PF00216):118.9;HU-HIG(PF18291):30.9
IncC_pVCR94	EEL44_05980	chromosome segregation protein ParM	97	111542	111835	1	0	
IncC_pVCR94	EEL44_05985	helix-turn-helix domain-containing protein	100	111862	112164	-1	2	HTH_37(PF13744):28.5;HTH_3(PF01381):28.0
IncC_pVCR94	EEL44_05990	diaminopimelate decarboxylase	116	112169	112519	-1	1	Gp49(PF05973):81.8
IncC_pVCR94	EEL44_05995	transcriptional regulator	182	112682	113230	1	1	ParB_C(PF23552):31.0
IncC_pVCR94	EEL44_06000	hypothetical protein	83	113320	113571	1	0	
IncC_pVCR94	EEL44_06005	hypothetical protein	64	113571	113765	1	0	
IncC_pVCR94	EEL44_06010	hypothetical protein	123	113776	114147	1	0	
IncC_pVCR94	EEL44_06015	hypothetical protein	156	114140	114610	1	0	
IncC_pVCR94	EEL44_06020	hypothetical protein	113	114625	114966	-1	0	
IncC_pVCR94	EEL44_06025	DUF1643 domain-containing protein	153	115084	115545	1	1	DUF1643(PF07799):93.1
IncC_pVCR94	EEL44_06030	hypothetical protein	165	115548	116045	1	0	
IncC_pVCR94	EEL44_06035	IS6 family transposase IS15DIV	234	116311	117015	1	3	DDE_Tnp_IS240(PF13610):164.3;rve(PF00665):37.3;DDE_Tnp_IS66(PF03050):27.3
IncC_pVCR94	EEL44_06045	hypothetical protein	73	117155	117376	-1	0	
IncC_pVCR94	EEL44_06050	resolvase	92	117373	117651	-1	0	
IncC_pVCR94	EEL44_06055	hypothetical protein	61	117677	117862	1	0	
IncC_pVCR94	EEL44_06060	hypothetical protein	112	117859	118197	-1	0	
IncC_pVCR94	tet(C)	tetracycline efflux MFS transporter Tet(C)	396	118101	119291	-1	3	MFS_1(PF07690):162.8;Sugar_tr(PF00083):40.6;MFS_1_like(PF12832):32.9
IncC_pVCR94	EEL44_06075	TetR family transcriptional regulator	219	119384	120043	1	2	TetR_C_1(PF02909):107.8;TetR_N(PF00440):58.9
IncC_pVCR94	EEL44_06085	IS6 family transposase IS15DIV	234	120642	121346	1	3	DDE_Tnp_IS240(PF13610):164.3;rve(PF00665):37.3;DDE_Tnp_IS66(PF03050):27.3
IncC_pVCR94	EEL44_06095	hypothetical protein	161	122056	122541	-1	3	Sigma70_r4_2(PF08281):31.1;HTH_24(PF13412):25.1;HTH_IclR(PF09339):23.8
IncC_pVCR94	EEL44_06100	TlpA family protein disulfide reductase	161	122566	123051	-1	4	Redoxin(PF08534):66.6;AhpC-TSA(PF00578):61.0;Thioredoxin_8(PF13905):42.2;Thioredoxin_2(PF13098):34.2
IncC_pVCR94	EEL44_06105	ABC transporter ATP-binding protein	231	123038	123733	-1	2	ABC_tran(PF00005):125.7;AAA_21(PF13304):31.6
IncC_pVCR94	EEL44_06110	ABC transporter permease	376	123738	124868	-1	2	FtsX(PF02687):66.4;MacB_PCD(PF12704):42.5
IncC_pVCR94	EEL44_06115	ABC transporter permease	427	124858	126141	-1	2	FtsX(PF02687):78.2;MacB_PCD(PF12704):38.4
IncC_pVCR94	EEL44_06120	DUF2318 domain-containing protein	459	126144	127523	-1	2	FtrD-like(PF10080):99.0;YHS(PF04945):61.8
IncC_pVCR94	EEL44_06125	iron transporter	175	127627	128154	-1	1	Iron_transport(PF10634):234.3
IncC_pVCR94	EEL44_06130	FTR1 family iron permease	628	128195	130081	-1	1	FTR1(PF03239):170.2
IncC_pVCR94	EEL44_06135	hypothetical protein	61	130084	130269	-1	0	
IncC_pVCR94	EEL44_06140	Na(+)-translocating NADH-quinone reductase subunit C	271	130428	131243	-1	1	FMN_bind(PF04205):45.3
IncC_pVCR94	EEL44_06145	protein disulfide oxidoreductase	168	131426	131932	-1	4	Redoxin(PF08534):54.7;AhpC-TSA(PF00578):52.8;Thioredoxin(PF00085):39.9;Thioredoxin_8(PF13905):36.6
IncC_pVCR94	EEL44_06150	scsC protein	52	131922	132080	-1	1	DSBA(PF01323):33.4
IncC_pVCR94	EEL44_06155	hypothetical protein	60	132102	132284	1	0	
IncC_pVCR94	tetC	putative tetracyline resistance transcriptional regulator TetC	222	134857	135525	1	1	TetR_N(PF00440):53.6
IncC_pVCR94	tet(B)	tetracycline efflux MFS transporter Tet(B)	401	135638	136843	-1	2	MFS_1(PF07690):185.0;Sugar_tr(PF00083):29.1
IncC_pVCR94	EEL44_06190	TetR family transcriptional regulator	208	136922	137548	1	2	TetR_C_1(PF02909):105.0;TetR_N(PF00440):49.9
IncC_pVCR94	EEL44_06195	ArsR family transcriptional regulator	228	137526	138212	-1	2	HTH_5(PF01022):34.6;HTH_20(PF12840):31.1
IncC_pVCR94	EEL44_06200	amino acid-binding protein	119	138220	138579	-1	0	
IncC_pVCR94	EEL44_06205	IS5-like element ISKpn26 family transposase	326	138624	139604	1	2	DDE_Tnp_1(PF01609):123.7;DUF772(PF05598):89.2
IncC_pVCR94	EEL44_06210	antibiotic biosynthesis monooxygenase	87	139799	140062	-1	1	ABM(PF03992):35.4
IncC_pVCR94	EEL44_06220	hypothetical protein	63	140790	140981	-1	0	
IncC_pVCR94	EEL44_06225	type A-1 chloramphenicol O-acetyltransferase	219	141035	141694	1	1	CAT(PF00302):382.6
IncC_pVCR94	EEL44_06230	GNAT family N-acetyltransferase	125	141895	142272	-1	2	Acetyltransf_1(PF00583):41.0;Acetyltransf_7(PF13508):31.0
IncC_pVCR94	EEL44_06235	Tn3-like element TnAs3 family transposase	988	142339	145305	-1	2	DDE_Tnp_Tn3(PF01526):528.3;DUF4158(PF13700):192.4
IncC_pVCR94	EEL44_06240	recombinase family protein	186	145308	145868	-1	2	Resolvase(PF00239):129.3;HTH_7(PF02796):56.7
IncC_pVCR94	EEL44_06255	IS6 family transposase IS15DIV	234	146134	146838	-1	3	DDE_Tnp_IS240(PF13610):164.3;rve(PF00665):37.3;DDE_Tnp_IS66(PF03050):27.3
IncC_pVCR94	EEL44_06260	recombinase family protein	175	146874	147401	1	1	Resolvase(PF00239):114.6
IncC_pVCR94	EEL44_06270	IS3 family transposase	360	148478	149560	-1	2	rve(PF00665):65.9;rve_3(PF13683):45.3
IncC_pVCR94	EEL44_06275	hypothetical protein	132	149557	149955	-1	1	HTH_Tnp_1(PF01527):29.4
IncC_pVCR94	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	267	150348	151151	1	1	APH(PF01636):120.2
IncC_pVCR94	EEL44_06290	aminoglycoside O-phosphotransferase APH(6)-Id	278	151151	151987	1	2	APH_6_hur(PF04655):390.3;APH(PF01636):26.7
IncC_pVCR94	EEL44_06295	PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-4	288	152153	153019	1	2	Beta-lactamase2(PF13354):148.7;Beta-lactamase(PF00144):80.0
IncC_pVCR94	EEL44_06300	hypothetical protein	89	152998	153267	-1	1	TnsB_N(PF27165):68.7
IncC_pVCR94	EEL44_06315	IS6 family transposase IS15DIV	234	154084	154788	-1	3	DDE_Tnp_IS240(PF13610):164.3;rve(PF00665):37.3;DDE_Tnp_IS66(PF03050):27.3
IncC_pVCR94	EEL44_06325	class 1 integron integrase IntI1	337	155325	156338	-1	2	Phage_integrase(PF00589):168.3;Phage_int_SAM_4(PF13495):97.6
IncC_pVCR94	EEL44_06330	trimethoprim-resistant dihydrofolate reductase DfrA15	157	156495	156968	1	1	DHFR_1(PF00186):122.4
IncC_pVCR94	EEL44_06335	quaternary ammonium compound efflux SMR transporter QacE delta 1	115	157169	157516	1	1	Multi_Drug_Res(PF00893):117.6
IncC_pVCR94	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	279	157510	158349	1	1	Pterin_bind(PF00809):237.4
IncC_pVCR94	EEL44_06345	hypothetical protein	59	158279	158458	-1	0	
IncC_pVCR94	EEL44_06350	GNAT family N-acetyltransferase	166	158477	158977	1	3	Acetyltransf_1(PF00583):54.5;Acetyltransf_7(PF13508):51.9;Acetyltransf_10(PF13673):40.3
IncC_pVCR94	EEL44_06355	NTP-binding protein	37	159283	159396	-1	0	
IncC_pVCR94	EEL44_06360	IS6-like element IS6100 family transposase	254	159484	160248	1	1	DDE_Tnp_IS240(PF13610):169.0
IncC_pVCR94	EEL44_06365	DDE domain-containing protein	85	160312	160569	1	1	DDE_Tnp_IS240(PF13610):34.2
IncC_pVCR94	EEL44_06380	resolvase	245	160823	161560	1	3	Resolvase(PF00239):76.5;TraD_b_g-type(PF27712):27.8;HTH_7(PF02796):25.4
IncC_pVCR94	EEL44_06385	hypothetical protein	74	161557	161781	1	0	
IncC_pVCR94	EEL44_06390	IS91 family transposase	497	161992	163485	1	2	Y2_Tnp(PF04986):125.2;Zn_Tnp_IS91(PF14319):70.4
IncC_pVCR94	EEL44_06395	hypothetical protein	83	163516	163767	1	0	
IncC_pVCR94	EEL44_06400	phosphoglucosamine mutase	100	163661	163963	-1	1	PGM_PMM_I(PF02878):84.1
IncC_pVCR94	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	271	164050	164865	-1	1	Pterin_bind(PF00809):209.7
IncC_pVCR94	EEL44_06415	hypothetical protein	103	165172	165483	1	0	
IncC_pVCR94	EEL44_06420	ParA family protein	261	165657	166442	1	4	AAA_31(PF13614):113.4;CbiA(PF01656):65.5;ParA(PF10609):34.0;MipZ(PF09140):32.4
IncC_pVCR94	EEL44_06425	ParB/RepB/Spo0J family partition protein	393	166446	167627	1	3	KorB(PF08535):130.8;ParB_N(PF02195):58.4;HTH_ParB(PF17762):42.1
IncC_pVCR94	EEL44_06430	hypothetical protein	90	167676	167948	1	1	HTH_43(PF09904):39.1
IncC_pVCR94	EEL44_06435	restriction endonuclease subunit M	211	168011	168646	-1	1	N6_Mtase(PF02384):23.0
IncC_pVCR94	EEL44_06440	hypothetical protein	125	169200	169577	1	0	
IncC_pVCR94	EEL44_06445	hypothetical protein	93	169570	169851	1	0	
IncC_pVCR94	EEL44_06450	thymidylate kinase	224	169826	170500	1	0	
IncC_pVCR94	EEL44_06455	hypothetical protein	143	170568	170999	1	0	
IncC_pVCR94	EEL44_06460	hypothetical protein	110	170984	171316	1	0	
IncC_pVCR94	EEL44_06465	hypothetical protein	166	171325	171825	1	0	
SXT	setR	setR	215	1847	2494	-1	3	Peptidase_S24(PF00717):101.1;HTH_3(PF01381):33.7;Phage_CI_repr(PF07022):26.9
SXT		hypothetical protein	83	2612	2863	1	1	YdaS_toxin(PF15943):103.3
SXT		hypothetical protein	289	2919	3788	1	0	
SXT		hypothetical protein	220	3775	4437	1	1	DUF6475(PF20081):129.2
SXT		hypothetical protein	182	4424	4972	1	1	SLT(PF01464):38.3
SXT	setD	setD	99	4969	5268	1	1	FlhD(PF05247):65.3
SXT	setC	setC	177	5265	5798	1	1	FlhC(PF05280):57.2
SXT	EexR1	EexR1	143	5856	6287	1	0	
SXT	traG	IncF plasmid conjugative transfer protein TraG	1189	6320	9889	-1	1	TraG_N(PF07916):358.1
SXT	traH	IncF plasmid conjugative transfer pilus assembly protein TraH	462	9893	11281	-1	1	TraH(PF06122):338.7
SXT	traF	IncF plasmid conjugative transfer pilus assembly protein TraF	314	11284	12228	-1	1	TraF(PF13728):233.6
SXT	pcrA	ATP-dependent DNA helicase pcrA	630	12516	14408	-1	4	UvrD-helicase(PF00580):114.4;UvrD_C(PF13361):77.8;AAA_19(PF13245):52.7;Viral_helicase1(PF01443):21.6
SXT		putative ATP-dependent endonuclease of the OLD family	654	14405	16369	-1	7	AAA_21(PF13304):65.5;AAA_15(PF13175):65.2;OLD-like_TOPRIM(PF20469):56.2;DUF2813(PF11398):50.3
SXT		hypothetical protein	58	16543	16719	-1	0	
SXT		hypothetical protein	235	16877	17584	-1	0	
SXT		zinc-binding domain protein	357	17674	18747	-1	3	DUF7146(PF23639):72.2;Zn_Ribbon_Prim(PF08273):59.5;Toprim_3(PF13362):54.8
SXT		hypothetical protein	113	18839	19180	-1	0	
SXT	radC	DNA repair protein RadC	165	19180	19677	-1	2	RadC(PF04002):158.4;Prok-JAB(PF14464):26.2
SXT	cobT	Cobalamin biosynthesis protein CobT	551	19760	21415	-1	3	CobT(PF06213):46.4;VWA(PF00092):34.8;CobT_C(PF11775):25.8
SXT		hypothetical protein	146	21485	21925	-1	0	
SXT		hypothetical protein	317	21987	22940	-1	1	DUF3150(PF11348):345.2
SXT		hypothetical protein	255	23039	23806	-1	0	
SXT		hypothetical protein	358	23806	24882	-1	2	AAA_5(PF07728):65.8;CbbQ_C(PF08406):65.1
SXT		hypothetical protein	338	24975	25991	-1	1	YqaJ(PF09588):79.0
SXT		hypothetical protein	47	26052	26195	-1	0	
SXT		Recombination protein BET	272	26279	27097	-1	1	RecT(PF03837):73.2
SXT		Single-stranded DNA-binding protein	139	27177	27596	-1	1	SSB(PF00436):68.2
SXT		hypothetical protein	108	27612	27938	-1	0	
SXT		hypothetical protein	42	27941	28069	1	0	
SXT		hypothetical protein	200	28306	28908	1	0	
SXT		Extracellular deoxyribonuclease Dns	224	29017	29691	1	1	Endonuclease_1(PF04231):132.1
SXT		plasmid-related regulatory protein	172	29756	30274	-1	0	
SXT		plasmid-related membrane protein	757	30294	32567	-1	2	Dynamin_N(PF00350):37.9;MMR_HSR1(PF01926):23.4
SXT	traN	IncF plasmid conjugative transfer protein TraN	1230	33067	36759	-1	1	F_T4SS_TraN(PF06986):151.8
SXT	traU	IncF plasmid conjugative transfer pilus assembly protein TraU	342	36762	37790	-1	1	TraU(PF06834):360.3
SXT	traW	IncF plasmid conjugative transfer pilus assembly protein traW	374	37774	38898	-1	1	TrbC_Ftype(PF09673):76.2
SXT	TrhF	Conjugative signal peptidase TrhF	170	38909	39421	-1	1	Peptidase_S26(PF10502):57.2
SXT		hypothetical protein	115	39405	39752	-1	0	
SXT	traC	IncF plasmid conjugative transfer pilus assembly protein TraC	799	39745	42144	-1	3	TraC_F_IV(PF11130):354.1;P-loop_TraG(PF19044):132.3;AAA_10(PF12846):52.0
SXT	Thiol	Thiol:disulfide involved in conjugative transfer	230	42144	42836	-1	3	Thioredoxin_2(PF13098):42.3;DsbC_N(PF10411):40.8;Thioredoxin_4(PF13462):24.6
SXT	Ync	Ync protein	312	42968	43906	-1	1	AbiEii(PF08843):125.7
SXT	Ynd	Ynd protein	277	43899	44732	-1	2	AbiEi_3(PF11459):195.0;AbiEi_3_N(PF17194):122.4
SXT	traA	Conjugative transfer protein TraA	128	44910	45296	-1	0	
SXT	traV	Conjugative transfer protein TraV	216	45293	45943	-1	1	TraV(PF09676):73.6
SXT	traB	IncF plasmid conjugative transfer pilus assembly protein TraB	429	45940	47229	-1	1	TrbI(PF03743):141.1
SXT	traK	IncF plasmid conjugative transfer pilus assembly protein TraK	298	47232	48128	-1	1	TraK_C(PF23536):39.0
SXT	traE	IncF plasmid conjugative transfer pilus assembly protein TraE	208	48112	48738	-1	1	TraE(PF05309):111.5
SXT	traL	IncF plasmid conjugative transfer pilus assembly protein TraL	93	48735	49016	-1	1	TraL(PF07178):107.5
SXT		orf49	195	49305	49892	1	0	
SXT		hypothetical protein	211	49919	50554	-1	1	DtrJ-like(PF14348):88.1
SXT		Conjugative transfer protein 234	186	50541	51101	-1	0	
SXT	traD	IncF plasmid conjugative transfer protein TraD	606	51111	52931	-1	5	TrwB_AAD_bind(PF10412):61.4;TraG-D_C(PF12696):50.5;FtsK_SpoIIIE(PF01580):28.7;DUF87(PF01935):26.2
SXT	traI	Conjugative transfer protein TraI, relaxase	716	52980	55130	-1	1	TraI_2(PF07514):283.0
SXT		hypothetical protein	54	55252	55416	1	0	
SXT		putative DNA helicase	711	55379	57514	-1	4	UvrD-helicase(PF00580):99.1;UvrD_C(PF13361):67.4;AAA_19(PF13245):54.9;UvrD_C_2(PF13538):29.7
SXT		Helicase, C-terminal:Type III restriction enzyme, res subunit:DEAD/DEAH box helicase, N-terminal	2140	57520	63942	-1	4	DEAD(PF00270):79.6;MZB(PF09369):52.7;Helicase_C(PF00271):40.2;ResIII(PF04851):23.1
SXT		Type II restriction enzyme, methylase subunit	1656	64135	69105	-1	3	Eco57I(PF07669):59.5;MmeI_Mtase(PF20473):29.0;N6_Mtase(PF02384):24.8
SXT		putative ATP-dependent helicase	987	69108	72071	-1	4	Helicase_C(PF00271):60.8;SNF2-rel_dom(PF00176):59.0;ResIII(PF04851):44.8;DEAD(PF00270):42.0
SXT		hypothetical protein	307	72098	73021	-1	3	BrxR_CTD(PF26107):80.2;WHD_BrxR(PF26109):58.4;WYL(PF13280):54.7
SXT		hypothetical protein	99	73339	73638	-1	0	
SXT	topIII	DNA polymerase III, epsilon subunit-like protein	301	73726	74631	-1	1	RNase_T(PF00929):55.2
SXT		hypothetical protein	85	75015	75272	-1	0	
SXT	UmuD	Error-prone repair protein UmuD	149	75271	75720	1	1	Peptidase_S24(PF00717):112.3
SXT	rumB	rumB	89	75728	75997	1	1	IMS(PF00817):59.3
SXT		hypothetical protein	214	76150	76794	1	0	
SXT	tnpA	transposase	453	76596	77957	-1	1	DUF4158(PF13700):106.8
SXT		hypothetical protein	60	78237	78419	1	0	
SXT	sul2	Dihydropteroate synthase	271	78428	79243	1	1	Pterin_bind(PF00809):209.7
SXT	strA	streptomycin phosphotransferase	267	79304	80107	1	1	APH(PF01636):120.2
SXT	strB	streptomycin phosphotransferase	278	80107	80943	1	2	APH_6_hur(PF04655):390.3;APH(PF01636):26.7
SXT		Permease of the drug/metabolite transporter (DMT) superfamily	139	81147	81566	1	1	EamA(PF00892):72.2
SXT	tetA	Tetracycline efflux protein TetA	399	81598	82797	-1	2	MFS_1(PF07690):162.1;Sugar_tr(PF00083):43.0
SXT	tetR	Transcriptional regulator, TetR family	225	82876	83553	1	2	TetR_C_1(PF02909):112.1;TetR_N(PF00440):62.0
SXT	merR	MerR family transcriptional regulator	88	83744	84010	1	1	MerR-DNA-bind(PF09278):57.7
SXT	strB	streptomycin phosphotransferase B	276	84068	84898	1	2	APH_6_hur(PF04655):386.9;APH(PF01636):29.2
SXT	tnpB	tnpB putative transposase	148	84968	85414	-1	1	Zn_Tnp_IS91(PF14319):41.5
SXT		truncated helix-turn	101	85526	85831	-1	1	HTH_1(PF00126):80.7
SXT	floR	florfenicol/chloramphenicol resistance protein	404	85859	87073	-1	2	MFS_1(PF07690):130.1;Sugar_tr(PF00083):24.1
SXT		hypothetical protein	294	87290	88174	-1	1	DUF3363(PF11843):301.7
SXT		transposase family protein	307	88205	89128	-1	1	Y2_Tnp(PF04986):90.8
SXT	dhfR	Dihydrofolate reductase	168	89665	90171	-1	1	DHFR_1(PF00186):168.2
SXT		transposase family protein	497	90523	92016	-1	2	Y2_Tnp(PF04986):125.2;Zn_Tnp_IS91(PF14319):70.4
SXT	tnpA	transposase A	992	92434	95412	-1	2	DDE_Tnp_Tn3(PF01526):413.2;DUF4158(PF13700):105.3
SXT	tnp	transposase	197	95526	96119	-1	1	DDE_Tnp_Tn3(PF01526):197.3
SXT	UmuC	Error-prone, lesion bypass DNA polymerase V (UmuC)	390	96403	97575	1	4	IMS_C(PF11799):84.1;DUF4113(PF13438):79.2;IMS(PF00817):70.4;IMS_HHH(PF11798):27.9
SXT		hypothetical protein	44	98052	98186	-1	0	
SXT		hypothetical protein	55	98231	98398	-1	0	
SXT		hypothetical protein	324	98494	99468	1	2	ALP_N(PF17989):123.2;MreB-like_C(PF21522):41.2
SXT		hypothetical protein	89	99471	99740	1	0	
SXT	int	integrase-like protein	413	99742	100983	1	4	Arm-DNA-bind_3(PF13356):67.5;Phage_integrase(PF00589):48.9;Phage_int_M(PF22022):28.8;Phage_int_SAM_3(PF14659):25.8
SXT	MutL	DNA mismatch repair protein MutL	672	101113	103131	-1	1	HATPase_c_3(PF13589):53.2
SXT		hypothetical protein	42	103801	103929	-1	0	
R27	R0210	unknown	328	1	180461	-1	0	
R27	R0001	orf; hypothetical protein	125	407	784	-1	0	
R27	R0002	hypothetical protein	291	843	1718	-1	0	
R27	trhI	putative DNA helicase	594	2116	3900	-1	5	UvrD-helicase(PF00580):106.7;UvrD_C(PF13361):102.6;AAA_19(PF13245):60.2;UvrD_C_2(PF13538):36.6
R27	R0004	orf; hypothetical protein	290	4082	4954	1	0	
R27	trhN	putative mating pair stabilization protein	1058	4982	8158	-1	1	F_T4SS_TraN(PF06986):58.9
R27	trhU	putative sex pilus assembly and synthesis	315	8181	9128	-1	1	TraU(PF06834):278.2
R27	trhW	putative transfer protein, pilus formation	502	9378	10886	-1	1	TrbC_Ftype(PF09673):65.7
R27	trhF	putative signal peptidase I	170	10873	11385	-1	1	Peptidase_S26(PF10502):74.3
R27	R0009	orf; hypothetical protein	1406	11659	15879	-1	0	
R27	htdK	putative H transfer determinant	187	16077	16640	-1	1	Whirly(PF08536):24.6
R27	htdF	putative H transfer determinant	144	16637	17071	-1	0	
R27	htdA	putative transfer repressor	150	17061	17513	-1	0	
R27	R0013	orf; hypothetical protein	225	18079	18756	-1	0	
R27	stbA	putative plasmid partition protein	344	18800	19834	-1	2	StbA_N(PF06406):213.1;ParM_N(PF21523):180.2
R27	R0015	orf; hypothetical protein	315	20208	21155	1	1	Metallophos(PF00149):23.1
R27	R0016	orf; hypothetical protein	279	21155	21994	1	0	
R27	R0017	orf; hypothetical protein	173	21987	22508	1	0	
R27	R0018	orf; hypothetical protein	130	22505	22897	1	0	
R27	R0019	putative partition protein	335	23081	24088	-1	1	ParB(PF08775):103.5
R27	R0020	putative partition protein	417	24085	25338	-1	3	AAA_31(PF13614):69.5;CbiA(PF01656):34.0;MipZ(PF09140):32.1
R27	R0021	orf; hypothetical protein	135	26188	26595	-1	0	
R27	R0022	orf; hypothetical protein	34	27134	27238	-1	0	
R27	R0023	orf; hypothetical protein	106	27477	27797	-1	0	
R27	trhC	putative transfer protein	893	28465	31146	-1	2	TraC_F_IV(PF11130):160.6;P-loop_TraG(PF19044):76.5
R27	trhV	putative transfer protein	316	31155	32105	-1	1	TraV(PF09676):45.2
R27	htdT	putative transfer protein	250	32115	32867	-1	0	
R27	R0028	orf; hypothetical protein	170	32973	33485	-1	0	
R27	trhB	putative transfer protein	452	33494	34852	-1	1	TrbI(PF03743):84.0
R27	R0030	orf; hypothetical protein	146	34842	35282	-1	1	HtdO(PF28168):109.2
R27	R0031	orf; hypothetical protein	410	35284	36516	-1	0	
R27	trhE	orf; hypothetical protein	261	36519	37304	-1	1	TraE(PF05309):68.7
R27	trhL	orf; hypothetical protein	105	37316	37633	-1	1	TraL(PF07178):40.6
R27	trhA	orf; hypothetical protein	117	37685	38038	-1	0	
R27	R0035	orf; hypothetical protein	197	38633	39226	1	0	
R27	repHIA	replication initiation protein	291	39480	40355	-1	1	Rep3_N(PF01051):37.6
R27	R0037	orf; hypothetical protein	358	40890	41966	1	0	
R27	R0038	orf; hypothetical protein	66	41984	42184	1	0	
R27	R0039	orf; hypothetical protein	235	42181	42888	1	0	
R27	R0040	orf; hypothetical protein	273	43171	43992	1	0	
R27	R0041	putative DNA adenine methylase (dam)	257	44007	44780	-1	1	MethyltransfD12(PF02086):163.8
R27	R0042	orf; hypothetical protein	385	45191	46348	1	1	HTH_ParB(PF17762):23.8
R27	R0043	putative DNA restriction methylase	558	46612	48288	1	2	DUF4942(PF13708):81.8;MTS(PF05175):23.7
R27	R0044	orf; hypothetical protein	58	48303	48479	1	0	
R27	R0045	orf; hypothetical protein	719	48925	51084	1	3	Big_3_3(PF13750):191.8;Big_3_2(PF12245):125.4;DUF4165(PF13752):58.7
R27	R0046	IS30 transposase	383	51035	52186	-1	4	HTH_38(PF13936):82.6;Tnp_IS30_N(PF30461):75.6;rve(PF00665):54.6;HTH_23(PF13384):33.3
R27	R0047	orf; hypothetical protein	112	52266	52604	1	0	
R27	R0048	orf; hypothetical protein	67	53055	53258	1	0	
R27	R0049	orf; hypothetical protein	171	53255	53770	1	0	
R27	repHIB	replication protein	293	54356	55237	-1	1	Rep3_N(PF01051):37.8
R27	R0051	orf; hypothetical protein	131	55629	56024	-1	1	Big_3_3(PF13750):28.4
R27	R0052	orf; hypothetical protein	98	56230	56526	-1	0	
R27	R0053	orf; hypothetical protein	83	56381	56632	-1	1	Big_3_2(PF12245):36.7
R27	R0054	orf; hypothetical protein	202	56639	57247	-1	2	DUF4165(PF13752):46.2;Big_3_2(PF12245):30.0
R27	R0055	orf; hypothetical protein	794	57498	59882	1	3	Big_3_3(PF13750):217.9;Big_3_2(PF12245):70.9;DUF4165(PF13752):69.5
R27	R0056	orf; hypothetical protein	139	59970	60389	1	0	
R27	R0057	orf; hypothetical protein	219	60422	61081	-1	0	
