set	id	aa	n_tm	signal	orientation_alternates
TARGET_VirB5+1	TARGET_VirB5+1|410	72	1	1	1
TARGET_VirB5+1	TARGET_VirB5+1|411	75	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|412	175	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|413	83	0	0	1
TARGET_VirB5+1	TARGET_VirB5+1|414	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|415	75	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|416	123	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|417	76	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|418	83	0	0	1
TARGET_VirB5+1	TARGET_VirB5+1|419	69	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|420	65	1	1	1
TARGET_VirB5+1	TARGET_VirB5+1|421	261	0	0	1
TARGET_VirB5+1	TARGET_VirB5+1|422	167	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|423	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|424	97	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|425	75	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|426	81	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|427	83	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|428	108	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|429	67	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|430	72	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|431	95	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|432	62	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|433	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|434	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|435	124	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|436	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|437	108	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|438	105	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|439	82	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|440	63	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|441	117	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|442	114	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|443	79	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|444	68	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|445	60	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|446	142	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|447	89	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|448	67	1	1	1
TARGET_VirB5+1	TARGET_VirB5+1|449	111	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|450	70	0	0	1
TARGET_VirB5+1	TARGET_VirB5+1|451	70	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|452	78	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|453	42	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|454	127	0	0	1
TARGET_VirB5+1	TARGET_VirB5+1|455	61	0	0	1
TARGET_VirB5+1	TARGET_VirB5+1|456	95	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|457	117	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|458	42	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|459	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|460	140	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|461	72	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|462	71	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|463	84	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|464	107	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|465	239	4	0	1
TARGET_VirB5+1	TARGET_VirB5+1|466	72	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|467	57	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|468	57	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|469	66	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|470	141	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|471	143	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|472	107	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|473	67	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|474	108	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|475	107	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|476	90	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|477	117	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|478	162	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|479	42	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|480	80	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|481	68	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|482	76	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|483	148	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|484	72	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|485	75	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|486	166	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|487	146	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|488	67	1	1	1
TARGET_VirB5+1	TARGET_VirB5+1|489	66	1	1	1
TARGET_VirB5+1	TARGET_VirB5+1|490	104	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|491	67	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|492	117	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|493	67	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|494	70	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|495	74	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|496	64	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|497	66	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|498	108	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|499	70	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|500	139	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|501	117	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|502	205	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|503	78	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|504	68	1	1	1
TARGET_VirB5+1	TARGET_VirB5+1|505	162	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|506	71	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|507	71	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|508	76	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|509	65	0	0	1
TARGET_VirB5+1	TARGET_VirB5+1|510	114	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|511	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|512	66	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|513	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|514	61	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|515	127	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|516	63	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|517	64	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|518	66	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|519	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|520	60	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|521	168	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|522	65	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|523	61	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|524	115	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|525	117	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|526	71	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|527	59	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|528	66	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|529	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|530	70	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|531	69	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|532	162	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|533	75	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|534	301	0	0	1
TARGET_VirB5+1	TARGET_VirB5+1|535	66	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|536	343	0	0	1
TARGET_VirB5+1	TARGET_VirB5+1|537	83	0	0	1
TARGET_VirB5+1	TARGET_VirB5+1|538	63	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|539	123	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|540	65	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|541	90	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|542	66	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|543	70	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|544	141	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|545	127	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|546	71	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|547	74	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|548	62	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|549	117	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|550	141	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|551	102	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|552	67	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|553	42	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|554	143	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|555	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|556	99	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|557	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|558	88	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|559	59	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|560	66	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|561	97	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|562	98	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|563	64	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|564	141	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|565	76	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|566	45	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|567	80	0	0	1
TARGET_VirB5+1	TARGET_VirB5+1|568	70	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|569	68	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|570	84	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|571	67	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|572	115	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|573	112	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|574	184	0	0	1
TARGET_VirB5+1	TARGET_VirB5+1|575	160	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|576	108	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|577	70	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|578	260	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|579	57	1	1	1
TARGET_VirB5+1	TARGET_VirB5+1|580	89	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|581	106	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|582	151	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|583	69	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|584	128	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|585	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|586	83	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|587	53	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|588	78	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|589	68	1	1	1
TARGET_VirB5+1	TARGET_VirB5+1|590	106	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|591	154	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|592	56	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|593	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|594	89	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|595	71	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|596	77	0	1	1
TARGET_VirB5+1	TARGET_VirB5+1|597	70	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|598	65	1	0	1
TARGET_VirB5+1	TARGET_VirB5+1|599	61	0	1	1
NEG_VirB8+1	NEG_VirB8+1|0	125	0	0	1
NEG_VirB8+1	NEG_VirB8+1|1	275	0	0	1
NEG_VirB8+1	NEG_VirB8+1|2	39	0	0	1
NEG_VirB8+1	NEG_VirB8+1|3	133	2	0	1
NEG_VirB8+1	NEG_VirB8+1|4	133	2	0	1
NEG_VirB8+1	NEG_VirB8+1|5	220	0	0	1
NEG_VirB8+1	NEG_VirB8+1|6	59	0	0	1
NEG_VirB8+1	NEG_VirB8+1|7	234	0	0	1
NEG_VirB8+1	NEG_VirB8+1|8	295	0	0	1
NEG_VirB8+1	NEG_VirB8+1|9	1001	0	0	1
NEG_VirB8+1	NEG_VirB8+1|10	52	0	0	1
NEG_VirB8+1	NEG_VirB8+1|11	52	0	0	1
NEG_VirB8+1	NEG_VirB8+1|12	182	0	0	1
NEG_VirB8+1	NEG_VirB8+1|13	266	0	0	1
NEG_VirB8+1	NEG_VirB8+1|14	61	0	0	1
NEG_VirB8+1	NEG_VirB8+1|15	326	0	0	1
NEG_VirB8+1	NEG_VirB8+1|16	108	0	0	1
NEG_VirB8+1	NEG_VirB8+1|17	250	0	0	1
NEG_VirB8+1	NEG_VirB8+1|18	234	0	0	1
NEG_VirB8+1	NEG_VirB8+1|19	340	0	0	1
NEG_VirB9+1	NEG_VirB9+1|0	152	0	0	1
NEG_VirB9+1	NEG_VirB9+1|1	121	0	0	1
NEG_VirB9+1	NEG_VirB9+1|2	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|3	94	0	0	1
NEG_VirB9+1	NEG_VirB9+1|4	103	0	0	1
NEG_VirB9+1	NEG_VirB9+1|5	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|6	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|7	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|8	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|9	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|10	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|11	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|12	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|13	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|14	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|15	154	0	1	1
NEG_VirB9+1	NEG_VirB9+1|16	154	0	1	1
NEG_VirB9+1	NEG_VirB9+1|17	102	0	0	1
NEG_VirB9+1	NEG_VirB9+1|18	102	0	0	1
NEG_VirB9+1	NEG_VirB9+1|19	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|20	315	0	0	1
NEG_VirB9+1	NEG_VirB9+1|21	308	0	0	1
NEG_VirB9+1	NEG_VirB9+1|22	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|23	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|24	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|25	107	0	1	1
NEG_VirB9+1	NEG_VirB9+1|26	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|27	334	0	0	1
NEG_VirB9+1	NEG_VirB9+1|28	143	0	1	1
NEG_VirB9+1	NEG_VirB9+1|29	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|30	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|31	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|32	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|33	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|34	149	0	1	1
NEG_VirB9+1	NEG_VirB9+1|35	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|36	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|37	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|38	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|39	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|40	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|41	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|42	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|43	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|44	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|45	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|46	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|47	162	0	1	1
NEG_VirB9+1	NEG_VirB9+1|48	235	4	0	1
NEG_VirB9+1	NEG_VirB9+1|49	235	4	0	1
NEG_VirB9+1	NEG_VirB9+1|50	235	4	0	1
NEG_VirB9+1	NEG_VirB9+1|51	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|52	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|53	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|54	154	0	1	1
NEG_VirB9+1	NEG_VirB9+1|55	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|56	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|57	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|58	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|59	127	0	1	1
NEG_VirB9+1	NEG_VirB9+1|60	114	0	1	1
NEG_VirB9+1	NEG_VirB9+1|61	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|62	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|63	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|64	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|65	147	0	1	1
NEG_VirB9+1	NEG_VirB9+1|66	147	0	1	1
NEG_VirB9+1	NEG_VirB9+1|67	180	0	1	1
NEG_VirB9+1	NEG_VirB9+1|68	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|69	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|70	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|71	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|72	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|73	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|74	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|75	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|76	154	0	1	1
NEG_VirB9+1	NEG_VirB9+1|77	149	0	1	1
NEG_VirB9+1	NEG_VirB9+1|78	97	0	1	1
NEG_VirB9+1	NEG_VirB9+1|79	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|80	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|81	94	0	1	1
NEG_VirB9+1	NEG_VirB9+1|82	97	0	1	1
NEG_VirB9+1	NEG_VirB9+1|83	147	0	1	1
NEG_VirB9+1	NEG_VirB9+1|84	147	0	1	1
NEG_VirB9+1	NEG_VirB9+1|85	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|86	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|87	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|88	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|89	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|90	178	0	1	1
NEG_VirB9+1	NEG_VirB9+1|91	147	0	1	1
NEG_VirB9+1	NEG_VirB9+1|92	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|93	135	0	1	1
NEG_VirB9+1	NEG_VirB9+1|94	157	0	1	1
NEG_VirB9+1	NEG_VirB9+1|95	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|96	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|97	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|98	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|99	154	0	1	1
NEG_VirB9+1	NEG_VirB9+1|100	154	0	1	1
NEG_VirB9+1	NEG_VirB9+1|101	154	0	1	1
NEG_VirB9+1	NEG_VirB9+1|102	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|103	137	0	0	1
NEG_VirB9+1	NEG_VirB9+1|104	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|105	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|106	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|107	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|108	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|109	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|110	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|111	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|112	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|113	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|114	154	0	1	1
NEG_VirB9+1	NEG_VirB9+1|115	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|116	147	0	1	1
NEG_VirB9+1	NEG_VirB9+1|117	154	0	1	1
NEG_VirB9+1	NEG_VirB9+1|118	501	1	1	1
NEG_VirB9+1	NEG_VirB9+1|119	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|120	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|121	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|122	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|123	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|124	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|125	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|126	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|127	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|128	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|129	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|130	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|131	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|132	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|133	152	0	1	1
NEG_VirB9+1	NEG_VirB9+1|134	234	0	0	1
NEG_VirB9+1	NEG_VirB9+1|135	166	0	1	1
NEG_VirB9+1	NEG_VirB9+1|136	232	0	0	1
NEG_VirB9+1	NEG_VirB9+1|137	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|138	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|139	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|140	138	0	0	1
NEG_VirB9+1	NEG_VirB9+1|141	151	0	1	1
NEG_VirB9+1	NEG_VirB9+1|142	295	0	0	1
NEG_VirB9+1	NEG_VirB9+1|143	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|144	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|145	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|146	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|147	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|148	151	0	1	1
NEG_VirB9+1	NEG_VirB9+1|149	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|150	149	0	1	1
NEG_VirB9+1	NEG_VirB9+1|151	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|152	106	2	0	1
NEG_VirB9+1	NEG_VirB9+1|153	106	2	0	1
NEG_VirB9+1	NEG_VirB9+1|154	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|155	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|156	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|157	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|158	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|159	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|160	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|161	102	2	0	1
NEG_VirB9+1	NEG_VirB9+1|162	101	2	0	1
NEG_VirB9+1	NEG_VirB9+1|163	176	4	0	1
NEG_VirB9+1	NEG_VirB9+1|164	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|165	86	2	0	1
NEG_VirB9+1	NEG_VirB9+1|166	87	2	0	1
NEG_VirB9+1	NEG_VirB9+1|167	87	2	0	1
NEG_VirB9+1	NEG_VirB9+1|168	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|169	293	0	1	1
NEG_VirB9+1	NEG_VirB9+1|170	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|171	157	0	1	1
NEG_VirB9+1	NEG_VirB9+1|172	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|173	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|174	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|175	159	0	1	1
NEG_VirB9+1	NEG_VirB9+1|176	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|177	162	0	1	1
NEG_VirB9+1	NEG_VirB9+1|178	138	0	1	1
NEG_VirB9+1	NEG_VirB9+1|179	148	0	1	1
NEG_VirB9+1	NEG_VirB9+1|180	151	0	1	1
NEG_VirB9+1	NEG_VirB9+1|181	149	0	1	1
NEG_VirB9+1	NEG_VirB9+1|182	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|183	144	0	1	1
NEG_VirB9+1	NEG_VirB9+1|184	146	0	1	1
NEG_VirB9+1	NEG_VirB9+1|185	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|186	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|187	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|188	145	0	1	1
NEG_VirB9+1	NEG_VirB9+1|189	166	0	1	1
NEG_VirB9+1	NEG_VirB9+1|190	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|191	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|192	158	0	1	1
NEG_VirB9+1	NEG_VirB9+1|193	163	0	1	1
NEG_VirB9+1	NEG_VirB9+1|194	160	0	1	1
NEG_VirB9+1	NEG_VirB9+1|195	160	0	1	1
NEG_VirB9+1	NEG_VirB9+1|196	160	0	1	1
NEG_VirB9+1	NEG_VirB9+1|197	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|198	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|199	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|200	155	0	1	1
NEG_VirB9+1	NEG_VirB9+1|201	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|202	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|203	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|204	151	0	1	1
NEG_VirB9+1	NEG_VirB9+1|205	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|206	171	0	1	1
NEG_VirB9+1	NEG_VirB9+1|207	160	0	1	1
NEG_VirB9+1	NEG_VirB9+1|208	149	0	1	1
NEG_VirB9+1	NEG_VirB9+1|209	149	0	1	1
NEG_VirB9+1	NEG_VirB9+1|210	150	0	1	1
NEG_VirB9+1	NEG_VirB9+1|211	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|212	153	0	1	1
NEG_VirB9+1	NEG_VirB9+1|213	153	0	1	1
